tch_20200713-160744_1,12d03dc0-c4f5-11ea-96b3-0242ac110002,std_1594636744416_1,class_20200713-160744_1,Q8d9-n4K6,38c7b91e-3ce7-4383-a12f-5985e0743321,3b13edb6-3f95-4cc5-947b-827437e32127,52461c77-4ae3-4a86-940f-10f33a0c2235,bec591bb-4a13-4075-b87b-0eee6d14e573,3e3d70d8-0174-4447-a160-f87a357394fd,
tch_20200713-160744_2,1bd2c1dc-c4f5-11ea-af23-0242ac110002,std_1594636759540_2,class_20200713-160744_2,Ldy9-FmbH,1adf76dd-b623-4a5e-9eb9-29535ac0ac1c,8efe9508-ca1e-4b80-ab36-0132b9c6b501,2e3e9e7d-c532-4b6a-8d8c-c1aa4c4693f9,4c259e8b-f3b5-4bc7-a32f-ae8f76d422bc,1da8a9f7-a227-4228-9b06-421dec9b4caf,
tch_20200713-160744_1,1e67500f-c4f5-11ea-89f8-0242ac110002,std_1594636764179_1,class_20200713-160744_1,Q8d9-n4K6,38c7b91e-3ce7-4383-a12f-5985e0743321,3b13edb6-3f95-4cc5-947b-827437e32127,52461c77-4ae3-4a86-940f-10f33a0c2235,bec591bb-4a13-4075-b87b-0eee6d14e573,3e3d70d8-0174-4447-a160-f87a357394fd,
tch_20200713-160744_3,2244150b-c4f5-11ea-af23-0242ac110002,std_1594636770331_3,class_20200713-160744_3,YLMp-2h6c,990dbfe2-d381-458c-ae98-7e0d0befbcab,096c484b-4524-4e8c-ae3f-e94b489c9037,5bce8a59-215c-44dc-bf74-5eac6d75b92c,14310d81-515d-4151-92be-a7f4d8ca4874,12e092dd-ce25-4e05-ba91-8594e84a4b2d,
tch_20200713-160744_4,2983176b-c4f5-11ea-acee-0242ac110002,std_1594636782484_4,class_20200713-160744_4,EY7t-BT9P,a1ad8c96-385d-4c3b-99fc-60f33563399e,0cbfd25e-367b-4c9d-bd0c-f6b51c22ed2b,3b0fd4ee-4a88-4c81-a887-0f7c0159934c,74e1a306-0e99-4bbe-a334-7310ce728d94,4ba5a7bf-817e-4694-a45e-178d60d146df,
tch_20200713-160744_2,29694da1-c4f5-11ea-acee-0242ac110002,std_1594636782636_2,class_20200713-160744_2,Ldy9-FmbH,1adf76dd-b623-4a5e-9eb9-29535ac0ac1c,8efe9508-ca1e-4b80-ab36-0132b9c6b501,2e3e9e7d-c532-4b6a-8d8c-c1aa4c4693f9,4c259e8b-f3b5-4bc7-a32f-ae8f76d422bc,1da8a9f7-a227-4228-9b06-421dec9b4caf,
tch_20200713-160744_1,29d04d4d-c4f5-11ea-af23-0242ac110002,std_1594636783307_1,class_20200713-160744_1,Q8d9-n4K6,38c7b91e-3ce7-4383-a12f-5985e0743321,3b13edb6-3f95-4cc5-947b-827437e32127,52461c77-4ae3-4a86-940f-10f33a0c2235,bec591bb-4a13-4075-b87b-0eee6d14e573,3e3d70d8-0174-4447-a160-f87a357394fd,
tch_20200713-160744_3,30e6b90a-c4f5-11ea-96b3-0242ac110002,std_1594636795212_3,class_20200713-160744_3,YLMp-2h6c,990dbfe2-d381-458c-ae98-7e0d0befbcab,096c484b-4524-4e8c-ae3f-e94b489c9037,5bce8a59-215c-44dc-bf74-5eac6d75b92c,14310d81-515d-4151-92be-a7f4d8ca4874,12e092dd-ce25-4e05-ba91-8594e84a4b2d,
tch_20200713-160744_5,31cfb9bf-c4f5-11ea-acee-0242ac110002,std_1594636796424_5,class_20200713-160744_5,x76E-Y2HT,5e0783b7-3c23-48e7-9034-663de9aca8eb,2b8937bc-9ce3-4b6f-880e-9b103a382f14,5551528e-2b20-4327-8c70-da6a34736106,0eb4fe19-c3e3-425f-9f9c-60b2cafbe92a,86f02c5a-e27a-42a6-b20a-792c9b9b97e2,
tch_20200713-160744_6,34bcc78b-c4f5-11ea-89f8-0242ac110002,std_1594636801171_6,class_20200713-160744_6,v63h-e2fC,355dd3da-7c8c-4acf-b4f5-32237a91e8a0,6f5cfbf3-1130-4dda-bbd4-d7818af837d7,89f25416-6045-4f8c-a3f1-459e7fe77537,3c5ce4d5-3107-49e3-8eda-c0dd697d5239,82af93a0-44f2-45a3-a7a0-e6863720d6cd,
