tchextid,stduuid,stdextid,groupid
tch_20220818-095730_1,150eead4-b90c-4234-b534-733d74ac1251,std_1660796932979_1,196dc0a7-8f2b-4c39-82ea-6eb78ce9829a
tch_20220818-095730_1,ff9094df-aeee-48d9-bacd-fcbda9fd8ca1,std_1660796959704_1,196dc0a7-8f2b-4c39-82ea-6eb78ce9829a
tch_20220818-095730_1,80a8a445-9e25-4600-9be6-e8adace1a738,std_1660796986782_1,196dc0a7-8f2b-4c39-82ea-6eb78ce9829a
tch_20220818-095730_1,c0bdc321-08e1-4336-99d7-5a821d048b8a,std_1660797011873_1,196dc0a7-8f2b-4c39-82ea-6eb78ce9829a
tch_20220818-095730_1,af913e69-c178-4104-8c92-3f08fbec736f,std_1660797039268_1,196dc0a7-8f2b-4c39-82ea-6eb78ce9829a
tch_20220818-095730_1,2184eeea-1947-4e78-9416-ba0df18314d2,std_1660797061431_1,8b289542-9277-4bfe-862d-71c1d66b2c77
tch_20220818-095730_1,7d9e67e6-79a0-46c0-a730-3ff8ae4e053b,std_1660797086430_1,8b289542-9277-4bfe-862d-71c1d66b2c77
tch_20220818-095730_1,b81e05d0-f69e-4a94-aa5e-6c40f25ff8ca,std_1660797110695_1,8b289542-9277-4bfe-862d-71c1d66b2c77
tch_20220818-095730_1,eb27854b-7411-4795-9f51-8c3394418949,std_1660797138575_1,8b289542-9277-4bfe-862d-71c1d66b2c77
tch_20220818-095730_1,3d497cf1-2a07-47a0-b56e-1f186755e136,std_1660797167302_1,8b289542-9277-4bfe-862d-71c1d66b2c77
tch_20220818-095730_1,85fb008c-b976-43ea-85fc-e730ae23f2b1,std_1660797194151_1,79670739-6096-483d-a0fd-98814f206a0e
tch_20220818-095730_1,c7dee079-30ad-467c-873d-6d819578f833,std_1660797222056_1,79670739-6096-483d-a0fd-98814f206a0e
tch_20220818-095730_2,9b8794ee-aa79-4f22-8668-aef0b10036fd,std_1660796974587_2,061c137e-2226-456a-a2f7-474225e7fd77
tch_20220818-095730_1,033dd138-6b35-4915-9387-b5745da15b74,std_1660797248190_1,79670739-6096-483d-a0fd-98814f206a0e
tch_20220818-095730_2,9aab8d21-4ca1-4136-a228-7e847b53ca43,std_1660797000026_2,061c137e-2226-456a-a2f7-474225e7fd77
tch_20220818-095730_1,93e6c962-beab-497a-b29c-72cc64c4cebd,std_1660797270614_1,79670739-6096-483d-a0fd-98814f206a0e
tch_20220818-095730_2,4098a6ff-b34e-425e-a8c1-877e552102d4,std_1660797028428_2,061c137e-2226-456a-a2f7-474225e7fd77
tch_20220818-095730_1,3540d003-ccf5-4e91-9bc7-1879a0434e45,std_1660797296318_1,79670739-6096-483d-a0fd-98814f206a0e
tch_20220818-095730_2,6390bd4d-1a88-4cb5-bc5c-9a1489bfb364,std_1660797052880_2,061c137e-2226-456a-a2f7-474225e7fd77
tch_20220818-095730_2,b669846d-8fa3-44ca-a9c2-7ca5a47c140b,std_1660797077845_2,061c137e-2226-456a-a2f7-474225e7fd77
tch_20220818-095730_1,f7574d40-af09-4919-a948-e3a935e9e688,std_1660797324404_1,9b99361f-a187-4f0d-91de-e5e9105c47ef
tch_20220818-095730_1,c2634737-098b-47a1-9b3a-32f0a9034cff,std_1660797350594_1,9b99361f-a187-4f0d-91de-e5e9105c47ef
tch_20220818-095730_1,f7583eda-93cc-4ac6-aebf-2f19373b5cba,std_1660797375099_1,9b99361f-a187-4f0d-91de-e5e9105c47ef
tch_20220818-095730_2,64f5e3f1-31af-4c33-bede-4b958e3c0ea0,std_1660797103232_2,46e3f137-9e01-4b54-8c94-f63f1880166a
tch_20220818-095730_1,edb104da-159a-4d79-9d98-ce148149bda9,std_1660797399902_1,9b99361f-a187-4f0d-91de-e5e9105c47ef
tch_20220818-095730_2,102db17e-3d85-472a-857e-880432bce893,std_1660797129456_2,46e3f137-9e01-4b54-8c94-f63f1880166a
tch_20220818-095730_2,5afdc4f1-b7cc-4a14-89b2-ff37be2bd677,std_1660797157985_2,46e3f137-9e01-4b54-8c94-f63f1880166a
tch_20220818-095730_3,6a55daef-03ac-4e5a-91ad-01c852de2cf9,std_1660797006238_3,e6f3133d-8d0e-43dd-9605-5514e6b5e8ca
tch_20220818-095730_2,ef8e0767-f829-40b9-ad01-2ae3d18c8c9e,std_1660797188450_2,46e3f137-9e01-4b54-8c94-f63f1880166a
tch_20220818-095730_3,dc39870f-4034-41a3-8c44-60362fce3bc3,std_1660797037153_3,e6f3133d-8d0e-43dd-9605-5514e6b5e8ca
tch_20220818-095730_2,07284990-e26d-468f-abfd-e01fc7386aa9,std_1660797216401_2,46e3f137-9e01-4b54-8c94-f63f1880166a
tch_20220818-095730_3,6235ed11-1882-48bc-bf43-1d19d1fb93dc,std_1660797066702_3,e6f3133d-8d0e-43dd-9605-5514e6b5e8ca
tch_20220818-095730_3,cf685ce2-f8be-476f-86ac-d30eaab69c1c,std_1660797091421_3,e6f3133d-8d0e-43dd-9605-5514e6b5e8ca
tch_20220818-095730_3,6bf50e20-c81d-4e46-aa2d-6cb9dbdae8af,std_1660797116920_3,e6f3133d-8d0e-43dd-9605-5514e6b5e8ca
tch_20220818-095730_2,fbe15c85-2711-471c-952e-59de1b336992,std_1660797244675_2,38f0dd2f-c58f-423e-9988-36b256e8ddef
tch_20220818-095730_3,f48fd792-e2c9-4503-b5de-d36289901be6,std_1660797142212_3,18252d71-39d0-44d0-a402-4cedd4b38e0a
tch_20220818-095730_2,e9fbb0e3-67a0-428b-94a1-3d2533d37830,std_1660797272937_2,38f0dd2f-c58f-423e-9988-36b256e8ddef
tch_20220818-095730_3,73b13585-f8d9-46c3-80f9-5166536ed5fb,std_1660797169349_3,18252d71-39d0-44d0-a402-4cedd4b38e0a
tch_20220818-095730_2,0906749e-069c-495f-81aa-f95d718c4b65,std_1660797299715_2,38f0dd2f-c58f-423e-9988-36b256e8ddef
tch_20220818-095730_3,0f76bd0e-b3d1-4c09-9cfa-faa57a29b04b,std_1660797193824_3,18252d71-39d0-44d0-a402-4cedd4b38e0a
tch_20220818-095730_2,9ba3543d-f300-4dae-a8ab-90048ee3e96b,std_1660797327660_2,38f0dd2f-c58f-423e-9988-36b256e8ddef
tch_20220818-095730_4,65c68146-1de0-4c56-a2ab-420193eb07e9,std_1660797051254_4,0746d797-8f27-457e-b7d7-4763b807f78f
tch_20220818-095730_3,85a80249-7301-45db-bbd5-e0b54f287b1e,std_1660797224252_3,18252d71-39d0-44d0-a402-4cedd4b38e0a
tch_20220818-095730_2,3cc8fec0-d77b-495d-a099-3c174d8e50ed,std_1660797355196_2,38f0dd2f-c58f-423e-9988-36b256e8ddef
tch_20220818-095730_4,f9bfa149-8ec5-4108-bd67-ad380941a09b,std_1660797074679_4,0746d797-8f27-457e-b7d7-4763b807f78f
tch_20220818-095730_3,15ebfceb-3d8d-48b9-9728-90586443ec64,std_1660797251261_3,18252d71-39d0-44d0-a402-4cedd4b38e0a
