stdextid,grpid,tchextid
std_1607885275723_50,3047860e-3d6d-426c-be79-ebc086f9d233,tch_20201213-235944_50
std_1607885203635_49,77b9ae7d-f766-4222-9df9-a1987b910ac6,tch_20201213-235944_49
std_1607885433726_53,136e9976-9b27-400f-a448-8f84d383f318,tch_20201213-235944_53
std_1607885367159_52,060c7fe5-48c7-4fb6-a6fc-9a51d5d55698,tch_20201213-235944_52
std_1607885292172_51,11392cb3-2ca3-4760-9f35-87547b7134f9,tch_20201213-235944_51
std_1607885223770_50,8f6df475-5cdb-445b-92a2-68473871709f,tch_20201213-235944_50
std_1607885459618_54,69529373-83ea-4330-b695-5ccb15ef3641,tch_20201213-235944_54
std_1607885385283_53,9aaad528-17cb-49a2-b603-b90704c840df,tch_20201213-235944_53
std_1607885473719_55,5af8322c-d8df-4d05-955f-4a1622f846f0,tch_20201213-235944_55
std_1607885245734_51,fcd11177-d293-4bdd-b903-5519ebb98c22,tch_20201213-235944_51
std_1607885314410_52,cbc52339-3cbb-4eea-9b43-cc65beb80743,tch_20201213-235944_52
std_1607885486499_56,05c2a6db-7cdc-4c3f-aafd-700fdc4cfb5d,tch_20201213-235944_56
std_1607885407613_54,f589dc60-b720-410e-9a42-7fa5242cf93d,tch_20201213-235944_54
std_1607885336211_53,1dcd7a0a-e401-44f4-b500-f20dc171aa85,tch_20201213-235944_53
std_1607885424136_55,9d6299e3-8d03-4401-b041-6e33c1361294,tch_20201213-235944_55
std_1607885264404_52,5ee940a6-46e7-498b-85b9-90d901b9e760,tch_20201213-235944_52
std_1607885507193_57,91f04973-2ebb-47a8-9c3a-a9ad3bb315cb,tch_20201213-235944_57
std_1607885435188_56,74dd8c25-b658-45b6-ba6b-052cadd9b5ad,tch_20201213-235944_56
std_1607885355130_54,0aef8e9c-250f-4d14-9f83-ecb3138cb70b,tch_20201213-235944_54
std_1607885288483_53,ff521678-3f85-46e8-8f13-ec7c12f2ea97,tch_20201213-235944_53
std_1607885374794_55,9a8403aa-362f-47aa-9b41-67df111a9ccb,tch_20201213-235944_55
std_1607885460674_57,1e5b4d08-ad6c-4ac3-b5b4-eedba2b5aee7,tch_20201213-235944_57
std_1607885530210_58,bd607446-bd09-41e8-8b4d-5ba771b4c22e,tch_20201213-235944_58
std_1607885389950_56,617a0ab4-9118-43fe-9e30-89fbf2a8aee4,tch_20201213-235944_56
std_1607885305054_54,993e5561-c144-485e-98a6-f67ed0c20755,tch_20201213-235944_54
std_1607885325103_55,d6254e5c-7c69-454b-a006-08c0778aee0b,tch_20201213-235944_55
std_1607885558924_59,73d69a9f-e309-4180-baa0-c4d7cec04ddb,tch_20201213-235944_59
std_1607885415097_57,97147d4c-b09c-43f0-bdfc-4c830ca0e76a,tch_20201213-235944_57
std_1607885480184_58,b6a46a6a-66e4-4401-a922-bd78c8f45375,tch_20201213-235944_58
std_1607885346706_56,25bdfd0d-8c1a-43ff-be57-5a469b0b7028,tch_20201213-235944_56
std_1607885576184_60,d634fc00-0778-45b3-8297-7ab6751e9da5,tch_20201213-235944_60
std_1607885435946_58,8e27704f-218f-4771-b5d4-d4cc29570859,tch_20201213-235944_58
std_1607885366095_57,b74f1d43-da46-43ca-9d72-f7e3892e5dea,tch_20201213-235944_57
std_1607885510757_59,93c19c64-7ab7-4b22-87e6-f26d75b737d7,tch_20201213-235944_59
std_1607885592219_61,be70d404-9fd7-495f-8374-ff725f3d5cce,tch_20201213-235944_61
std_1607885528355_60,3f7a5157-fd7a-49af-bc94-b1e3d51e9193,tch_20201213-235944_60
std_1607885386525_58,5f33d0da-e4c1-448f-a3e6-3a299f5864e5,tch_20201213-235944_58
std_1607885615394_62,d3be8446-b765-495d-a7ef-e2bc6d0d1a90,tch_20201213-235944_62
std_1607885459457_59,a88e1a33-7566-47bd-8397-dad7a4cb7df9,tch_20201213-235944_59
std_1607885545147_61,43a9b434-e908-4d40-a3c3-4bee391c50f9,tch_20201213-235944_61
std_1607885478241_60,97fc7a11-2b2b-4d78-8593-0ec108d48faa,tch_20201213-235944_60
std_1607885409297_59,d50fed24-d8c8-490c-9172-181fcd7740e5,tch_20201213-235944_59
std_1607885568692_62,67a7d8cc-05e4-4887-afa9-25b8a6e99934,tch_20201213-235944_62
std_1607885634281_63,a289c6d9-09c8-4717-afb3-420e7448f8a6,tch_20201213-235944_63
std_1607885492539_61,52754bed-9aa4-44c3-a501-8c0508a8a311,tch_20201213-235944_61
std_1607885427506_60,6a05c16c-7d1b-47bf-919f-3db18a55a784,tch_20201213-235944_60
std_1607885584061_63,4e231c70-492f-4737-9290-56522bc89e08,tch_20201213-235944_63
std_1607885659850_64,3849ccb8-86c5-4c42-aad2-bd3083b561e9,tch_20201213-235944_64
std_1607885513881_62,69bbcb96-fdf4-4948-9106-ca60d452023f,tch_20201213-235944_62
std_1607885448843_61,00815f72-c1b7-4a70-9326-2d2c3a475923,tch_20201213-235944_61
std_1607885675522_65,9bf94392-b94f-47c4-a1c4-b4fb256d4a6c,tch_20201213-235944_65
std_1607885532578_63,0b5d0555-2265-4012-9de5-b9ec1c93641b,tch_20201213-235944_63
std_1607885467434_62,3ef3dc4a-7f6e-4595-9dac-35f9d0bfc164,tch_20201213-235944_62
std_1607885611030_64,524a48fc-dcba-4040-bb91-047718bd0a15,tch_20201213-235944_64
std_1607885696702_66,d56928db-d81b-40b3-9d62-9a125f0f20dd,tch_20201213-235944_66
std_1607885627478_65,5293ab34-8e64-4cb5-a058-698390915d04,tch_20201213-235944_65
std_1607885481651_63,aafc711d-4621-493a-b1cc-ea1f6f014abb,tch_20201213-235944_63
std_1607885715274_67,720a1917-4929-4d69-8344-a0256da7db98,tch_20201213-235944_67
std_1607885558613_64,12b624ae-3253-4b68-ab60-d9d841a2a05d,tch_20201213-235944_64
std_1607885653714_66,408a0a73-8519-4538-b634-da28b8544120,tch_20201213-235944_66
std_1607885576591_65,7301fd7b-0d5a-4e4e-b75d-bb24d4a4cc87,tch_20201213-235944_65
std_1607885666769_67,0e89b5b5-732f-487e-b06a-781b901adb83,tch_20201213-235944_67
std_1607885741790_68,1d031811-1306-4b49-ac5b-2fc6ddb7898b,tch_20201213-235944_68
std_1607885509660_64,01782c6c-1998-4907-b786-e4cf45fc44e7,tch_20201213-235944_64
std_1607885601536_66,6202eb0f-5415-4653-93c6-3e0eeac9d5a6,tch_20201213-235944_66
std_1607885524321_65,51ecab7b-9771-41b7-ada6-496cd5659ae3,tch_20201213-235944_65
std_1607885758124_69,9c965473-32e1-4b8a-bc92-69da34b0d09f,tch_20201213-235944_69
std_1607885616729_67,501ece30-9a0d-4cae-a633-efae741ad871,tch_20201213-235944_67
std_1607885693120_68,469ae739-7a0e-45a8-8884-0228ecd05129,tch_20201213-235944_68
std_1607885548934_66,6542f926-9472-4538-b7c6-8804f7131e8e,tch_20201213-235944_66
std_1607885781223_70,668f653d-1b4e-47c1-a5e2-73c441053614,tch_20201213-235944_70
std_1607885564281_67,92e7c29b-3e5b-4236-b84a-d0f06fb7b7f3,tch_20201213-235944_67
std_1607885708045_69,a70c18c0-0bcd-4d45-bbf0-7c90a7d1f94e,tch_20201213-235944_69
std_1607885792496_71,f613ab69-40c9-4e2c-b7a6-7a1f7b76d1fd,tch_20201213-235944_71
std_1607885641713_68,16c58614-cd9e-4435-8dbc-ee460638d680,tch_20201213-235944_68
std_1607885727663_70,0ff0ca53-5127-40be-a25e-cd47663b91cd,tch_20201213-235944_70
std_1607885816728_72,e056863c-b6a5-4568-b737-43cc594bccfd,tch_20201213-235944_72
std_1607885739652_71,407bbaaa-b8ac-43a7-8fa5-9c557ec2debd,tch_20201213-235944_71
std_1607885661903_69,77fa74bd-ccd2-4952-9e56-82ef5d636ee9,tch_20201213-235944_69
std_1607885588287_68,385e8fb5-ee64-47f1-a49c-a02d47639cfb,tch_20201213-235944_68
std_1607885677439_70,c28852de-f003-4d57-a272-71b254fc9337,tch_20201213-235944_70
std_1607885826224_73,63d67e39-26eb-4da4-98ed-e067eab66674,tch_20201213-235944_73
std_1607885764231_72,09388e07-a047-472c-a0da-446e6a3a5a00,tch_20201213-235944_72
std_1607885695613_71,4d7964dc-1d3a-42d5-b78a-3f517bec2d07,tch_20201213-235944_71
std_1607885611674_69,ce5c97e4-8731-4814-93c4-4539c8726cb6,tch_20201213-235944_69
std_1607885780355_73,e503cf49-8328-449b-9ca1-1492da27b3a2,tch_20201213-235944_73
std_1607885627544_70,2386f4c8-6b90-4af9-9b7b-7ff5048b2ed7,tch_20201213-235944_70
std_1607885857393_74,0da9bb5c-800c-4031-8d22-0d923797972d,tch_20201213-235944_74
std_1607885716933_72,bc43cba9-663a-407f-890b-f59a1cf71919,tch_20201213-235944_72
std_1607885645624_71,0cc6a56d-b98b-4273-b25d-d6098bfe4268,tch_20201213-235944_71
std_1607885729612_73,8cfb4d5a-cde6-442d-bbbf-13c0b235aa18,tch_20201213-235944_73
std_1607885879409_75,bedf531d-f1a4-4a46-b659-03d704a61a77,tch_20201213-235944_75
std_1607885811857_74,1d3ef9bb-87ff-4f3e-8c99-dd6fde2a1e0b,tch_20201213-235944_74
std_1607885668234_72,032b257e-9480-41e1-b9e4-ac2ca50ddfd4,tch_20201213-235944_72
std_1607885896753_76,8fa6349a-3042-497e-993a-8efea9aa76a2,tch_20201213-235944_76
std_1607885684848_73,154f1a77-583b-41b5-aab2-bf9dac5366bf,tch_20201213-235944_73
std_1607885760326_74,f8eaba57-8b48-476e-8b6a-4704388d3d0b,tch_20201213-235944_74
std_1607885833809_75,b245785f-227b-4ab7-85b8-1e05a3b69d08,tch_20201213-235944_75
std_1607885920279_77,25610ab4-e353-4aad-abe8-3dffdf020038,tch_20201213-235944_77
std_1607885850240_76,cbaae13c-1a99-4e6b-a92c-ad4f2629e410,tch_20201213-235944_76
std_1607885708042_74,a4930e52-d0bf-41d4-9cd5-99c9139d7291,tch_20201213-235944_74
std_1607885780355_75,32e45df5-d1be-4eb4-bcf8-5786351bb8ae,tch_20201213-235944_75
std_1607885941158_78,d11030cd-6f87-471f-8352-5ca2edd8a568,tch_20201213-235944_78
std_1607885863849_77,26e68a81-b090-431a-b4b3-63010a1defe9,tch_20201213-235944_77
std_1607885798037_76,647160f4-c7e1-42bd-9645-a5c6b2b1891c,tch_20201213-235944_76
std_1607885961657_79,fa464e6d-62ad-4352-9130-212bbad8e234,tch_20201213-235944_79
std_1607885732056_75,93d32959-00d3-486a-91c9-14f6f81de1fa,tch_20201213-235944_75
std_1607885972198_80,0ce29c7d-f84d-476c-b634-4c12ee83c0cc,tch_20201213-235944_80
std_1607885888991_78,ec42aa95-559e-4633-a296-740855809e86,tch_20201213-235944_78
std_1607885811900_77,340ff67c-b2d6-4e34-addc-5d89fefe4d58,tch_20201213-235944_77
std_1607885747514_76,8c273e25-c984-4777-9176-b9402c0d5924,tch_20201213-235944_76
std_1607885909426_79,5eaee5a4-1819-484b-9424-37f006d60f9b,tch_20201213-235944_79
std_1607885926353_80,28e07a52-a2eb-44fa-9ade-f3f6395159e1,tch_20201213-235944_80
std_1607885839130_78,03b8ccd8-451c-4c56-b890-89973a07cdf8,tch_20201213-235944_78
std_1607885766831_77,860d3104-01f6-42df-b206-27d74471b416,tch_20201213-235944_77
std_1607886004120_81,46ecee70-0f25-47cf-9ef1-b4be64586b4a,tch_20201213-235944_81
std_1607885859910_79,bcdec995-a9d2-43be-8c8c-d0fb9dced9a0,tch_20201213-235944_79
std_1607886015004_82,f35a9ed5-31aa-402d-8586-95a7cb52d7b5,tch_20201213-235944_82
std_1607885874347_80,992d121b-e6fb-41be-b8f6-6c03cd94ee86,tch_20201213-235944_80
std_1607886020411_83,11debfa9-16c0-49ad-9859-7aab23a249dc,tch_20201213-235944_83
std_1607885787102_78,42fd5f68-367a-4620-9587-574170969195,tch_20201213-235944_78
std_1607885955986_81,8a5b2a9b-d918-46b0-bc01-d32985edc794,tch_20201213-235944_81
std_1607885804052_79,25c93890-64fc-4f27-a3f6-0138f70ce2af,tch_20201213-235944_79
std_1607885966596_82,cb71f966-5494-4c10-af5b-6287be8afc6c,tch_20201213-235944_82
std_1607885974892_83,9f308449-2346-4104-b331-f43ea0cfd794,tch_20201213-235944_83
std_1607885825470_80,ac3531c4-3d42-406f-9e00-7bef1ff3108f,tch_20201213-235944_80
std_1607886051006_84,0943a3ee-3482-4f64-97a5-87527fa1f873,tch_20201213-235944_84
std_1607885906384_81,f6854e3e-c18b-4911-86ac-7b10891c7e20,tch_20201213-235944_81
std_1607885929978_83,f0ac6f58-47b0-4499-9bd1-4866207e3b64,tch_20201213-235944_83
std_1607885916762_82,216cc602-b5fd-497a-b27b-5fc0d56723c9,tch_20201213-235944_82
std_1607886004518_84,35223765-ec63-41d7-952d-e9b3108bc2b1,tch_20201213-235944_84
std_1607885854691_81,077dd008-e804-4959-aa07-8afd1e7db366,tch_20201213-235944_81
std_1607886080364_85,99d3cb86-5299-4a47-be85-4fb793e752a4,tch_20201213-235944_85
std_1607886098012_86,1b99ea17-8473-4293-a926-47c1b4af8304,tch_20201213-235944_86
std_1607885866070_82,e86ae5e7-2bb9-46b5-95c6-c7fb5801f413,tch_20201213-235944_82
std_1607885884598_83,a3920891-0205-4824-aa29-52f541ee34f6,tch_20201213-235944_83
std_1607885955048_84,56fc73ea-c80a-4156-8780-c653e3f4be63,tch_20201213-235944_84
std_1607886031439_85,6c0ec84a-63fe-436c-8241-a2c93f0d689b,tch_20201213-235944_85
std_1607886049984_86,660c4ef8-58ed-4b2c-8813-af31f0953a5f,tch_20201213-235944_86
std_1607886123756_88,3ec3647c-09db-46a4-9e44-15207c8f8cc0,tch_20201213-235944_88
std_1607886122066_87,29dd0050-122b-4968-a20e-e6a76cbdc05b,tch_20201213-235944_87
std_1607885906607_84,647beaff-9162-4264-a228-33e49206a50e,tch_20201213-235944_84
std_1607885978174_85,8856421d-d6bc-4843-b77f-7d50409bf6af,tch_20201213-235944_85
std_1607885998787_86,b88e10cf-265c-4cd3-abe3-6eed3e703e7b,tch_20201213-235944_86
std_1607886152410_89,76c17780-837b-4af5-abc2-122b14e5a391,tch_20201213-235944_89
std_1607886078936_88,042cd56e-39a6-4d8c-9dc1-8570afdec6db,tch_20201213-235944_88
std_1607886076720_87,fb25e3d0-7e2e-4bae-8609-4a3f3d4bee38,tch_20201213-235944_87
std_1607885928332_85,e76299e8-8493-48c4-818c-ad0e4645c6da,tch_20201213-235944_85
std_1607885951839_86,65df1237-74bb-41d6-bb41-6aeaf874ddff,tch_20201213-235944_86
std_1607886172690_90,1a885f49-2ec6-4725-a125-bce352233788,tch_20201213-235944_90
std_1607886102571_89,a06c5e84-d799-4830-9011-ef2158da234c,tch_20201213-235944_89
std_1607886031962_88,02f1db92-81f6-4e6b-a25d-2356d494564c,tch_20201213-235944_88
std_1607886022852_87,0ff56ac0-0ad0-4f87-bfd8-269b5ab04327,tch_20201213-235944_87
std_1607886121916_90,a80595d3-cb02-45e1-92d0-082cf76ba6b3,tch_20201213-235944_90
std_1607886205312_92,72d24b59-aeb6-4c4a-9ad7-2e0a0cb7a06c,tch_20201213-235944_92
std_1607886057547_89,89b9975f-b243-4862-bee2-f406386dcb2d,tch_20201213-235944_89
std_1607885983152_88,089bcace-d219-4b8d-af90-3cbc02eacdae,tch_20201213-235944_88
std_1607886199198_91,3e1a8c7e-d50e-4046-9f76-8c5fc003c527,tch_20201213-235944_91
std_1607885969854_87,8d674fd0-eef0-4453-8d8a-6d65ace6023d,tch_20201213-235944_87
std_1607886074660_90,148119fc-4fa6-4b9f-893f-1f839d4fadb8,tch_20201213-235944_90
std_1607886161052_92,80e8ade0-fac8-4e90-95e7-58ef26002e32,tch_20201213-235944_92
std_1607886148487_91,c810d288-9bd8-4fc1-a6f3-39ba831aa09f,tch_20201213-235944_91
std_1607886007939_89,0385a818-ea72-4882-98a5-67a40c32355f,tch_20201213-235944_89
std_1607886243718_93,b4c1575f-07b4-4a15-99a6-89eb3106733a,tch_20201213-235944_93
std_1607886247892_94,a5c0550a-a16e-4265-8149-05a8e1892c5f,tch_20201213-235944_94
std_1607886025896_90,5d5f431c-8370-496b-96c4-b7f2fbf6066a,tch_20201213-235944_90
std_1607886100393_91,f69d4f12-d3ad-4177-aeac-4f6bec68ea45,tch_20201213-235944_91
std_1607886114189_92,81c62d9c-c6e5-444c-816d-1e8b87de2243,tch_20201213-235944_92
std_1607886193470_93,197a1dc8-788e-4679-9965-1fa87c6ec980,tch_20201213-235944_93
std_1607886200777_94,0b4a3c21-ca0d-4ab8-8148-18c095989cf5,tch_20201213-235944_94
std_1607886068993_92,2173049f-f68f-405f-a9ba-95beaf7be4e9,tch_20201213-235944_92
std_1607886051222_91,8c9bece9-3404-4e09-82e9-6fa7ae248cc2,tch_20201213-235944_91
std_1607886281311_95,867428b0-cc7e-4344-9256-d56592f9b2d7,tch_20201213-235944_95
std_1607886141943_93,3dde5000-c506-449f-9247-686ddf7eff4d,tch_20201213-235944_93
std_1607886283888_96,89272b3a-bf1b-42c8-a796-89bdbc6e1c71,tch_20201213-235944_96
std_1607886154778_94,1448cc8e-2a45-4b47-94b9-593b9c5e83f6,tch_20201213-235944_94
std_1607886231837_95,5da91c04-9760-4c1b-87d9-4a1a7a2b02b9,tch_20201213-235944_95
std_1607886088983_93,35b03ce3-c94f-43ae-9508-ed17de8dd51c,tch_20201213-235944_93
std_1607886239974_96,942f9789-af74-4fcb-86bd-f8d643c5c607,tch_20201213-235944_96
std_1607886107189_94,27b187c9-2bfd-46d4-a6a1-b5d824fb91e1,tch_20201213-235944_94
std_1607886178121_95,4f32b917-8db0-416e-a8a6-3cda2d9978a1,tch_20201213-235944_95
std_1607886334486_97,74a65240-6350-42b1-af5c-6c683c9c6abc,tch_20201213-235944_97
std_1607886338897_98,1041c2bb-ddce-4af8-bf70-52a14b6ad948,tch_20201213-235944_98
std_1607886195815_96,414ce829-749d-4c67-a138-c565a12fbb20,tch_20201213-235944_96
std_1607886130849_95,87ea70f3-cd0b-4bee-84b5-9f9d09313a0e,tch_20201213-235944_95
std_1607886356293_99,c748c90c-f3f4-450a-aa9b-621b309456c8,tch_20201213-235944_99
std_1607886284984_97,7f774288-d5a6-4e61-85aa-6dd74452ed9f,tch_20201213-235944_97
std_1607886289410_98,3b14706d-206d-400f-a269-5fd7161fdb3e,tch_20201213-235944_98
std_1607886147790_96,1ca6d72c-9440-417d-92bc-65f1089f4025,tch_20201213-235944_96
std_1607886382430_100,caa9a281-18b5-4470-87b2-889f6689a7bc,tch_20201213-235944_100
std_1607886304507_99,5dd752c2-3012-4fe5-993c-94ea58399584,tch_20201213-235944_99
std_1607886232153_97,9e5cd7e9-e661-498f-8ed5-9b29a0e90709,tch_20201213-235944_97
std_1607886235937_98,90c564ca-303a-4f65-8bdb-92c71f4299a0,tch_20201213-235944_98
std_1607886262626_99,2760dc15-4eb3-4717-8a57-81c221d89ce8,tch_20201213-235944_99
std_1607886331546_100,69883553-2bdc-4112-a028-a7005a376e98,tch_20201213-235944_100
std_1607886173305_97,36d79c49-3a14-45ba-90c6-913080b4e7d6,tch_20201213-235944_97
std_1607886190652_98,eb9df728-455f-4850-befa-e30119df50ef,tch_20201213-235944_98
std_1607886284349_100,a0d1f785-53e9-4fcf-bc8c-2aa2f82c8a55,tch_20201213-235944_100
