student,classcode
4b9bc100c44e44c68453c14c1c8ce101,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce102,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce103,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce104,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce105,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce106,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce107,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce108,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce109,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce110,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce111,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce112,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce113,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce114,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce115,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce116,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce117,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce118,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce119,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce120,B8aK-Tie7
4b9bc100c44e44c68453c14c1c8ce121,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce122,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce123,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce124,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce125,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce126,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce127,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce128,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce129,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce130,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce131,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce132,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce133,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce134,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce135,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce136,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce137,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce138,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce139,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce140,cdEc-9XdT
4b9bc100c44e44c68453c14c1c8ce141,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce142,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce143,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce144,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce145,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce146,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce147,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce148,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce149,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce150,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce151,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce152,ga87-MRQe
4b9bc100c44e44c68453c14c1c8ce153,ga87-MRQe
