std_1607670448263_1,2515893b-b129-4e74-a6f2-306f8d2f2bdf,tch_20201211-123401_1
std_1607670467844_2,987f93d1-ab34-45a4-8e15-d2402b504904,tch_20201211-123401_2
std_1607670398898_1,70f4d6b9-32f4-41d6-85ad-bf8098184b95,tch_20201211-123401_1
std_1607670488279_3,a8bf4416-376f-42b3-8c06-3e458fa26ede,tch_20201211-123401_3
std_1607670415009_2,e3e7c623-3d20-4d2a-a975-3871bcf7b24c,tch_20201211-123401_2
std_1607670499695_4,abf558fa-6211-41e7-9f34-24d922ab6673,tch_20201211-123401_4
std_1607670347605_1,6e13bee3-d171-4f37-a731-4d75fc6d27e0,tch_20201211-123401_1
std_1607670438847_3,fdf7097c-6119-473c-b955-3836be8e11d9,tch_20201211-123401_3
std_1607670369373_2,148e2503-2948-45e3-84a6-66195497453a,tch_20201211-123401_2
std_1607670524921_5,6db176f8-a58d-4cce-8ba0-bcba696a97db,tch_20201211-123401_5
std_1607670448648_4,d6ae4742-7a7d-48c1-9220-0ab28ff64fb8,tch_20201211-123401_4
std_1607670296734_1,bc99bacb-b3dd-4001-857b-b8a562da4179,tch_20201211-123401_1
std_1607670387130_3,4d830b81-c6a8-44f5-a322-3f21ddb86f02,tch_20201211-123401_3
std_1607670475672_5,06109396-0ef2-45d2-b391-27bbee7fae63,tch_20201211-123401_5
std_1607670318931_2,d8e0eae5-d547-4812-a5e2-bf4361058249,tch_20201211-123401_2
std_1607670402877_4,e38a7fa4-44b1-4d45-bc03-26ff4200c8d8,tch_20201211-123401_4
std_1607670548966_6,e53c1324-655a-47cf-81d5-781954e8bcd0,tch_20201211-123401_6
std_1607670335593_3,92db0db8-1df0-45f0-af57-4fb304c92e06,tch_20201211-123401_3
std_1607670570231_7,a71a01dd-dd03-490f-93a7-dcbec9c1ca63,tch_20201211-123401_7
std_1607670422817_5,a50c1992-1f84-4f35-b6c4-dea3a6b54a2d,tch_20201211-123401_5
std_1607670497701_6,25d4f586-fa31-4582-8bb4-6a26d1557ab1,tch_20201211-123401_6
std_1607670357585_4,70f1f460-4e16-42fa-8bfe-2d13e33f3943,tch_20201211-123401_4
std_1607670588536_8,e6c57128-7cf4-4fe7-bebd-2421a5ced5f0,tch_20201211-123401_8
std_1607670520897_7,daedfa99-9dd3-473c-b134-15adb2a0608e,tch_20201211-123401_7
std_1607670380608_5,7fb6b82f-767f-4ef3-8569-ad99552cf9d6,tch_20201211-123401_5
std_1607670448647_6,e6d247d3-5f02-4fb3-b4d6-893fd5ba1f1d,tch_20201211-123401_6
std_1607670611789_9,dfcbb3dd-06ae-4cb7-b834-02f3cbe9ea9e,tch_20201211-123401_9
std_1607670537991_8,14b2e873-a3c6-4590-b211-d3c67704e980,tch_20201211-123401_8
std_1607670469006_7,6dbb037f-5c1b-4b96-b67c-f637208a3cba,tch_20201211-123401_7
std_1607670621997_10,9dcc35fc-b0d1-4b50-9445-0e1dd3b0999f,tch_20201211-123401_10
std_1607670398809_6,07f484f2-46cb-4f8d-bac7-9b1e49a88fae,tch_20201211-123401_6
std_1607670562275_9,0c0684b8-40fe-43cf-b511-233487956e0f,tch_20201211-123401_9
std_1607670486335_8,b86cda1e-39e8-4354-b4dc-ba815120ee96,tch_20201211-123401_8
std_1607670425357_7,0cb4632d-2d8e-4e98-9c9f-4242659b54e9,tch_20201211-123401_7
std_1607670578198_10,8d2cfef3-4357-4a5f-8670-21372d959219,tch_20201211-123401_10
std_1607670654253_12,d8ff312f-620f-462a-8b22-8c31a1b70118,tch_20201211-123401_12
std_1607670511346_9,1b015dfc-64b0-4b50-80f0-23d70d8c509a,tch_20201211-123401_9
std_1607670654178_11,7fe31fb4-f5e2-4cac-8f76-a0bd06481319,tch_20201211-123401_11
std_1607670433940_8,c684192e-a0f7-47bb-ae0c-5095a2c595ae,tch_20201211-123401_8
std_1607670680103_13,25cda881-1f87-4833-8d98-556bf0e36914,tch_20201211-123401_13
std_1607670526422_10,f0853395-0adb-424a-9c57-8c5805e32d5b,tch_20201211-123401_10
std_1607670605935_12,1ba589fb-f256-4e03-9c65-15ecb9c937dd,tch_20201211-123401_12
std_1607670607382_11,7b6fcdec-bfc2-40dc-8706-785088915685,tch_20201211-123401_11
std_1607670461059_9,eace1744-2a94-455b-bb55-c7df9645866e,tch_20201211-123401_9
