std_1608012759050_1,35bfb3ab-f914-458e-96da-bfa8a0a19a26,tch_20201215-113922_1
std_1608012708000_1,8882256e-d389-4ca6-868a-b418b384a8b1,tch_20201215-113922_1
std_1608012795799_2,98a1314b-b7f6-4bab-84c6-66b839d2cb88,tch_20201215-113922_2
std_1608012814648_3,c4b90daf-a2e6-4ac9-a1cc-4b500e275c57,tch_20201215-113922_3
std_1608012663774_1,be539439-0202-4962-8136-1cd8b24c657c,tch_20201215-113922_1
std_1608012743189_2,f7c6d780-e97a-4c02-8551-34f28c099ca8,tch_20201215-113922_2
std_1608012832748_4,b0810909-c9f0-493b-881e-929b377cd3a1,tch_20201215-113922_4
std_1608012773229_3,3546d845-71ef-4c11-aead-e0559c0fa95e,tch_20201215-113922_3
std_1608012614787_1,39463c16-1f12-46b8-96f6-d38b7633b666,tch_20201215-113922_1
std_1608012847572_5,85df7a11-1604-412f-bd4d-be2417e8df35,tch_20201215-113922_5
std_1608012689661_2,e82c62d6-7005-46ed-ba79-8936154101a1,tch_20201215-113922_2
std_1608012783999_4,e6add6dd-27a7-4b4f-bcbc-2a736f7cc6ed,tch_20201215-113922_4
std_1608012863412_6,471a467d-b688-4f92-8d9d-44f0a717779b,tch_20201215-113922_6
std_1608012722977_3,6f550169-9525-49bc-b9ca-e0fe48230447,tch_20201215-113922_3
std_1608012799169_5,67181484-e50c-4c05-ad52-da7998c10201,tch_20201215-113922_5
std_1608012638952_2,df29df01-cdef-4ae0-80f0-41f16c940509,tch_20201215-113922_2
std_1608012735957_4,3d6b31ae-60ea-49f9-bbbd-2531704053e3,tch_20201215-113922_4
std_1608012816097_6,0d2f59cc-1e3f-40c4-a35e-e1234cec8779,tch_20201215-113922_6
std_1608012884477_7,098d5677-af3e-46fa-8835-5196c3603ee7,tch_20201215-113922_7
std_1608012665035_3,c855ef7a-70c8-40b0-b557-392341d96300,tch_20201215-113922_3
std_1608012750387_5,1a9a74eb-f369-4a26-ae57-c9478acedfcb,tch_20201215-113922_5
std_1608012685112_4,e7dc7be9-95cd-4762-80ea-f5171893f58f,tch_20201215-113922_4
std_1608012908329_8,a410cbe7-4a24-44db-8a06-f19950838ec6,tch_20201215-113922_8
