tch_20201215-113922_1,3262ad5c-3e9c-11eb-90a7-0242ac110003,std_1608012614787_1,class_20201215-113922_1,QnJ7-6L9b,b550e8ec-f60c-4a68-a73c-bb6c3fd725df,554c0df9-fbdd-4bf1-8bca-46513ab65124,452c5352-2395-4ec0-a60e-318d293efa1e,fa2137d5-ee6d-4efe-9689-7606ad2da8f9,84307bb8-9d34-40d1-af34-c48fde252e33,
tch_20201215-113922_1,39913553-3e9c-11eb-90a7-0242ac110003,std_1608012627108_1,class_20201215-113922_1,QnJ7-6L9b,b550e8ec-f60c-4a68-a73c-bb6c3fd725df,554c0df9-fbdd-4bf1-8bca-46513ab65124,452c5352-2395-4ec0-a60e-318d293efa1e,fa2137d5-ee6d-4efe-9689-7606ad2da8f9,84307bb8-9d34-40d1-af34-c48fde252e33,
tch_20201215-113922_1,3ec5e958-3e9c-11eb-a47c-0242ac110003,std_1608012635875_1,class_20201215-113922_1,QnJ7-6L9b,b550e8ec-f60c-4a68-a73c-bb6c3fd725df,554c0df9-fbdd-4bf1-8bca-46513ab65124,452c5352-2395-4ec0-a60e-318d293efa1e,fa2137d5-ee6d-4efe-9689-7606ad2da8f9,84307bb8-9d34-40d1-af34-c48fde252e33,
tch_20201215-113922_2,40c89767-3e9c-11eb-a47c-0242ac110003,std_1608012638952_2,class_20201215-113922_2,bMEK-Eeoz,c425411a-65e6-427a-a421-77ee95b4ea2f,9029408a-d2a3-4f78-a7a0-defb90e5784c,22b831ee-6bc5-4739-a84f-30b0429e1812,bbbaa694-28df-4771-b65f-f6ce4fba191e,ae1b553a-cc88-4c96-9fa0-09d919a4df1f,
tch_20201215-113922_1,437f7a27-3e9c-11eb-a47c-0242ac110003,std_1608012643823_1,class_20201215-113922_1,QnJ7-6L9b,b550e8ec-f60c-4a68-a73c-bb6c3fd725df,554c0df9-fbdd-4bf1-8bca-46513ab65124,452c5352-2395-4ec0-a60e-318d293efa1e,fa2137d5-ee6d-4efe-9689-7606ad2da8f9,84307bb8-9d34-40d1-af34-c48fde252e33,
tch_20201215-113922_2,454916a4-3e9c-11eb-90a7-0242ac110003,std_1608012646793_2,class_20201215-113922_2,bMEK-Eeoz,c425411a-65e6-427a-a421-77ee95b4ea2f,9029408a-d2a3-4f78-a7a0-defb90e5784c,22b831ee-6bc5-4739-a84f-30b0429e1812,bbbaa694-28df-4771-b65f-f6ce4fba191e,ae1b553a-cc88-4c96-9fa0-09d919a4df1f,
tch_20201215-113922_1,4ad0cc85-3e9c-11eb-90a7-0242ac110003,std_1608012656043_1,class_20201215-113922_1,QnJ7-6L9b,b550e8ec-f60c-4a68-a73c-bb6c3fd725df,554c0df9-fbdd-4bf1-8bca-46513ab65124,452c5352-2395-4ec0-a60e-318d293efa1e,fa2137d5-ee6d-4efe-9689-7606ad2da8f9,84307bb8-9d34-40d1-af34-c48fde252e33,
tch_20201215-113922_2,4c528a08-3e9c-11eb-90a7-0242ac110003,std_1608012658614_2,class_20201215-113922_2,bMEK-Eeoz,c425411a-65e6-427a-a421-77ee95b4ea2f,9029408a-d2a3-4f78-a7a0-defb90e5784c,22b831ee-6bc5-4739-a84f-30b0429e1812,bbbaa694-28df-4771-b65f-f6ce4fba191e,ae1b553a-cc88-4c96-9fa0-09d919a4df1f,
tch_20201215-113922_1,4f6a2a96-3e9c-11eb-90a7-0242ac110003,std_1608012663774_1,class_20201215-113922_1,QnJ7-6L9b,b550e8ec-f60c-4a68-a73c-bb6c3fd725df,554c0df9-fbdd-4bf1-8bca-46513ab65124,452c5352-2395-4ec0-a60e-318d293efa1e,fa2137d5-ee6d-4efe-9689-7606ad2da8f9,84307bb8-9d34-40d1-af34-c48fde252e33,
tch_20201215-113922_3,50532a61-3e9c-11eb-a47c-0242ac110003,std_1608012665035_3,class_20201215-113922_3,26iW-NGQW,0ec34dc6-5b45-44fd-959e-36ad4f0208e6,33e36f79-153c-43a8-a1fc-eb956ee962ae,00da784c-7e7f-407f-a7ce-84907b0596b9,12dd7063-9468-4e11-8e16-fcbf43809b08,5bde1ab4-1bd4-4111-acaf-ec5bbeed4a9f,
tch_20201215-113922_2,52db5bfa-3e9c-11eb-a47c-0242ac110003,std_1608012669552_2,class_20201215-113922_2,bMEK-Eeoz,c425411a-65e6-427a-a421-77ee95b4ea2f,9029408a-d2a3-4f78-a7a0-defb90e5784c,22b831ee-6bc5-4739-a84f-30b0429e1812,bbbaa694-28df-4771-b65f-f6ce4fba191e,ae1b553a-cc88-4c96-9fa0-09d919a4df1f,
tch_20201215-113922_1,546f1b9f-3e9c-11eb-a47c-0242ac110003,std_1608012672204_1,class_20201215-113922_1,QnJ7-6L9b,b550e8ec-f60c-4a68-a73c-bb6c3fd725df,554c0df9-fbdd-4bf1-8bca-46513ab65124,452c5352-2395-4ec0-a60e-318d293efa1e,fa2137d5-ee6d-4efe-9689-7606ad2da8f9,84307bb8-9d34-40d1-af34-c48fde252e33,
tch_20201215-113922_3,57783d25-3e9c-11eb-90a7-0242ac110003,std_1608012677293_3,class_20201215-113922_3,26iW-NGQW,0ec34dc6-5b45-44fd-959e-36ad4f0208e6,33e36f79-153c-43a8-a1fc-eb956ee962ae,00da784c-7e7f-407f-a7ce-84907b0596b9,12dd7063-9468-4e11-8e16-fcbf43809b08,5bde1ab4-1bd4-4111-acaf-ec5bbeed4a9f,
tch_20201215-113922_2,5798e46f-3e9c-11eb-a47c-0242ac110003,std_1608012677515_2,class_20201215-113922_2,bMEK-Eeoz,c425411a-65e6-427a-a421-77ee95b4ea2f,9029408a-d2a3-4f78-a7a0-defb90e5784c,22b831ee-6bc5-4739-a84f-30b0429e1812,bbbaa694-28df-4771-b65f-f6ce4fba191e,ae1b553a-cc88-4c96-9fa0-09d919a4df1f,
tch_20201215-113922_1,5981c83d-3e9c-11eb-90a7-0242ac110003,std_1608012680696_1,class_20201215-113922_1,QnJ7-6L9b,b550e8ec-f60c-4a68-a73c-bb6c3fd725df,554c0df9-fbdd-4bf1-8bca-46513ab65124,452c5352-2395-4ec0-a60e-318d293efa1e,fa2137d5-ee6d-4efe-9689-7606ad2da8f9,84307bb8-9d34-40d1-af34-c48fde252e33,
