tch_20200623-135613_1,class_20200623-135613_1,PNCj-bBxk,627f92ff-2dd6-4bfe-9797-752280930254,b9bbc2ee-11b4-4c08-b7f4-697cd09af2a2,209da760-11c7-417d-9b61-0779b0c5f87f,d0a4bd2e-0fa7-4789-a46a-9975d3a42a51,4f0a5720-f13e-42c0-927a-fba409b2bde3,
tch_20200623-135613_2,class_20200623-135613_2,itUG-8z7p,715874c7-318a-4aa7-ba8b-59c6c9577bd4,225131f1-9218-477b-b1c9-61f6c3c51c1b,13b6d999-7862-43b7-9af7-411e61598198,f017d271-be52-4bbd-95f2-c2af487de93e,3a5b25c6-e3ea-47da-8f03-cf0dc0008ad3,
tch_20200623-135613_3,class_20200623-135613_3,E43Y-gr8Z,12b6dfa2-0595-4181-8ff9-0af31ada7626,ae6c8620-017f-4d94-b14f-a0f8afb8ce15,421a1546-d887-4111-a9ce-4c81645432eb,0f9b4ea8-fc86-4f7e-b6f5-aa79ae6678d1,2e113023-4b03-4115-827a-aa6f69d30bd6,
tch_20200623-135613_4,class_20200623-135613_4,2fD2-DBtp,1d98ee76-8ba1-414e-8ea0-23245ce7b81b,847922b1-c3e7-48f0-ad55-dfdb34f6297f,8487be19-6bc0-4b49-b66a-58473a004c01,539932bc-4659-4b47-82fa-5e95218c4d67,04606c34-6341-4dd3-8f79-da65bfb1ab98,
tch_20200623-135613_5,class_20200623-135613_5,YekC-EixP,c4e386f6-b4a0-474b-b8a8-f9790a2b6bfd,4f05c942-557b-4197-b01e-f15c1e6ca8f1,e2561720-7ae4-4691-8acf-de228f2d0d53,7b7fddc5-59de-4996-830d-e006e176add2,db85bdeb-854d-4f0b-a89d-1e33d31e325f,
tch_20200623-135613_6,class_20200623-135613_6,JE9X-Bt7Q,cb6b48e2-564d-4b6b-b62b-ac7320ae622e,c9ccb5c6-01c4-4749-ab48-66c4b0bd1c19,28be1226-2ffe-4ff4-9502-6d937f3fb635,a6dc41b6-d5f8-4d97-bec4-c13eaa0514ab,0cea6e53-d2c1-4470-af71-1ea450654cdd,
tch_20200623-135613_7,class_20200623-135613_7,7L2a-qtYw,d8d45946-bb5c-47b4-ac61-2688b9354815,78e88cff-7c42-4af3-b514-8ecb429d0b25,d0088ace-2c29-4272-be1d-e390d9d2fac2,efbe44ee-a2f9-4d84-b3c2-a1542ade1720,07aced14-9e5a-4ed6-8283-7ad8f5ac28f0,
tch_20200623-135613_8,class_20200623-135613_8,LUhg-pCV8,f59ea82f-4069-4260-a3e0-a7bd8242ecdd,d71d3ab5-1867-4952-afee-dddefc6d3e74,385653bc-c3c8-4c77-a053-cde28d6cac9e,918b6df9-f744-4ca9-9594-bba413ec33be,19852262-4ec2-4c73-8036-6343a59a8ec6,
tch_20200623-135613_9,class_20200623-135613_9,Dme2-KjA8,f694d181-ab6c-453a-8dd2-ea638530aa65,aecad73f-3dc5-453b-b6a3-a106028ae9cd,d45ec8b6-7001-4a1c-a7fa-1227a7db6c33,9eaa06fc-b567-4415-a194-576f51894532,5ccd0c20-b3c0-4138-a0bd-188a40dfdc2b,
tch_20200623-135613_10,class_20200623-135613_10,3Gkr-9juy,0f7a4cf8-1fd6-4245-a968-c811644ff2b0,9e871201-7c44-4c49-9f01-16a78cc0979b,cef013a8-a593-44c8-bb1f-142d2144bce1,8d8944c0-0f44-41d3-9bda-ddad86045cfc,aa1e5ea2-6dd2-4b90-8c43-efcb31a53ea3,
tch_20200623-135613_11,class_20200623-135613_11,i763-U49V,6d22c5ac-55cc-4f0f-9750-7279c608b562,e7236235-0273-4f74-9801-420cb0dc7a2c,2ac03cbc-f168-4bbc-8855-f09f5c3bfb1d,71120a5e-ad95-4c52-92db-742b09befa05,16a1d8fc-28d0-44e6-bbef-403a249c2fe0,
tch_20200623-135613_12,class_20200623-135613_12,EZ6y-Jn8u,9d73430f-4fb6-4b3c-a392-85653d71ae4d,8b15c824-40bd-46c1-98ed-a97f2cd91d8f,2dd0e8a4-a3b0-4e7f-a6b1-18c7be3a2c52,3346ee35-511f-44e1-bd28-46c3a6a45081,e9a081be-00b1-4a49-8066-953abcf96804,
tch_20200623-135613_13,class_20200623-135613_13,s79z-8rko,1ff3cabc-1f7a-41c5-87a0-f8051b3c1021,d96352fa-2df1-44fe-8702-324960edd811,b18434eb-3f64-468a-8fad-c6989725fd4e,fe8f64ff-0531-49fb-b264-d2acf09a2d3d,bc0caaa4-a5c3-4fa8-8efd-fec6f54743c8,
tch_20200623-135613_14,class_20200623-135613_14,wkPb-67nN,9fb98d72-c961-4555-b6da-8ef704124004,d82ddbe6-2c08-4180-a688-7e26734b1dd6,5917ea27-df92-4c3b-9d29-7cf22d549d0c,dbce085f-4510-444f-95bc-4c1e01071d91,f6829cb9-acc4-4e18-a248-43ce369f3be0,
tch_20200623-135613_15,class_20200623-135613_15,2De6-VKTb,ba3b9327-4e9a-4734-a940-4435f448e112,3a2869b8-23dd-482b-ab37-07a6260ad569,c6ee5ba4-71d8-4841-a082-7ed54b11605f,6758a15d-e76e-455d-942f-289d9e063856,91c3faa9-edc9-4e11-b4f8-1caef0bd1a68,
tch_20200623-135613_16,class_20200623-135613_16,Y23Q-rEt8,4bd8e8fa-3f91-4e14-ac07-9fc47c0e70c3,d9a10d60-c9ee-40f6-8158-be9dc584b195,30826a1a-6bc3-4e40-9f24-266f2788fc32,cb78c259-cb14-49f2-95ff-e90a424ba125,0defd9ca-c598-4777-8f26-25fe6495d2f6,
