student,classcode
perf_prod_std_03911,H769-MNeF
perf_prod_std_03912,39gQ-jFe4
perf_prod_std_03913,7c7A-62g9
perf_prod_std_03914,4ebi-Uf43
perf_prod_std_03915,gP7e-34G9
perf_prod_std_03916,T6fD-Wj7Z
perf_prod_std_03917,E6fj-a72j
perf_prod_std_03918,37H4-6iLX
perf_prod_std_03919,hdEP-DdNA
perf_prod_std_03920,G32g-ha9g
perf_prod_std_03921,9GW8-4cac
perf_prod_std_03922,4gcB-ecfh
perf_prod_std_03923,dXc9-Ff7a
perf_prod_std_03924,gN84-8eR9
perf_prod_std_03925,UHcG-RXg7
perf_prod_std_03926,eYjb-ZGh7
perf_prod_std_03927,hZ26-cj2a
perf_prod_std_03928,7e4d-cgCg
perf_prod_std_03929,3cBR-2d2E
perf_prod_std_03930,K6aj-XB9M
perf_prod_std_03931,K8hF-3W4M
perf_prod_std_03932,aK3e-iEL7
perf_prod_std_03933,i36j-iCLc
perf_prod_std_03934,3T2d-Nef2
perf_prod_std_03935,aBNg-7VC7
perf_prod_std_03936,P2Bb-ac4A
perf_prod_std_03937,AbB2-He3E
perf_prod_std_03938,7dQi-W9Y4
perf_prod_std_03939,aQLg-6P8c
perf_prod_std_03940,bEjL-8942
perf_prod_std_03941,H2Af-dCJe
perf_prod_std_03942,MQh9-DERc
perf_prod_std_03943,T69g-Ki6H
perf_prod_std_03944,Dh4h-WUjh
perf_prod_std_03945,Jc79-aE7H
perf_prod_std_03946,b2K3-LQDW
perf_prod_std_03947,2bfh-d7a4
perf_prod_std_03948,ZfiR-U9d2
perf_prod_std_03949,j4Z8-LbBf
perf_prod_std_03950,Ghgc-eP8e
perf_prod_std_03951,Xg9N-e3Na
perf_prod_std_03952,G6eg-U8f3
perf_prod_std_03953,DWGj-Fc8R
perf_prod_std_03954,7KeU-gQ7h
perf_prod_std_03955,b72Q-9Geg
perf_prod_std_03956,7Mai-Y3gX
perf_prod_std_03957,dg94-QdAd
perf_prod_std_03958,eBHK-Zjb6
perf_prod_std_03959,CW7i-dhia
perf_prod_std_03960,Q8bY-F6ib
perf_prod_std_03961,42GB-Y4e2
perf_prod_std_03962,39Lc-2BH6
perf_prod_std_03963,igch-aLbA
perf_prod_std_03964,ceaF-ciQb
perf_prod_std_03965,9bji-3QfP
perf_prod_std_03966,dYNF-XJ8F
perf_prod_std_03967,8jda-4ieU
perf_prod_std_03968,7386-geVc
perf_prod_std_03969,h8DG-Dd9j
perf_prod_std_03970,D4Vc-e4je
perf_prod_std_03971,9bXg-CjHd
perf_prod_std_03972,jbML-cPUE
perf_prod_std_03973,9ZY2-96e4
perf_prod_std_03974,cWBV-8f87
perf_prod_std_03975,eiMf-H7b8
perf_prod_std_03976,hHgd-ij97
