tch_20220925-075601_1,class_20220925-075601_1,6fnb-P6zu,,34d70740-c4c2-4f16-8c3f-2baa529de285,715c1472-b6a4-40b1-8e04-622460cddef1,94976f68-a4dd-406f-8b9d-64d79d3d8f6d,72e45e62-75e2-4509-a49b-578a5e097273,ae27f25c-e216-4206-a903-50e34b6912f2
tch_20220925-075601_2,class_20220925-075601_2,V4w4-jRH9,,3ad8036e-0ff9-496b-a415-a96eefe5a96f,71b443b6-9cc0-46ff-864e-660f6182c904,027b2ecf-03c3-4285-85fc-8360bc6d1348,74dfa9a2-084e-40ef-b2a4-f3ff30b3fe57,a78f793d-3e65-4f89-a565-d52fa732ef1d
tch_20220925-075601_3,class_20220925-075601_3,rPKU-R9dk,,6e0243a6-687e-492c-8a63-34c6f7a4c17e,ea8189b3-b324-43eb-8d7e-bf1fe09a7381,4f7fe58f-7da7-43e9-a4dc-8d0411f30396,a5030c5c-1f4f-4c54-adbb-83cc4a4dfc40,25eb9980-8d5e-4ece-815e-f58adb1a981a
tch_20220925-075601_4,class_20220925-075601_4,d4Nb-Cw3e,,2ac4b64a-cedf-4443-a5cc-b4ab1b960d71,8f74355a-8e3d-4c02-bfcc-39ec0795ecc2,f3a7cd8b-aa62-4765-80bd-8158e7a73bbe,767afc1a-c0d4-41ed-848f-9b593cf4534a,1c53f73d-d20f-4f8a-a704-ee00b1c10b31
tch_20220925-075601_5,class_20220925-075601_5,29Ky-XG7T,,3879fd54-2fb3-41f6-9c8b-5b71ad1b508d,70bac1c6-3ca9-478f-b855-1659f1c2408f,f474e6c0-5b29-4acb-9e53-03c4b474803d,fc08371e-8599-4b4b-aba9-3f12b2f109b5,1b85c24b-60b1-4e82-81ce-02e9c1e2f6df
tch_20220925-075601_6,class_20220925-075601_6,F6A9-PofA,,62d83630-fbcb-4515-ae78-da99bd0e6ab1,57213197-fd4a-40f4-8f12-2acead47f414,8814409d-13dd-4da7-8aea-afca4bea6505,0cc4dadd-2c8e-4575-b03e-b2e2600d3e4b,f40db815-2ffb-411e-a881-d7ebaffb18e7
tch_20220925-075601_7,class_20220925-075601_7,WLeq-m2C8,,a3c07148-5bce-45f5-959d-fdfe0603573b,e4355208-55fa-43ab-8371-39df39e2dffc,01d9d4a0-ca4a-437f-b637-7243af7c4fd1,d1cd3676-efc0-4e76-b6e5-d82d8af93c6d,5296e8b0-4053-4f64-b534-486fe9f45d25
tch_20220925-075601_8,class_20220925-075601_8,x3HC-6Q8B,,8b63e775-5f91-41fd-a482-7df3299c748e,e1df831c-ec86-4b8a-8ed2-527defbe62d5,21f4f4a2-be10-4bf8-b8ee-bb90307d2d07,81367d39-3b0c-419b-858f-0c3b4e6ce2e5,b2eafee9-0ae2-4a4e-8eb5-a1233cab710a
tch_20220925-075601_9,class_20220925-075601_9,4Cj3-WCrh,,2cce4f1e-12f1-419a-9053-6bcf2d47b5ef,8e70e1c2-10d9-4e11-983a-ca899395eb42,709819b8-b16b-486b-886b-cce1aa3a6189,93fcf614-02dd-4976-a74a-5fae54ec8dff,07e2a0ab-62c5-47b1-b746-774f1dfdd448
tch_20220925-075601_10,class_20220925-075601_10,Niwo-78Nw,,7d154be6-e87d-4eda-95d8-59dd25f10066,8131b1a9-eae1-4e96-b79c-f25a1fc3d1f1,f89e7049-e397-432d-9637-f0831dcec87a,c4160f9e-a2fd-46e5-a269-a7afa67ff9aa,8d4dae28-e1cc-4a1b-aa32-37da4772a140
