student,classcode
perf_prod_std_00611,bM2c-iMgB
perf_prod_std_00612,dQTG-i97U
perf_prod_std_00613,PcV8-h3fW
perf_prod_std_00614,A3gG-jaXK
perf_prod_std_00615,EH2b-GiHF
perf_prod_std_00616,J2c3-4ANE
perf_prod_std_00617,PFeG-7cLb
perf_prod_std_00618,aKc6-9V2H
perf_prod_std_00619,fGg3-6H6h
perf_prod_std_00620,dM7W-T6Ja
perf_prod_std_00621,Qd28-V7gU
perf_prod_std_00622,6e3N-bHeA
perf_prod_std_00623,jX2Y-L2Pf
perf_prod_std_00624,QC7D-QV7g
perf_prod_std_00625,Teg7-K6Bg
perf_prod_std_00626,BbM3-WJbU
perf_prod_std_00627,2F3J-PdLi
perf_prod_std_00628,QYbh-ZcNd
perf_prod_std_00629,KFPa-HWLg
perf_prod_std_00630,72Da-N68g
perf_prod_std_00631,JdVR-gaBF
perf_prod_std_00632,4be3-7TR9
perf_prod_std_00633,hYP7-aBFY
perf_prod_std_00634,fU3d-eVcA
perf_prod_std_00635,d87j-9h4b
perf_prod_std_00636,6Df2-729U
perf_prod_std_00637,3R7D-4gB3
perf_prod_std_00638,hWf3-d3fH
perf_prod_std_00639,eEKd-H98c
perf_prod_std_00640,gbGH-XF3L
perf_prod_std_00641,4d8R-eHAe
perf_prod_std_00642,gW7g-MGac
perf_prod_std_00643,XRch-jH3i
perf_prod_std_00644,i6AE-HZ73
perf_prod_std_00645,hBa7-TCaj
perf_prod_std_00646,UHd4-E2Wi
perf_prod_std_00647,dFa9-K7N9
perf_prod_std_00648,fHdi-he92
perf_prod_std_00649,9cBA-fcVg
perf_prod_std_00650,2X8U-A83a
perf_prod_std_00651,iN9Q-gaPQ
perf_prod_std_00652,H7ag-bY96
perf_prod_std_00653,a8jM-236C
perf_prod_std_00654,igTN-6Nd8
perf_prod_std_00655,4EgP-ec9B
perf_prod_std_00656,2cUH-4J3D
perf_prod_std_00657,HgQU-hGDV
perf_prod_std_00658,gTc2-3Z82
perf_prod_std_00659,NZEW-f7iG
perf_prod_std_00660,K2d2-feKi
perf_prod_std_00661,jPeb-3c87
perf_prod_std_00662,7eEP-fj3f
perf_prod_std_00663,c8P2-Ugj9
perf_prod_std_00664,f2e3-2igc
perf_prod_std_00665,92Nc-H64Y
perf_prod_std_00666,eRW3-acUd
perf_prod_std_00667,c86U-bci8
perf_prod_std_00668,MA46-W2Md
perf_prod_std_00669,K79j-igjb
perf_prod_std_00670,dMH7-bG36
perf_prod_std_00671,6B7a-c6Ua
perf_prod_std_00672,ZHMf-XB4j
perf_prod_std_00673,dT93-jgTU
perf_prod_std_00674,JYWT-i29M
perf_prod_std_00675,fidc-haXa
perf_prod_std_00676,C2QW-giZ6
perf_prod_std_00677,hjJ9-BgiH
perf_prod_std_00678,67X7-3PaK
perf_prod_std_00679,H73Q-edha
perf_prod_std_00680,bP8d-aieY
