student,classcode
perf_prod_std_01411,bM2c-iMgB
perf_prod_std_01412,dQTG-i97U
perf_prod_std_01413,PcV8-h3fW
perf_prod_std_01414,A3gG-jaXK
perf_prod_std_01415,EH2b-GiHF
perf_prod_std_01416,J2c3-4ANE
perf_prod_std_01417,PFeG-7cLb
perf_prod_std_01418,aKc6-9V2H
perf_prod_std_01419,fGg3-6H6h
perf_prod_std_01420,dM7W-T6Ja
perf_prod_std_01421,Qd28-V7gU
perf_prod_std_01422,6e3N-bHeA
perf_prod_std_01423,jX2Y-L2Pf
perf_prod_std_01424,QC7D-QV7g
perf_prod_std_01425,Teg7-K6Bg
perf_prod_std_01426,BbM3-WJbU
perf_prod_std_01427,2F3J-PdLi
perf_prod_std_01428,QYbh-ZcNd
perf_prod_std_01429,KFPa-HWLg
perf_prod_std_01430,72Da-N68g
perf_prod_std_01431,JdVR-gaBF
perf_prod_std_01432,4be3-7TR9
perf_prod_std_01433,hYP7-aBFY
perf_prod_std_01434,fU3d-eVcA
perf_prod_std_01435,d87j-9h4b
perf_prod_std_01436,6Df2-729U
perf_prod_std_01437,3R7D-4gB3
perf_prod_std_01438,hWf3-d3fH
perf_prod_std_01439,eEKd-H98c
perf_prod_std_01440,gbGH-XF3L
perf_prod_std_01441,4d8R-eHAe
perf_prod_std_01442,gW7g-MGac
perf_prod_std_01443,XRch-jH3i
perf_prod_std_01444,i6AE-HZ73
perf_prod_std_01445,hBa7-TCaj
perf_prod_std_01446,UHd4-E2Wi
perf_prod_std_01447,dFa9-K7N9
perf_prod_std_01448,fHdi-he92
perf_prod_std_01449,9cBA-fcVg
perf_prod_std_01450,2X8U-A83a
perf_prod_std_01451,iN9Q-gaPQ
perf_prod_std_01452,H7ag-bY96
perf_prod_std_01453,a8jM-236C
perf_prod_std_01454,igTN-6Nd8
perf_prod_std_01455,4EgP-ec9B
perf_prod_std_01456,2cUH-4J3D
perf_prod_std_01457,HgQU-hGDV
perf_prod_std_01458,gTc2-3Z82
perf_prod_std_01459,NZEW-f7iG
perf_prod_std_01460,K2d2-feKi
perf_prod_std_01461,jPeb-3c87
perf_prod_std_01462,7eEP-fj3f
perf_prod_std_01463,c8P2-Ugj9
perf_prod_std_01464,f2e3-2igc
perf_prod_std_01465,92Nc-H64Y
perf_prod_std_01466,eRW3-acUd
perf_prod_std_01467,c86U-bci8
perf_prod_std_01468,MA46-W2Md
perf_prod_std_01469,K79j-igjb
perf_prod_std_01470,dMH7-bG36
perf_prod_std_01471,6B7a-c6Ua
perf_prod_std_01472,ZHMf-XB4j
perf_prod_std_01473,dT93-jgTU
perf_prod_std_01474,JYWT-i29M
perf_prod_std_01475,fidc-haXa
perf_prod_std_01476,C2QW-giZ6
perf_prod_std_01477,hjJ9-BgiH
perf_prod_std_01478,67X7-3PaK
perf_prod_std_01479,H73Q-edha
perf_prod_std_01480,bP8d-aieY
perf_prod_std_01481,Qe8c-gQ6g
perf_prod_std_01482,3f9Z-2dXB
perf_prod_std_01483,2c89-Hfec
perf_prod_std_01484,4M67-2Mj4
perf_prod_std_01485,B9Bg-R3f6
perf_prod_std_01486,Hhe4-g2iU
perf_prod_std_01487,f8dP-c24i
perf_prod_std_01488,dMUT-938f
perf_prod_std_01489,Yb2W-4Ed4
perf_prod_std_01490,bdKe-9Xa8
perf_prod_std_01491,b6jd-chf2
perf_prod_std_01492,49eg-8PN3
perf_prod_std_01493,eKTh-7M8i
perf_prod_std_01494,f2Db-3Mbj
perf_prod_std_01495,Ye6h-gGRj
perf_prod_std_01496,a6dZ-3eRA
perf_prod_std_01497,9NEG-gPZa
perf_prod_std_01498,e6KE-CPad
perf_prod_std_01499,cVeF-6djA
perf_prod_std_01500,f9aM-RWZG
perf_prod_std_01501,27Ce-8had
perf_prod_std_01502,M6dc-edNG
perf_prod_std_01503,4d6c-eMg4
perf_prod_std_01504,PhLi-BZif
perf_prod_std_01505,bYZ7-HFX2
perf_prod_std_01506,6c2j-gbhU
perf_prod_std_01507,ec6a-hQh9
perf_prod_std_01508,WM9D-A7iR
perf_prod_std_01509,6GiP-F83j
perf_prod_std_01510,gW84-NgC8
perf_prod_std_01511,H769-MNeF
perf_prod_std_01512,39gQ-jFe4
perf_prod_std_01513,7c7A-62g9
perf_prod_std_01514,4ebi-Uf43
perf_prod_std_01515,gP7e-34G9
perf_prod_std_01516,T6fD-Wj7Z
perf_prod_std_01517,E6fj-a72j
perf_prod_std_01518,37H4-6iLX
perf_prod_std_01519,hdEP-DdNA
perf_prod_std_01520,G32g-ha9g
perf_prod_std_01521,9GW8-4cac
perf_prod_std_01522,4gcB-ecfh
perf_prod_std_01523,dXc9-Ff7a
perf_prod_std_01524,gN84-8eR9
perf_prod_std_01525,UHcG-RXg7
perf_prod_std_01526,eYjb-ZGh7
perf_prod_std_01527,hZ26-cj2a
perf_prod_std_01528,7e4d-cgCg
perf_prod_std_01529,3cBR-2d2E
perf_prod_std_01530,K6aj-XB9M
perf_prod_std_01531,K8hF-3W4M
perf_prod_std_01532,aK3e-iEL7
perf_prod_std_01533,i36j-iCLc
perf_prod_std_01534,3T2d-Nef2
perf_prod_std_01535,aBNg-7VC7
perf_prod_std_01536,P2Bb-ac4A
perf_prod_std_01537,AbB2-He3E
perf_prod_std_01538,7dQi-W9Y4
perf_prod_std_01539,aQLg-6P8c
perf_prod_std_01540,bEjL-8942
perf_prod_std_01541,H2Af-dCJe
perf_prod_std_01542,MQh9-DERc
perf_prod_std_01543,T69g-Ki6H
perf_prod_std_01544,Dh4h-WUjh
perf_prod_std_01545,Jc79-aE7H
perf_prod_std_01546,b2K3-LQDW
perf_prod_std_01547,2bfh-d7a4
perf_prod_std_01548,ZfiR-U9d2
perf_prod_std_01549,j4Z8-LbBf
perf_prod_std_01550,Ghgc-eP8e
perf_prod_std_01551,Xg9N-e3Na
perf_prod_std_01552,G6eg-U8f3
perf_prod_std_01553,DWGj-Fc8R
perf_prod_std_01554,7KeU-gQ7h
perf_prod_std_01555,b72Q-9Geg
perf_prod_std_01556,7Mai-Y3gX
perf_prod_std_01557,dg94-QdAd
perf_prod_std_01558,eBHK-Zjb6
perf_prod_std_01559,CW7i-dhia
perf_prod_std_01560,Q8bY-F6ib
perf_prod_std_01561,42GB-Y4e2
perf_prod_std_01562,39Lc-2BH6
perf_prod_std_01563,igch-aLbA
perf_prod_std_01564,ceaF-ciQb
perf_prod_std_01565,9bji-3QfP
perf_prod_std_01566,dYNF-XJ8F
perf_prod_std_01567,8jda-4ieU
perf_prod_std_01568,7386-geVc
perf_prod_std_01569,h8DG-Dd9j
perf_prod_std_01570,D4Vc-e4je
perf_prod_std_01571,9bXg-CjHd
perf_prod_std_01572,jbML-cPUE
perf_prod_std_01573,9ZY2-96e4
perf_prod_std_01574,cWBV-8f87
perf_prod_std_01575,eiMf-H7b8
perf_prod_std_01576,hHgd-ij97
perf_prod_std_01577,ahcd-8de6
perf_prod_std_01578,Tjab-9Hji
perf_prod_std_01579,h7ed-Mgcg
perf_prod_std_01580,RejF-3g4E
perf_prod_std_01581,MHcb-62La
perf_prod_std_01582,AQZe-ihdg
perf_prod_std_01583,3jge-B2YW
perf_prod_std_01584,jJEY-CjXb
perf_prod_std_01585,JeBh-e3h6
perf_prod_std_01586,HUfA-aPhK
perf_prod_std_01587,ij92-JY4C
perf_prod_std_01588,FV9f-H6iF
perf_prod_std_01589,b4eZ-R4bi
perf_prod_std_01590,Q9Lh-ijYe
perf_prod_std_01591,R6ic-biQi
perf_prod_std_01592,cVfU-f7D4
