student,classcode
perf_prod_std_06011,9Ted-3Y9g
perf_prod_std_06012,68bU-4cR8
perf_prod_std_06013,4NE6-di79
perf_prod_std_06014,64fa-NFh4
perf_prod_std_06015,ebdi-h8P9
perf_prod_std_06016,gajc-Q3ej
perf_prod_std_06017,B83Z-6L6c
perf_prod_std_06018,L4Ti-3aUe
perf_prod_std_06019,2BhC-374A
perf_prod_std_06020,TQ8g-4Hh8
perf_prod_std_06021,RiFb-8Rh4
perf_prod_std_06022,HV64-fgFc
perf_prod_std_06023,dbhe-gPfi
perf_prod_std_06024,aHgD-i7aj
perf_prod_std_06025,bZ2M-f6Ae
perf_prod_std_06026,c274-dEG2
perf_prod_std_06027,8Ud4-GgVE
perf_prod_std_06028,6fa6-Fcaj
perf_prod_std_06029,3Bh2-eJeg
perf_prod_std_06030,ji2Q-X3a4
perf_prod_std_06031,haLP-iPb9
perf_prod_std_06032,T46C-j63d
perf_prod_std_06033,ZPci-N7X4
perf_prod_std_06034,Ujci-Cg6b
perf_prod_std_06035,6Rbh-aPfZ
perf_prod_std_06036,i26b-7hgV
perf_prod_std_06037,jMEb-Ba4N
perf_prod_std_06038,84W2-792c
perf_prod_std_06039,iXKc-b92G
perf_prod_std_06040,g73g-bc43
perf_prod_std_06041,D8jQ-hW2j
perf_prod_std_06042,b7d4-a8df
perf_prod_std_06043,Yj93-jeK2
perf_prod_std_06044,iYhA-c6ej
perf_prod_std_06045,BKPe-7Rh7
perf_prod_std_06046,WKD2-6cNB
perf_prod_std_06047,7A3Q-Mjb6
perf_prod_std_06048,cjfG-BZhZ
perf_prod_std_06049,2agb-CUdG
perf_prod_std_06050,XL3V-FdbL
perf_prod_std_06051,i89J-N8bg
perf_prod_std_06052,9EFQ-Z787
perf_prod_std_06053,Z8aA-j29R
perf_prod_std_06054,3W2i-2b6e
perf_prod_std_06055,4aBc-jQcZ
perf_prod_std_06056,7cdF-XhKi
perf_prod_std_06057,a2GX-2M3f
perf_prod_std_06058,bVj7-GfXb
perf_prod_std_06059,8ig2-PViR
perf_prod_std_06060,f9j8-eaH2
perf_prod_std_06061,QAQd-HDbK
perf_prod_std_06062,7Cfe-YTai
perf_prod_std_06063,RhiT-hKbA
perf_prod_std_06064,CJf3-fZgb
perf_prod_std_06065,GfQV-A6bi
perf_prod_std_06066,gj6F-6f6P
perf_prod_std_06067,YQcJ-24b8
perf_prod_std_06068,LBiM-4B7a
perf_prod_std_06069,ZhPg-fBiL
perf_prod_std_06070,9GL8-7Xj4
perf_prod_std_06071,WTQ9-ceE3
perf_prod_std_06072,2QFL-jFR4
perf_prod_std_06073,bPdW-HgUd
perf_prod_std_06074,Gf7L-Nbfh
perf_prod_std_06075,B3TK-Pgfe
perf_prod_std_06076,GbHd-FgEd
perf_prod_std_06077,JUgQ-8f8M
perf_prod_std_06078,ec82-Xbig
perf_prod_std_06079,474d-939b
perf_prod_std_06080,2G3G-4Tcg
perf_prod_std_06081,4Lif-JhEf
perf_prod_std_06082,d7Tc-Bebh
perf_prod_std_06083,fiJE-V4a3
perf_prod_std_06084,VPDA-Y7N3
perf_prod_std_06085,Z9aH-haX6
perf_prod_std_06086,Lbhg-VaNd
perf_prod_std_06087,28FG-XD9a
perf_prod_std_06088,T6ch-28aH
perf_prod_std_06089,7dEK-NYeW
perf_prod_std_06090,PiBj-Ae3d
perf_prod_std_06091,Njb4-aRg6
perf_prod_std_06092,AKba-J72L
perf_prod_std_06093,jfGN-C2H9
perf_prod_std_06094,7d29-2ga9
perf_prod_std_06095,gAeT-9BgT
perf_prod_std_06096,cDc9-Xh2i
perf_prod_std_06097,3i3f-A2Ji
perf_prod_std_06098,h6f4-9Ki6
perf_prod_std_06099,DiMK-2dJZ
perf_prod_std_06100,2dCb-Xj3K
perf_prod_std_06101,X72Y-3X3N
perf_prod_std_06102,UZ64-94ae
perf_prod_std_06103,NhfQ-j9hB
perf_prod_std_06104,jiPa-UZfJ
perf_prod_std_06105,4deh-WRc6
perf_prod_std_06106,P7bi-HJbH
perf_prod_std_06107,8G4e-dh8V
perf_prod_std_06108,f3Fi-QiR3
perf_prod_std_06109,bhiR-g83K
perf_prod_std_06110,Z8ML-fF73
perf_prod_std_06111,7hj3-VFBd
perf_prod_std_06112,jaEY-aTcH
perf_prod_std_06113,idXi-9jac
perf_prod_std_06114,PJjd-Uaeg
perf_prod_std_06115,dcah-jBN8
perf_prod_std_06116,cij6-FfKe
perf_prod_std_06117,6g68-gjC4
perf_prod_std_06118,VAEg-6X9Q
perf_prod_std_06119,TeEg-N4Cb
perf_prod_std_06120,TNWR-4aeR
perf_prod_std_06121,gceF-d32h
perf_prod_std_06122,7C3e-b67A
perf_prod_std_06123,8a4H-iMHN
perf_prod_std_06124,VZ7c-fAG8
perf_prod_std_06125,baD2-BbR8
perf_prod_std_06126,Vd72-dT92
perf_prod_std_06127,4Did-7YfB
