student,classcode
perf_prod_std_01211,9Ted-3Y9g
perf_prod_std_01212,68bU-4cR8
perf_prod_std_01213,4NE6-di79
perf_prod_std_01214,64fa-NFh4
perf_prod_std_01215,ebdi-h8P9
perf_prod_std_01216,gajc-Q3ej
perf_prod_std_01217,B83Z-6L6c
perf_prod_std_01218,L4Ti-3aUe
perf_prod_std_01219,2BhC-374A
perf_prod_std_01220,TQ8g-4Hh8
perf_prod_std_01221,RiFb-8Rh4
perf_prod_std_01222,HV64-fgFc
perf_prod_std_01223,dbhe-gPfi
perf_prod_std_01224,aHgD-i7aj
perf_prod_std_01225,bZ2M-f6Ae
perf_prod_std_01226,c274-dEG2
perf_prod_std_01227,8Ud4-GgVE
perf_prod_std_01228,6fa6-Fcaj
perf_prod_std_01229,3Bh2-eJeg
perf_prod_std_01230,ji2Q-X3a4
perf_prod_std_01231,haLP-iPb9
perf_prod_std_01232,T46C-j63d
perf_prod_std_01233,ZPci-N7X4
perf_prod_std_01234,Ujci-Cg6b
perf_prod_std_01235,6Rbh-aPfZ
perf_prod_std_01236,i26b-7hgV
perf_prod_std_01237,jMEb-Ba4N
perf_prod_std_01238,84W2-792c
perf_prod_std_01239,iXKc-b92G
perf_prod_std_01240,g73g-bc43
perf_prod_std_01241,D8jQ-hW2j
perf_prod_std_01242,b7d4-a8df
perf_prod_std_01243,Yj93-jeK2
perf_prod_std_01244,iYhA-c6ej
perf_prod_std_01245,BKPe-7Rh7
perf_prod_std_01246,WKD2-6cNB
perf_prod_std_01247,7A3Q-Mjb6
perf_prod_std_01248,cjfG-BZhZ
perf_prod_std_01249,2agb-CUdG
perf_prod_std_01250,XL3V-FdbL
perf_prod_std_01251,i89J-N8bg
perf_prod_std_01252,9EFQ-Z787
perf_prod_std_01253,Z8aA-j29R
perf_prod_std_01254,3W2i-2b6e
perf_prod_std_01255,4aBc-jQcZ
perf_prod_std_01256,7cdF-XhKi
perf_prod_std_01257,a2GX-2M3f
perf_prod_std_01258,bVj7-GfXb
perf_prod_std_01259,8ig2-PViR
perf_prod_std_01260,f9j8-eaH2
perf_prod_std_01261,QAQd-HDbK
perf_prod_std_01262,7Cfe-YTai
perf_prod_std_01263,RhiT-hKbA
perf_prod_std_01264,CJf3-fZgb
perf_prod_std_01265,GfQV-A6bi
perf_prod_std_01266,gj6F-6f6P
perf_prod_std_01267,YQcJ-24b8
perf_prod_std_01268,LBiM-4B7a
perf_prod_std_01269,ZhPg-fBiL
perf_prod_std_01270,9GL8-7Xj4
perf_prod_std_01271,WTQ9-ceE3
perf_prod_std_01272,2QFL-jFR4
perf_prod_std_01273,bPdW-HgUd
perf_prod_std_01274,Gf7L-Nbfh
perf_prod_std_01275,B3TK-Pgfe
perf_prod_std_01276,GbHd-FgEd
perf_prod_std_01277,JUgQ-8f8M
perf_prod_std_01278,ec82-Xbig
perf_prod_std_01279,474d-939b
perf_prod_std_01280,2G3G-4Tcg
perf_prod_std_01281,4Lif-JhEf
perf_prod_std_01282,d7Tc-Bebh
perf_prod_std_01283,fiJE-V4a3
perf_prod_std_01284,VPDA-Y7N3
perf_prod_std_01285,Z9aH-haX6
perf_prod_std_01286,Lbhg-VaNd
perf_prod_std_01287,28FG-XD9a
perf_prod_std_01288,T6ch-28aH
perf_prod_std_01289,7dEK-NYeW
perf_prod_std_01290,PiBj-Ae3d
perf_prod_std_01291,Njb4-aRg6
perf_prod_std_01292,AKba-J72L
perf_prod_std_01293,jfGN-C2H9
perf_prod_std_01294,7d29-2ga9
perf_prod_std_01295,gAeT-9BgT
perf_prod_std_01296,cDc9-Xh2i
perf_prod_std_01297,3i3f-A2Ji
perf_prod_std_01298,h6f4-9Ki6
perf_prod_std_01299,DiMK-2dJZ
perf_prod_std_01300,2dCb-Xj3K
perf_prod_std_01301,X72Y-3X3N
perf_prod_std_01302,UZ64-94ae
perf_prod_std_01303,NhfQ-j9hB
perf_prod_std_01304,jiPa-UZfJ
perf_prod_std_01305,4deh-WRc6
perf_prod_std_01306,P7bi-HJbH
perf_prod_std_01307,8G4e-dh8V
perf_prod_std_01308,f3Fi-QiR3
perf_prod_std_01309,bhiR-g83K
perf_prod_std_01310,Z8ML-fF73
perf_prod_std_01311,7hj3-VFBd
perf_prod_std_01312,jaEY-aTcH
perf_prod_std_01313,idXi-9jac
perf_prod_std_01314,PJjd-Uaeg
perf_prod_std_01315,dcah-jBN8
perf_prod_std_01316,cij6-FfKe
perf_prod_std_01317,6g68-gjC4
perf_prod_std_01318,VAEg-6X9Q
perf_prod_std_01319,TeEg-N4Cb
perf_prod_std_01320,TNWR-4aeR
perf_prod_std_01321,gceF-d32h
perf_prod_std_01322,7C3e-b67A
perf_prod_std_01323,8a4H-iMHN
perf_prod_std_01324,VZ7c-fAG8
perf_prod_std_01325,baD2-BbR8
perf_prod_std_01326,Vd72-dT92
perf_prod_std_01327,4Did-7YfB
perf_prod_std_01328,FcV7-3X7g
perf_prod_std_01329,L8H7-bhG6
perf_prod_std_01330,cWj7-di4K
perf_prod_std_01331,4N9b-Ng69
