student,classcode
perf_prod_std_05111,H769-MNeF
perf_prod_std_05112,39gQ-jFe4
perf_prod_std_05113,7c7A-62g9
perf_prod_std_05114,4ebi-Uf43
perf_prod_std_05115,gP7e-34G9
perf_prod_std_05116,T6fD-Wj7Z
perf_prod_std_05117,E6fj-a72j
perf_prod_std_05118,37H4-6iLX
perf_prod_std_05119,hdEP-DdNA
perf_prod_std_05120,G32g-ha9g
perf_prod_std_05121,9GW8-4cac
perf_prod_std_05122,4gcB-ecfh
perf_prod_std_05123,dXc9-Ff7a
perf_prod_std_05124,gN84-8eR9
perf_prod_std_05125,UHcG-RXg7
perf_prod_std_05126,eYjb-ZGh7
perf_prod_std_05127,hZ26-cj2a
perf_prod_std_05128,7e4d-cgCg
perf_prod_std_05129,3cBR-2d2E
perf_prod_std_05130,K6aj-XB9M
perf_prod_std_05131,K8hF-3W4M
perf_prod_std_05132,aK3e-iEL7
perf_prod_std_05133,i36j-iCLc
perf_prod_std_05134,3T2d-Nef2
perf_prod_std_05135,aBNg-7VC7
perf_prod_std_05136,P2Bb-ac4A
perf_prod_std_05137,AbB2-He3E
perf_prod_std_05138,7dQi-W9Y4
perf_prod_std_05139,aQLg-6P8c
perf_prod_std_05140,bEjL-8942
perf_prod_std_05141,H2Af-dCJe
perf_prod_std_05142,MQh9-DERc
perf_prod_std_05143,T69g-Ki6H
perf_prod_std_05144,Dh4h-WUjh
perf_prod_std_05145,Jc79-aE7H
perf_prod_std_05146,b2K3-LQDW
perf_prod_std_05147,2bfh-d7a4
perf_prod_std_05148,ZfiR-U9d2
perf_prod_std_05149,j4Z8-LbBf
perf_prod_std_05150,Ghgc-eP8e
perf_prod_std_05151,Xg9N-e3Na
perf_prod_std_05152,G6eg-U8f3
perf_prod_std_05153,DWGj-Fc8R
perf_prod_std_05154,7KeU-gQ7h
perf_prod_std_05155,b72Q-9Geg
perf_prod_std_05156,7Mai-Y3gX
perf_prod_std_05157,dg94-QdAd
perf_prod_std_05158,eBHK-Zjb6
perf_prod_std_05159,CW7i-dhia
perf_prod_std_05160,Q8bY-F6ib
perf_prod_std_05161,42GB-Y4e2
perf_prod_std_05162,39Lc-2BH6
