student,classcode
perf_prod_std_02711,H769-MNeF
perf_prod_std_02712,39gQ-jFe4
perf_prod_std_02713,7c7A-62g9
perf_prod_std_02714,4ebi-Uf43
perf_prod_std_02715,gP7e-34G9
perf_prod_std_02716,T6fD-Wj7Z
perf_prod_std_02717,E6fj-a72j
perf_prod_std_02718,37H4-6iLX
perf_prod_std_02719,hdEP-DdNA
perf_prod_std_02720,G32g-ha9g
perf_prod_std_02721,9GW8-4cac
perf_prod_std_02722,4gcB-ecfh
perf_prod_std_02723,dXc9-Ff7a
perf_prod_std_02724,gN84-8eR9
perf_prod_std_02725,UHcG-RXg7
perf_prod_std_02726,eYjb-ZGh7
perf_prod_std_02727,hZ26-cj2a
perf_prod_std_02728,7e4d-cgCg
perf_prod_std_02729,3cBR-2d2E
perf_prod_std_02730,K6aj-XB9M
perf_prod_std_02731,K8hF-3W4M
perf_prod_std_02732,aK3e-iEL7
perf_prod_std_02733,i36j-iCLc
perf_prod_std_02734,3T2d-Nef2
perf_prod_std_02735,aBNg-7VC7
perf_prod_std_02736,P2Bb-ac4A
perf_prod_std_02737,AbB2-He3E
perf_prod_std_02738,7dQi-W9Y4
perf_prod_std_02739,aQLg-6P8c
perf_prod_std_02740,bEjL-8942
perf_prod_std_02741,H2Af-dCJe
perf_prod_std_02742,MQh9-DERc
perf_prod_std_02743,T69g-Ki6H
perf_prod_std_02744,Dh4h-WUjh
perf_prod_std_02745,Jc79-aE7H
perf_prod_std_02746,b2K3-LQDW
perf_prod_std_02747,2bfh-d7a4
perf_prod_std_02748,ZfiR-U9d2
perf_prod_std_02749,j4Z8-LbBf
perf_prod_std_02750,Ghgc-eP8e
perf_prod_std_02751,Xg9N-e3Na
perf_prod_std_02752,G6eg-U8f3
perf_prod_std_02753,DWGj-Fc8R
perf_prod_std_02754,7KeU-gQ7h
perf_prod_std_02755,b72Q-9Geg
perf_prod_std_02756,7Mai-Y3gX
perf_prod_std_02757,dg94-QdAd
perf_prod_std_02758,eBHK-Zjb6
perf_prod_std_02759,CW7i-dhia
perf_prod_std_02760,Q8bY-F6ib
perf_prod_std_02761,42GB-Y4e2
perf_prod_std_02762,39Lc-2BH6
perf_prod_std_02763,igch-aLbA
perf_prod_std_02764,ceaF-ciQb
perf_prod_std_02765,9bji-3QfP
perf_prod_std_02766,dYNF-XJ8F
perf_prod_std_02767,8jda-4ieU
perf_prod_std_02768,7386-geVc
perf_prod_std_02769,h8DG-Dd9j
perf_prod_std_02770,D4Vc-e4je
perf_prod_std_02771,9bXg-CjHd
perf_prod_std_02772,jbML-cPUE
perf_prod_std_02773,9ZY2-96e4
perf_prod_std_02774,cWBV-8f87
perf_prod_std_02775,eiMf-H7b8
perf_prod_std_02776,hHgd-ij97
perf_prod_std_02777,ahcd-8de6
perf_prod_std_02778,Tjab-9Hji
perf_prod_std_02779,h7ed-Mgcg
perf_prod_std_02780,RejF-3g4E
perf_prod_std_02781,MHcb-62La
perf_prod_std_02782,AQZe-ihdg
perf_prod_std_02783,3jge-B2YW
perf_prod_std_02784,jJEY-CjXb
perf_prod_std_02785,JeBh-e3h6
perf_prod_std_02786,HUfA-aPhK
perf_prod_std_02787,ij92-JY4C
perf_prod_std_02788,FV9f-H6iF
perf_prod_std_02789,b4eZ-R4bi
perf_prod_std_02790,Q9Lh-ijYe
perf_prod_std_02791,R6ic-biQi
perf_prod_std_02792,cVfU-f7D4
perf_prod_std_02793,329f-ca37
perf_prod_std_02794,FEdg-WhVF
perf_prod_std_02795,837h-eT3E
perf_prod_std_02796,4cf6-8KJi
perf_prod_std_02797,f2LX-djhF
perf_prod_std_02798,9jib-d7jW
perf_prod_std_02799,MYhU-GMac
perf_prod_std_02800,K2W2-ehKg
perf_prod_std_02801,96Vg-F7F8
perf_prod_std_02802,6Ui6-KibG
perf_prod_std_02803,Vd8R-d6ac
perf_prod_std_02804,ca3e-9BZf
perf_prod_std_02805,49fG-f9d8
perf_prod_std_02806,eChi-26Ad
perf_prod_std_02807,3b6j-7gcM
perf_prod_std_02808,jKa2-bgVb
perf_prod_std_02809,8cj2-62D2
perf_prod_std_02810,8R4b-gcGj
perf_prod_std_02811,9Ted-3Y9g
perf_prod_std_02812,68bU-4cR8
perf_prod_std_02813,4NE6-di79
perf_prod_std_02814,64fa-NFh4
perf_prod_std_02815,ebdi-h8P9
perf_prod_std_02816,gajc-Q3ej
perf_prod_std_02817,B83Z-6L6c
perf_prod_std_02818,L4Ti-3aUe
perf_prod_std_02819,2BhC-374A
perf_prod_std_02820,TQ8g-4Hh8
perf_prod_std_02821,RiFb-8Rh4
perf_prod_std_02822,HV64-fgFc
perf_prod_std_02823,dbhe-gPfi
perf_prod_std_02824,aHgD-i7aj
perf_prod_std_02825,bZ2M-f6Ae
perf_prod_std_02826,c274-dEG2
perf_prod_std_02827,8Ud4-GgVE
perf_prod_std_02828,6fa6-Fcaj
perf_prod_std_02829,3Bh2-eJeg
perf_prod_std_02830,ji2Q-X3a4
perf_prod_std_02831,haLP-iPb9
perf_prod_std_02832,T46C-j63d
perf_prod_std_02833,ZPci-N7X4
perf_prod_std_02834,Ujci-Cg6b
perf_prod_std_02835,6Rbh-aPfZ
perf_prod_std_02836,i26b-7hgV
perf_prod_std_02837,jMEb-Ba4N
perf_prod_std_02838,84W2-792c
perf_prod_std_02839,iXKc-b92G
perf_prod_std_02840,g73g-bc43
perf_prod_std_02841,D8jQ-hW2j
perf_prod_std_02842,b7d4-a8df
perf_prod_std_02843,Yj93-jeK2
perf_prod_std_02844,iYhA-c6ej
perf_prod_std_02845,BKPe-7Rh7
perf_prod_std_02846,WKD2-6cNB
perf_prod_std_02847,7A3Q-Mjb6
perf_prod_std_02848,cjfG-BZhZ
perf_prod_std_02849,2agb-CUdG
perf_prod_std_02850,XL3V-FdbL
perf_prod_std_02851,i89J-N8bg
perf_prod_std_02852,9EFQ-Z787
perf_prod_std_02853,Z8aA-j29R
perf_prod_std_02854,3W2i-2b6e
perf_prod_std_02855,4aBc-jQcZ
perf_prod_std_02856,7cdF-XhKi
perf_prod_std_02857,a2GX-2M3f
perf_prod_std_02858,bVj7-GfXb
perf_prod_std_02859,8ig2-PViR
perf_prod_std_02860,f9j8-eaH2
perf_prod_std_02861,QAQd-HDbK
perf_prod_std_02862,7Cfe-YTai
perf_prod_std_02863,RhiT-hKbA
perf_prod_std_02864,CJf3-fZgb
perf_prod_std_02865,GfQV-A6bi
perf_prod_std_02866,gj6F-6f6P
perf_prod_std_02867,YQcJ-24b8
perf_prod_std_02868,LBiM-4B7a
perf_prod_std_02869,ZhPg-fBiL
perf_prod_std_02870,9GL8-7Xj4
perf_prod_std_02871,WTQ9-ceE3
perf_prod_std_02872,2QFL-jFR4
perf_prod_std_02873,bPdW-HgUd
perf_prod_std_02874,Gf7L-Nbfh
perf_prod_std_02875,B3TK-Pgfe
perf_prod_std_02876,GbHd-FgEd
perf_prod_std_02877,JUgQ-8f8M
perf_prod_std_02878,ec82-Xbig
perf_prod_std_02879,474d-939b
perf_prod_std_02880,2G3G-4Tcg
perf_prod_std_02881,4Lif-JhEf
perf_prod_std_02882,d7Tc-Bebh
perf_prod_std_02883,fiJE-V4a3
perf_prod_std_02884,VPDA-Y7N3
perf_prod_std_02885,Z9aH-haX6
perf_prod_std_02886,Lbhg-VaNd
perf_prod_std_02887,28FG-XD9a
perf_prod_std_02888,T6ch-28aH
perf_prod_std_02889,7dEK-NYeW
perf_prod_std_02890,PiBj-Ae3d
perf_prod_std_02891,Njb4-aRg6
perf_prod_std_02892,AKba-J72L
perf_prod_std_02893,jfGN-C2H9
perf_prod_std_02894,7d29-2ga9
perf_prod_std_02895,gAeT-9BgT
perf_prod_std_02896,cDc9-Xh2i
perf_prod_std_02897,3i3f-A2Ji
perf_prod_std_02898,h6f4-9Ki6
perf_prod_std_02899,DiMK-2dJZ
perf_prod_std_02900,2dCb-Xj3K
perf_prod_std_02901,X72Y-3X3N
perf_prod_std_02902,UZ64-94ae
perf_prod_std_02903,NhfQ-j9hB
perf_prod_std_02904,jiPa-UZfJ
perf_prod_std_02905,4deh-WRc6
perf_prod_std_02906,P7bi-HJbH
perf_prod_std_02907,8G4e-dh8V
perf_prod_std_02908,f3Fi-QiR3
perf_prod_std_02909,bhiR-g83K
perf_prod_std_02910,Z8ML-fF73
perf_prod_std_02911,7hj3-VFBd
perf_prod_std_02912,jaEY-aTcH
perf_prod_std_02913,idXi-9jac
perf_prod_std_02914,PJjd-Uaeg
perf_prod_std_02915,dcah-jBN8
perf_prod_std_02916,cij6-FfKe
perf_prod_std_02917,6g68-gjC4
perf_prod_std_02918,VAEg-6X9Q
perf_prod_std_02919,TeEg-N4Cb
perf_prod_std_02920,TNWR-4aeR
perf_prod_std_02921,gceF-d32h
perf_prod_std_02922,7C3e-b67A
perf_prod_std_02923,8a4H-iMHN
perf_prod_std_02924,VZ7c-fAG8
perf_prod_std_02925,baD2-BbR8
perf_prod_std_02926,Vd72-dT92
perf_prod_std_02927,4Did-7YfB
perf_prod_std_02928,FcV7-3X7g
perf_prod_std_02929,L8H7-bhG6
perf_prod_std_02930,cWj7-di4K
perf_prod_std_02931,4N9b-Ng69
perf_prod_std_02932,7D6e-gZbF
perf_prod_std_02933,gbF8-VUf4
perf_prod_std_02934,98Q3-Hi3i
perf_prod_std_02935,64F4-iTHf
perf_prod_std_02936,ajGH-Mef8
perf_prod_std_02937,VBFH-BfLK
perf_prod_std_02938,ea4c-9aPC
perf_prod_std_02939,eYCb-hDf7
perf_prod_std_02940,bBEf-2AKV
perf_prod_std_02941,Pf2e-7chJ
perf_prod_std_02942,CcM9-jBcd
perf_prod_std_02943,i63f-H3ZQ
perf_prod_std_02944,YEd3-hU6g
perf_prod_std_02945,edEc-feH8
perf_prod_std_02946,ciQC-j9TG
perf_prod_std_02947,GWZd-gZ28
perf_prod_std_02948,6gAQ-Kfda
perf_prod_std_02949,hTgj-YMUd
perf_prod_std_02950,WFQF-bXaK
perf_prod_std_02951,YaWa-cYDh
perf_prod_std_02952,dcP8-7M7M
perf_prod_std_02953,27gX-E4Yd
perf_prod_std_02954,Md9i-GYgB
perf_prod_std_02955,c8Ch-6WdR
perf_prod_std_02956,DRjL-7hae
perf_prod_std_02957,P6ZX-8Mih
perf_prod_std_02958,WC9X-be3X
perf_prod_std_02959,i4i6-Q6iE
perf_prod_std_02960,3JWf-Eg8X
perf_prod_std_02961,GLgi-8Ub8
perf_prod_std_02962,6Ai4-a4jM
perf_prod_std_02963,E6f7-3H3f
perf_prod_std_02964,VbfN-g29T
perf_prod_std_02965,fife-aNaE
perf_prod_std_02966,4hg8-if9V
perf_prod_std_02967,3fT3-KL9D
perf_prod_std_02968,UjhG-W2Q2
perf_prod_std_02969,dJ9i-d7WZ
perf_prod_std_02970,9aeE-9ZQd
perf_prod_std_02971,dhfg-Gfbe
perf_prod_std_02972,7jhE-L3c8
perf_prod_std_02973,4b6J-83bg
perf_prod_std_02974,4Kd7-edY6
perf_prod_std_02975,GjXN-TacP
perf_prod_std_02976,632b-92fU
perf_prod_std_02977,chgi-23cP
perf_prod_std_02978,Nj6j-iXC4
perf_prod_std_02979,bjQT-cgWe
