student,classcode
perf_prod_std_04811,9Ted-3Y9g
perf_prod_std_04812,68bU-4cR8
perf_prod_std_04813,4NE6-di79
perf_prod_std_04814,64fa-NFh4
perf_prod_std_04815,ebdi-h8P9
perf_prod_std_04816,gajc-Q3ej
perf_prod_std_04817,B83Z-6L6c
perf_prod_std_04818,L4Ti-3aUe
perf_prod_std_04819,2BhC-374A
perf_prod_std_04820,TQ8g-4Hh8
perf_prod_std_04821,RiFb-8Rh4
perf_prod_std_04822,HV64-fgFc
perf_prod_std_04823,dbhe-gPfi
perf_prod_std_04824,aHgD-i7aj
perf_prod_std_04825,bZ2M-f6Ae
perf_prod_std_04826,c274-dEG2
perf_prod_std_04827,8Ud4-GgVE
perf_prod_std_04828,6fa6-Fcaj
perf_prod_std_04829,3Bh2-eJeg
perf_prod_std_04830,ji2Q-X3a4
perf_prod_std_04831,haLP-iPb9
perf_prod_std_04832,T46C-j63d
perf_prod_std_04833,ZPci-N7X4
perf_prod_std_04834,Ujci-Cg6b
perf_prod_std_04835,6Rbh-aPfZ
perf_prod_std_04836,i26b-7hgV
perf_prod_std_04837,jMEb-Ba4N
perf_prod_std_04838,84W2-792c
perf_prod_std_04839,iXKc-b92G
perf_prod_std_04840,g73g-bc43
perf_prod_std_04841,D8jQ-hW2j
perf_prod_std_04842,b7d4-a8df
perf_prod_std_04843,Yj93-jeK2
perf_prod_std_04844,iYhA-c6ej
perf_prod_std_04845,BKPe-7Rh7
perf_prod_std_04846,WKD2-6cNB
perf_prod_std_04847,7A3Q-Mjb6
perf_prod_std_04848,cjfG-BZhZ
perf_prod_std_04849,2agb-CUdG
perf_prod_std_04850,XL3V-FdbL
perf_prod_std_04851,i89J-N8bg
perf_prod_std_04852,9EFQ-Z787
perf_prod_std_04853,Z8aA-j29R
perf_prod_std_04854,3W2i-2b6e
perf_prod_std_04855,4aBc-jQcZ
perf_prod_std_04856,7cdF-XhKi
perf_prod_std_04857,a2GX-2M3f
perf_prod_std_04858,bVj7-GfXb
perf_prod_std_04859,8ig2-PViR
perf_prod_std_04860,f9j8-eaH2
perf_prod_std_04861,QAQd-HDbK
perf_prod_std_04862,7Cfe-YTai
perf_prod_std_04863,RhiT-hKbA
perf_prod_std_04864,CJf3-fZgb
perf_prod_std_04865,GfQV-A6bi
perf_prod_std_04866,gj6F-6f6P
perf_prod_std_04867,YQcJ-24b8
perf_prod_std_04868,LBiM-4B7a
perf_prod_std_04869,ZhPg-fBiL
perf_prod_std_04870,9GL8-7Xj4
perf_prod_std_04871,WTQ9-ceE3
perf_prod_std_04872,2QFL-jFR4
perf_prod_std_04873,bPdW-HgUd
perf_prod_std_04874,Gf7L-Nbfh
perf_prod_std_04875,B3TK-Pgfe
perf_prod_std_04876,GbHd-FgEd
perf_prod_std_04877,JUgQ-8f8M
perf_prod_std_04878,ec82-Xbig
perf_prod_std_04879,474d-939b
perf_prod_std_04880,2G3G-4Tcg
perf_prod_std_04881,4Lif-JhEf
perf_prod_std_04882,d7Tc-Bebh
perf_prod_std_04883,fiJE-V4a3
perf_prod_std_04884,VPDA-Y7N3
perf_prod_std_04885,Z9aH-haX6
perf_prod_std_04886,Lbhg-VaNd
perf_prod_std_04887,28FG-XD9a
perf_prod_std_04888,T6ch-28aH
perf_prod_std_04889,7dEK-NYeW
perf_prod_std_04890,PiBj-Ae3d
perf_prod_std_04891,Njb4-aRg6
perf_prod_std_04892,AKba-J72L
perf_prod_std_04893,jfGN-C2H9
perf_prod_std_04894,7d29-2ga9
perf_prod_std_04895,gAeT-9BgT
perf_prod_std_04896,cDc9-Xh2i
perf_prod_std_04897,3i3f-A2Ji
perf_prod_std_04898,h6f4-9Ki6
perf_prod_std_04899,DiMK-2dJZ
perf_prod_std_04900,2dCb-Xj3K
perf_prod_std_04901,X72Y-3X3N
perf_prod_std_04902,UZ64-94ae
perf_prod_std_04903,NhfQ-j9hB
perf_prod_std_04904,jiPa-UZfJ
perf_prod_std_04905,4deh-WRc6
perf_prod_std_04906,P7bi-HJbH
perf_prod_std_04907,8G4e-dh8V
perf_prod_std_04908,f3Fi-QiR3
perf_prod_std_04909,bhiR-g83K
perf_prod_std_04910,Z8ML-fF73
perf_prod_std_04911,7hj3-VFBd
perf_prod_std_04912,jaEY-aTcH
perf_prod_std_04913,idXi-9jac
perf_prod_std_04914,PJjd-Uaeg
perf_prod_std_04915,dcah-jBN8
perf_prod_std_04916,cij6-FfKe
perf_prod_std_04917,6g68-gjC4
perf_prod_std_04918,VAEg-6X9Q
perf_prod_std_04919,TeEg-N4Cb
perf_prod_std_04920,TNWR-4aeR
perf_prod_std_04921,gceF-d32h
perf_prod_std_04922,7C3e-b67A
perf_prod_std_04923,8a4H-iMHN
perf_prod_std_04924,VZ7c-fAG8
perf_prod_std_04925,baD2-BbR8
perf_prod_std_04926,Vd72-dT92
perf_prod_std_04927,4Did-7YfB
perf_prod_std_04928,FcV7-3X7g
perf_prod_std_04929,L8H7-bhG6
perf_prod_std_04930,cWj7-di4K
perf_prod_std_04931,4N9b-Ng69
perf_prod_std_04932,7D6e-gZbF
perf_prod_std_04933,gbF8-VUf4
perf_prod_std_04934,98Q3-Hi3i
perf_prod_std_04935,64F4-iTHf
perf_prod_std_04936,ajGH-Mef8
perf_prod_std_04937,VBFH-BfLK
perf_prod_std_04938,ea4c-9aPC
perf_prod_std_04939,eYCb-hDf7
perf_prod_std_04940,bBEf-2AKV
perf_prod_std_04941,Pf2e-7chJ
perf_prod_std_04942,CcM9-jBcd
perf_prod_std_04943,i63f-H3ZQ
perf_prod_std_04944,YEd3-hU6g
perf_prod_std_04945,edEc-feH8
perf_prod_std_04946,ciQC-j9TG
perf_prod_std_04947,GWZd-gZ28
perf_prod_std_04948,6gAQ-Kfda
perf_prod_std_04949,hTgj-YMUd
perf_prod_std_04950,WFQF-bXaK
perf_prod_std_04951,YaWa-cYDh
perf_prod_std_04952,dcP8-7M7M
perf_prod_std_04953,27gX-E4Yd
perf_prod_std_04954,Md9i-GYgB
perf_prod_std_04955,c8Ch-6WdR
perf_prod_std_04956,DRjL-7hae
perf_prod_std_04957,P6ZX-8Mih
perf_prod_std_04958,WC9X-be3X
perf_prod_std_04959,i4i6-Q6iE
perf_prod_std_04960,3JWf-Eg8X
perf_prod_std_04961,GLgi-8Ub8
perf_prod_std_04962,6Ai4-a4jM
perf_prod_std_04963,E6f7-3H3f
perf_prod_std_04964,VbfN-g29T
perf_prod_std_04965,fife-aNaE
perf_prod_std_04966,4hg8-if9V
perf_prod_std_04967,3fT3-KL9D
perf_prod_std_04968,UjhG-W2Q2
perf_prod_std_04969,dJ9i-d7WZ
perf_prod_std_04970,9aeE-9ZQd
perf_prod_std_04971,dhfg-Gfbe
perf_prod_std_04972,7jhE-L3c8
perf_prod_std_04973,4b6J-83bg
perf_prod_std_04974,4Kd7-edY6
perf_prod_std_04975,GjXN-TacP
perf_prod_std_04976,632b-92fU
perf_prod_std_04977,chgi-23cP
perf_prod_std_04978,Nj6j-iXC4
perf_prod_std_04979,bjQT-cgWe
perf_prod_std_04980,Ej4f-JK6T
perf_prod_std_04981,386j-eaUh
perf_prod_std_04982,gPg8-DbWE
perf_prod_std_04983,YZKT-d8c4
perf_prod_std_04984,3LH3-7hf8
perf_prod_std_04985,fD2g-Ac39
perf_prod_std_04986,KiKB-3Ecg
perf_prod_std_04987,4aRX-gBZ3
perf_prod_std_04988,CV98-49Nb
perf_prod_std_04989,9c26-3AQ6
perf_prod_std_04990,87eJ-Fgag
perf_prod_std_04991,G4jU-ifYd
perf_prod_std_04992,iMg2-7262
perf_prod_std_04993,D4d3-4g2X
perf_prod_std_04994,9CLQ-JQBc
perf_prod_std_04995,7bT4-PabQ
perf_prod_std_04996,ca3W-jcib
perf_prod_std_04997,j9cb-GcZi
perf_prod_std_04998,2iLE-7cDd
perf_prod_std_04999,92F2-7aCA
perf_prod_std_05000,7bBL-Thcd
perf_prod_std_05001,V6g6-iLbc
perf_prod_std_05002,e27c-e6Ve
perf_prod_std_05003,9dhf-68Y7
perf_prod_std_05004,J6e2-b29C
perf_prod_std_05005,hEh7-gi4L
perf_prod_std_05006,Q3e3-jeRf
perf_prod_std_05007,7623-f8N3
perf_prod_std_05008,a43P-DeDj
perf_prod_std_05009,NjLb-cAfh
perf_prod_std_05010,eQiH-6j93
perf_prod_std_05011,bM2c-iMgB
perf_prod_std_05012,dQTG-i97U
perf_prod_std_05013,PcV8-h3fW
perf_prod_std_05014,A3gG-jaXK
perf_prod_std_05015,EH2b-GiHF
perf_prod_std_05016,J2c3-4ANE
perf_prod_std_05017,PFeG-7cLb
perf_prod_std_05018,aKc6-9V2H
perf_prod_std_05019,fGg3-6H6h
perf_prod_std_05020,dM7W-T6Ja
perf_prod_std_05021,Qd28-V7gU
perf_prod_std_05022,6e3N-bHeA
perf_prod_std_05023,jX2Y-L2Pf
perf_prod_std_05024,QC7D-QV7g
perf_prod_std_05025,Teg7-K6Bg
perf_prod_std_05026,BbM3-WJbU
perf_prod_std_05027,2F3J-PdLi
perf_prod_std_05028,QYbh-ZcNd
perf_prod_std_05029,KFPa-HWLg
perf_prod_std_05030,72Da-N68g
perf_prod_std_05031,JdVR-gaBF
perf_prod_std_05032,4be3-7TR9
perf_prod_std_05033,hYP7-aBFY
perf_prod_std_05034,fU3d-eVcA
perf_prod_std_05035,d87j-9h4b
perf_prod_std_05036,6Df2-729U
perf_prod_std_05037,3R7D-4gB3
perf_prod_std_05038,hWf3-d3fH
perf_prod_std_05039,eEKd-H98c
perf_prod_std_05040,gbGH-XF3L
perf_prod_std_05041,4d8R-eHAe
perf_prod_std_05042,gW7g-MGac
perf_prod_std_05043,XRch-jH3i
perf_prod_std_05044,i6AE-HZ73
perf_prod_std_05045,hBa7-TCaj
perf_prod_std_05046,UHd4-E2Wi
perf_prod_std_05047,dFa9-K7N9
perf_prod_std_05048,fHdi-he92
perf_prod_std_05049,9cBA-fcVg
perf_prod_std_05050,2X8U-A83a
perf_prod_std_05051,iN9Q-gaPQ
perf_prod_std_05052,H7ag-bY96
perf_prod_std_05053,a8jM-236C
perf_prod_std_05054,igTN-6Nd8
perf_prod_std_05055,4EgP-ec9B
perf_prod_std_05056,2cUH-4J3D
perf_prod_std_05057,HgQU-hGDV
perf_prod_std_05058,gTc2-3Z82
perf_prod_std_05059,NZEW-f7iG
perf_prod_std_05060,K2d2-feKi
perf_prod_std_05061,jPeb-3c87
perf_prod_std_05062,7eEP-fj3f
perf_prod_std_05063,c8P2-Ugj9
perf_prod_std_05064,f2e3-2igc
perf_prod_std_05065,92Nc-H64Y
perf_prod_std_05066,eRW3-acUd
perf_prod_std_05067,c86U-bci8
perf_prod_std_05068,MA46-W2Md
perf_prod_std_05069,K79j-igjb
perf_prod_std_05070,dMH7-bG36
perf_prod_std_05071,6B7a-c6Ua
perf_prod_std_05072,ZHMf-XB4j
perf_prod_std_05073,dT93-jgTU
perf_prod_std_05074,JYWT-i29M
perf_prod_std_05075,fidc-haXa
perf_prod_std_05076,C2QW-giZ6
perf_prod_std_05077,hjJ9-BgiH
perf_prod_std_05078,67X7-3PaK
perf_prod_std_05079,H73Q-edha
perf_prod_std_05080,bP8d-aieY
perf_prod_std_05081,Qe8c-gQ6g
perf_prod_std_05082,3f9Z-2dXB
perf_prod_std_05083,2c89-Hfec
perf_prod_std_05084,4M67-2Mj4
perf_prod_std_05085,B9Bg-R3f6
perf_prod_std_05086,Hhe4-g2iU
perf_prod_std_05087,f8dP-c24i
perf_prod_std_05088,dMUT-938f
perf_prod_std_05089,Yb2W-4Ed4
perf_prod_std_05090,bdKe-9Xa8
perf_prod_std_05091,b6jd-chf2
perf_prod_std_05092,49eg-8PN3
perf_prod_std_05093,eKTh-7M8i
perf_prod_std_05094,f2Db-3Mbj
perf_prod_std_05095,Ye6h-gGRj
perf_prod_std_05096,a6dZ-3eRA
perf_prod_std_05097,9NEG-gPZa
perf_prod_std_05098,e6KE-CPad
perf_prod_std_05099,cVeF-6djA
perf_prod_std_05100,f9aM-RWZG
perf_prod_std_05101,27Ce-8had
perf_prod_std_05102,M6dc-edNG
perf_prod_std_05103,4d6c-eMg4
perf_prod_std_05104,PhLi-BZif
perf_prod_std_05105,bYZ7-HFX2
perf_prod_std_05106,6c2j-gbhU
perf_prod_std_05107,ec6a-hQh9
perf_prod_std_05108,WM9D-A7iR
perf_prod_std_05109,6GiP-F83j
perf_prod_std_05110,gW84-NgC8
