student,classcode
perf_prod_std_06611,bM2c-iMgB
perf_prod_std_06612,dQTG-i97U
perf_prod_std_06613,PcV8-h3fW
perf_prod_std_06614,A3gG-jaXK
perf_prod_std_06615,EH2b-GiHF
perf_prod_std_06616,J2c3-4ANE
perf_prod_std_06617,PFeG-7cLb
perf_prod_std_06618,aKc6-9V2H
perf_prod_std_06619,fGg3-6H6h
perf_prod_std_06620,dM7W-T6Ja
perf_prod_std_06621,Qd28-V7gU
perf_prod_std_06622,6e3N-bHeA
perf_prod_std_06623,jX2Y-L2Pf
perf_prod_std_06624,QC7D-QV7g
perf_prod_std_06625,Teg7-K6Bg
perf_prod_std_06626,BbM3-WJbU
perf_prod_std_06627,2F3J-PdLi
perf_prod_std_06628,QYbh-ZcNd
perf_prod_std_06629,KFPa-HWLg
perf_prod_std_06630,72Da-N68g
perf_prod_std_06631,JdVR-gaBF
perf_prod_std_06632,4be3-7TR9
perf_prod_std_06633,hYP7-aBFY
perf_prod_std_06634,fU3d-eVcA
perf_prod_std_06635,d87j-9h4b
perf_prod_std_06636,6Df2-729U
perf_prod_std_06637,3R7D-4gB3
perf_prod_std_06638,hWf3-d3fH
perf_prod_std_06639,eEKd-H98c
perf_prod_std_06640,gbGH-XF3L
perf_prod_std_06641,4d8R-eHAe
perf_prod_std_06642,gW7g-MGac
perf_prod_std_06643,XRch-jH3i
perf_prod_std_06644,i6AE-HZ73
perf_prod_std_06645,hBa7-TCaj
perf_prod_std_06646,UHd4-E2Wi
perf_prod_std_06647,dFa9-K7N9
perf_prod_std_06648,fHdi-he92
perf_prod_std_06649,9cBA-fcVg
perf_prod_std_06650,2X8U-A83a
perf_prod_std_06651,iN9Q-gaPQ
perf_prod_std_06652,H7ag-bY96
perf_prod_std_06653,a8jM-236C
perf_prod_std_06654,igTN-6Nd8
perf_prod_std_06655,4EgP-ec9B
perf_prod_std_06656,2cUH-4J3D
perf_prod_std_06657,HgQU-hGDV
perf_prod_std_06658,gTc2-3Z82
perf_prod_std_06659,NZEW-f7iG
perf_prod_std_06660,K2d2-feKi
perf_prod_std_06661,jPeb-3c87
perf_prod_std_06662,7eEP-fj3f
perf_prod_std_06663,c8P2-Ugj9
perf_prod_std_06664,f2e3-2igc
perf_prod_std_06665,92Nc-H64Y
perf_prod_std_06666,eRW3-acUd
perf_prod_std_06667,c86U-bci8
perf_prod_std_06668,MA46-W2Md
perf_prod_std_06669,K79j-igjb
perf_prod_std_06670,dMH7-bG36
perf_prod_std_06671,6B7a-c6Ua
perf_prod_std_06672,ZHMf-XB4j
perf_prod_std_06673,dT93-jgTU
perf_prod_std_06674,JYWT-i29M
perf_prod_std_06675,fidc-haXa
perf_prod_std_06676,C2QW-giZ6
perf_prod_std_06677,hjJ9-BgiH
perf_prod_std_06678,67X7-3PaK
perf_prod_std_06679,H73Q-edha
perf_prod_std_06680,bP8d-aieY
perf_prod_std_06681,Qe8c-gQ6g
perf_prod_std_06682,3f9Z-2dXB
perf_prod_std_06683,2c89-Hfec
perf_prod_std_06684,4M67-2Mj4
perf_prod_std_06685,B9Bg-R3f6
perf_prod_std_06686,Hhe4-g2iU
perf_prod_std_06687,f8dP-c24i
perf_prod_std_06688,dMUT-938f
perf_prod_std_06689,Yb2W-4Ed4
perf_prod_std_06690,bdKe-9Xa8
perf_prod_std_06691,b6jd-chf2
perf_prod_std_06692,49eg-8PN3
perf_prod_std_06693,eKTh-7M8i
perf_prod_std_06694,f2Db-3Mbj
perf_prod_std_06695,Ye6h-gGRj
perf_prod_std_06696,a6dZ-3eRA
perf_prod_std_06697,9NEG-gPZa
perf_prod_std_06698,e6KE-CPad
perf_prod_std_06699,cVeF-6djA
perf_prod_std_06700,f9aM-RWZG
perf_prod_std_06701,27Ce-8had
perf_prod_std_06702,M6dc-edNG
perf_prod_std_06703,4d6c-eMg4
perf_prod_std_06704,PhLi-BZif
perf_prod_std_06705,bYZ7-HFX2
perf_prod_std_06706,6c2j-gbhU
perf_prod_std_06707,ec6a-hQh9
perf_prod_std_06708,WM9D-A7iR
perf_prod_std_06709,6GiP-F83j
perf_prod_std_06710,gW84-NgC8
perf_prod_std_06711,H769-MNeF
perf_prod_std_06712,39gQ-jFe4
perf_prod_std_06713,7c7A-62g9
perf_prod_std_06714,4ebi-Uf43
perf_prod_std_06715,gP7e-34G9
perf_prod_std_06716,T6fD-Wj7Z
perf_prod_std_06717,E6fj-a72j
perf_prod_std_06718,37H4-6iLX
perf_prod_std_06719,hdEP-DdNA
perf_prod_std_06720,G32g-ha9g
perf_prod_std_06721,9GW8-4cac
perf_prod_std_06722,4gcB-ecfh
perf_prod_std_06723,dXc9-Ff7a
perf_prod_std_06724,gN84-8eR9
perf_prod_std_06725,UHcG-RXg7
perf_prod_std_06726,eYjb-ZGh7
perf_prod_std_06727,hZ26-cj2a
perf_prod_std_06728,7e4d-cgCg
perf_prod_std_06729,3cBR-2d2E
perf_prod_std_06730,K6aj-XB9M
perf_prod_std_06731,K8hF-3W4M
perf_prod_std_06732,aK3e-iEL7
perf_prod_std_06733,i36j-iCLc
perf_prod_std_06734,3T2d-Nef2
perf_prod_std_06735,aBNg-7VC7
perf_prod_std_06736,P2Bb-ac4A
perf_prod_std_06737,AbB2-He3E
perf_prod_std_06738,7dQi-W9Y4
perf_prod_std_06739,aQLg-6P8c
perf_prod_std_06740,bEjL-8942
perf_prod_std_06741,H2Af-dCJe
perf_prod_std_06742,MQh9-DERc
perf_prod_std_06743,T69g-Ki6H
perf_prod_std_06744,Dh4h-WUjh
perf_prod_std_06745,Jc79-aE7H
perf_prod_std_06746,b2K3-LQDW
perf_prod_std_06747,2bfh-d7a4
perf_prod_std_06748,ZfiR-U9d2
perf_prod_std_06749,j4Z8-LbBf
perf_prod_std_06750,Ghgc-eP8e
perf_prod_std_06751,Xg9N-e3Na
perf_prod_std_06752,G6eg-U8f3
perf_prod_std_06753,DWGj-Fc8R
perf_prod_std_06754,7KeU-gQ7h
perf_prod_std_06755,b72Q-9Geg
perf_prod_std_06756,7Mai-Y3gX
perf_prod_std_06757,dg94-QdAd
perf_prod_std_06758,eBHK-Zjb6
perf_prod_std_06759,CW7i-dhia
perf_prod_std_06760,Q8bY-F6ib
perf_prod_std_06761,42GB-Y4e2
perf_prod_std_06762,39Lc-2BH6
perf_prod_std_06763,igch-aLbA
perf_prod_std_06764,ceaF-ciQb
perf_prod_std_06765,9bji-3QfP
perf_prod_std_06766,dYNF-XJ8F
perf_prod_std_06767,8jda-4ieU
perf_prod_std_06768,7386-geVc
perf_prod_std_06769,h8DG-Dd9j
perf_prod_std_06770,D4Vc-e4je
