student,classcode
perf_prod_std_06311,H769-MNeF
perf_prod_std_06312,39gQ-jFe4
perf_prod_std_06313,7c7A-62g9
perf_prod_std_06314,4ebi-Uf43
perf_prod_std_06315,gP7e-34G9
perf_prod_std_06316,T6fD-Wj7Z
perf_prod_std_06317,E6fj-a72j
perf_prod_std_06318,37H4-6iLX
perf_prod_std_06319,hdEP-DdNA
perf_prod_std_06320,G32g-ha9g
perf_prod_std_06321,9GW8-4cac
perf_prod_std_06322,4gcB-ecfh
perf_prod_std_06323,dXc9-Ff7a
perf_prod_std_06324,gN84-8eR9
perf_prod_std_06325,UHcG-RXg7
perf_prod_std_06326,eYjb-ZGh7
perf_prod_std_06327,hZ26-cj2a
perf_prod_std_06328,7e4d-cgCg
perf_prod_std_06329,3cBR-2d2E
perf_prod_std_06330,K6aj-XB9M
perf_prod_std_06331,K8hF-3W4M
perf_prod_std_06332,aK3e-iEL7
perf_prod_std_06333,i36j-iCLc
perf_prod_std_06334,3T2d-Nef2
perf_prod_std_06335,aBNg-7VC7
perf_prod_std_06336,P2Bb-ac4A
perf_prod_std_06337,AbB2-He3E
perf_prod_std_06338,7dQi-W9Y4
perf_prod_std_06339,aQLg-6P8c
perf_prod_std_06340,bEjL-8942
perf_prod_std_06341,H2Af-dCJe
perf_prod_std_06342,MQh9-DERc
perf_prod_std_06343,T69g-Ki6H
perf_prod_std_06344,Dh4h-WUjh
perf_prod_std_06345,Jc79-aE7H
perf_prod_std_06346,b2K3-LQDW
perf_prod_std_06347,2bfh-d7a4
perf_prod_std_06348,ZfiR-U9d2
perf_prod_std_06349,j4Z8-LbBf
perf_prod_std_06350,Ghgc-eP8e
perf_prod_std_06351,Xg9N-e3Na
perf_prod_std_06352,G6eg-U8f3
perf_prod_std_06353,DWGj-Fc8R
perf_prod_std_06354,7KeU-gQ7h
perf_prod_std_06355,b72Q-9Geg
perf_prod_std_06356,7Mai-Y3gX
perf_prod_std_06357,dg94-QdAd
perf_prod_std_06358,eBHK-Zjb6
perf_prod_std_06359,CW7i-dhia
perf_prod_std_06360,Q8bY-F6ib
perf_prod_std_06361,42GB-Y4e2
perf_prod_std_06362,39Lc-2BH6
perf_prod_std_06363,igch-aLbA
perf_prod_std_06364,ceaF-ciQb
perf_prod_std_06365,9bji-3QfP
perf_prod_std_06366,dYNF-XJ8F
perf_prod_std_06367,8jda-4ieU
perf_prod_std_06368,7386-geVc
