student,classcode
perf_prod_std_00201,V6g6-iLbc
perf_prod_std_00202,e27c-e6Ve
perf_prod_std_00203,9dhf-68Y7
perf_prod_std_00204,J6e2-b29C
perf_prod_std_00205,hEh7-gi4L
perf_prod_std_00206,Q3e3-jeRf
perf_prod_std_00207,7623-f8N3
perf_prod_std_00208,a43P-DeDj
perf_prod_std_00209,NjLb-cAfh
perf_prod_std_00210,eQiH-6j93
perf_prod_std_00211,bM2c-iMgB
perf_prod_std_00212,dQTG-i97U
perf_prod_std_00213,PcV8-h3fW
perf_prod_std_00214,A3gG-jaXK
perf_prod_std_00215,EH2b-GiHF
perf_prod_std_00216,J2c3-4ANE
perf_prod_std_00217,PFeG-7cLb
perf_prod_std_00218,aKc6-9V2H
perf_prod_std_00219,fGg3-6H6h
perf_prod_std_00220,dM7W-T6Ja
perf_prod_std_00221,Qd28-V7gU
perf_prod_std_00222,6e3N-bHeA
perf_prod_std_00223,jX2Y-L2Pf
perf_prod_std_00224,QC7D-QV7g
perf_prod_std_00225,Teg7-K6Bg
perf_prod_std_00226,BbM3-WJbU
perf_prod_std_00227,2F3J-PdLi
perf_prod_std_00228,QYbh-ZcNd
perf_prod_std_00229,KFPa-HWLg
perf_prod_std_00230,72Da-N68g
perf_prod_std_00231,JdVR-gaBF
perf_prod_std_00232,4be3-7TR9
perf_prod_std_00233,hYP7-aBFY
perf_prod_std_00234,fU3d-eVcA
perf_prod_std_00235,d87j-9h4b
perf_prod_std_00236,6Df2-729U
perf_prod_std_00237,3R7D-4gB3
perf_prod_std_00238,hWf3-d3fH
perf_prod_std_00239,eEKd-H98c
perf_prod_std_00240,gbGH-XF3L
perf_prod_std_00241,4d8R-eHAe
perf_prod_std_00242,gW7g-MGac
perf_prod_std_00243,XRch-jH3i
perf_prod_std_00244,i6AE-HZ73
perf_prod_std_00245,hBa7-TCaj
perf_prod_std_00246,UHd4-E2Wi
perf_prod_std_00247,dFa9-K7N9
perf_prod_std_00248,fHdi-he92
perf_prod_std_00249,9cBA-fcVg
perf_prod_std_00250,2X8U-A83a
perf_prod_std_00251,iN9Q-gaPQ
perf_prod_std_00252,H7ag-bY96
perf_prod_std_00253,a8jM-236C
perf_prod_std_00254,igTN-6Nd8
perf_prod_std_00255,4EgP-ec9B
perf_prod_std_00256,2cUH-4J3D
perf_prod_std_00257,HgQU-hGDV
perf_prod_std_00258,gTc2-3Z82
perf_prod_std_00259,NZEW-f7iG
perf_prod_std_00260,K2d2-feKi
perf_prod_std_00261,jPeb-3c87
perf_prod_std_00262,7eEP-fj3f
perf_prod_std_00263,c8P2-Ugj9
perf_prod_std_00264,f2e3-2igc
perf_prod_std_00265,92Nc-H64Y
perf_prod_std_00266,eRW3-acUd
perf_prod_std_00267,c86U-bci8
