student,classcode
perf_prod_std_03311,7hj3-VFBd
perf_prod_std_03312,jaEY-aTcH
perf_prod_std_03313,idXi-9jac
perf_prod_std_03314,PJjd-Uaeg
perf_prod_std_03315,dcah-jBN8
perf_prod_std_03316,cij6-FfKe
perf_prod_std_03317,6g68-gjC4
perf_prod_std_03318,VAEg-6X9Q
perf_prod_std_03319,TeEg-N4Cb
perf_prod_std_03320,TNWR-4aeR
perf_prod_std_03321,gceF-d32h
perf_prod_std_03322,7C3e-b67A
perf_prod_std_03323,8a4H-iMHN
perf_prod_std_03324,VZ7c-fAG8
perf_prod_std_03325,baD2-BbR8
perf_prod_std_03326,Vd72-dT92
perf_prod_std_03327,4Did-7YfB
perf_prod_std_03328,FcV7-3X7g
perf_prod_std_03329,L8H7-bhG6
perf_prod_std_03330,cWj7-di4K
perf_prod_std_03331,4N9b-Ng69
perf_prod_std_03332,7D6e-gZbF
perf_prod_std_03333,gbF8-VUf4
perf_prod_std_03334,98Q3-Hi3i
perf_prod_std_03335,64F4-iTHf
perf_prod_std_03336,ajGH-Mef8
perf_prod_std_03337,VBFH-BfLK
perf_prod_std_03338,ea4c-9aPC
perf_prod_std_03339,eYCb-hDf7
perf_prod_std_03340,bBEf-2AKV
perf_prod_std_03341,Pf2e-7chJ
perf_prod_std_03342,CcM9-jBcd
perf_prod_std_03343,i63f-H3ZQ
perf_prod_std_03344,YEd3-hU6g
perf_prod_std_03345,edEc-feH8
perf_prod_std_03346,ciQC-j9TG
perf_prod_std_03347,GWZd-gZ28
perf_prod_std_03348,6gAQ-Kfda
perf_prod_std_03349,hTgj-YMUd
perf_prod_std_03350,WFQF-bXaK
perf_prod_std_03351,YaWa-cYDh
perf_prod_std_03352,dcP8-7M7M
perf_prod_std_03353,27gX-E4Yd
perf_prod_std_03354,Md9i-GYgB
perf_prod_std_03355,c8Ch-6WdR
perf_prod_std_03356,DRjL-7hae
perf_prod_std_03357,P6ZX-8Mih
perf_prod_std_03358,WC9X-be3X
perf_prod_std_03359,i4i6-Q6iE
perf_prod_std_03360,3JWf-Eg8X
perf_prod_std_03361,GLgi-8Ub8
perf_prod_std_03362,6Ai4-a4jM
perf_prod_std_03363,E6f7-3H3f
perf_prod_std_03364,VbfN-g29T
perf_prod_std_03365,fife-aNaE
perf_prod_std_03366,4hg8-if9V
perf_prod_std_03367,3fT3-KL9D
perf_prod_std_03368,UjhG-W2Q2
perf_prod_std_03369,dJ9i-d7WZ
perf_prod_std_03370,9aeE-9ZQd
perf_prod_std_03371,dhfg-Gfbe
perf_prod_std_03372,7jhE-L3c8
perf_prod_std_03373,4b6J-83bg
perf_prod_std_03374,4Kd7-edY6
perf_prod_std_03375,GjXN-TacP
perf_prod_std_03376,632b-92fU
perf_prod_std_03377,chgi-23cP
perf_prod_std_03378,Nj6j-iXC4
perf_prod_std_03379,bjQT-cgWe
perf_prod_std_03380,Ej4f-JK6T
perf_prod_std_03381,386j-eaUh
perf_prod_std_03382,gPg8-DbWE
perf_prod_std_03383,YZKT-d8c4
perf_prod_std_03384,3LH3-7hf8
perf_prod_std_03385,fD2g-Ac39
perf_prod_std_03386,KiKB-3Ecg
perf_prod_std_03387,4aRX-gBZ3
perf_prod_std_03388,CV98-49Nb
perf_prod_std_03389,9c26-3AQ6
perf_prod_std_03390,87eJ-Fgag
perf_prod_std_03391,G4jU-ifYd
perf_prod_std_03392,iMg2-7262
perf_prod_std_03393,D4d3-4g2X
perf_prod_std_03394,9CLQ-JQBc
perf_prod_std_03395,7bT4-PabQ
perf_prod_std_03396,ca3W-jcib
perf_prod_std_03397,j9cb-GcZi
perf_prod_std_03398,2iLE-7cDd
perf_prod_std_03399,92F2-7aCA
perf_prod_std_03400,7bBL-Thcd
perf_prod_std_03401,V6g6-iLbc
perf_prod_std_03402,e27c-e6Ve
perf_prod_std_03403,9dhf-68Y7
perf_prod_std_03404,J6e2-b29C
perf_prod_std_03405,hEh7-gi4L
perf_prod_std_03406,Q3e3-jeRf
perf_prod_std_03407,7623-f8N3
perf_prod_std_03408,a43P-DeDj
perf_prod_std_03409,NjLb-cAfh
perf_prod_std_03410,eQiH-6j93
perf_prod_std_03411,bM2c-iMgB
perf_prod_std_03412,dQTG-i97U
perf_prod_std_03413,PcV8-h3fW
perf_prod_std_03414,A3gG-jaXK
perf_prod_std_03415,EH2b-GiHF
perf_prod_std_03416,J2c3-4ANE
perf_prod_std_03417,PFeG-7cLb
perf_prod_std_03418,aKc6-9V2H
perf_prod_std_03419,fGg3-6H6h
perf_prod_std_03420,dM7W-T6Ja
perf_prod_std_03421,Qd28-V7gU
perf_prod_std_03422,6e3N-bHeA
perf_prod_std_03423,jX2Y-L2Pf
perf_prod_std_03424,QC7D-QV7g
perf_prod_std_03425,Teg7-K6Bg
perf_prod_std_03426,BbM3-WJbU
perf_prod_std_03427,2F3J-PdLi
perf_prod_std_03428,QYbh-ZcNd
perf_prod_std_03429,KFPa-HWLg
perf_prod_std_03430,72Da-N68g
perf_prod_std_03431,JdVR-gaBF
perf_prod_std_03432,4be3-7TR9
perf_prod_std_03433,hYP7-aBFY
perf_prod_std_03434,fU3d-eVcA
perf_prod_std_03435,d87j-9h4b
perf_prod_std_03436,6Df2-729U
perf_prod_std_03437,3R7D-4gB3
perf_prod_std_03438,hWf3-d3fH
perf_prod_std_03439,eEKd-H98c
perf_prod_std_03440,gbGH-XF3L
perf_prod_std_03441,4d8R-eHAe
perf_prod_std_03442,gW7g-MGac
perf_prod_std_03443,XRch-jH3i
perf_prod_std_03444,i6AE-HZ73
perf_prod_std_03445,hBa7-TCaj
perf_prod_std_03446,UHd4-E2Wi
perf_prod_std_03447,dFa9-K7N9
perf_prod_std_03448,fHdi-he92
perf_prod_std_03449,9cBA-fcVg
perf_prod_std_03450,2X8U-A83a
perf_prod_std_03451,iN9Q-gaPQ
perf_prod_std_03452,H7ag-bY96
perf_prod_std_03453,a8jM-236C
perf_prod_std_03454,igTN-6Nd8
perf_prod_std_03455,4EgP-ec9B
perf_prod_std_03456,2cUH-4J3D
perf_prod_std_03457,HgQU-hGDV
perf_prod_std_03458,gTc2-3Z82
perf_prod_std_03459,NZEW-f7iG
perf_prod_std_03460,K2d2-feKi
perf_prod_std_03461,jPeb-3c87
perf_prod_std_03462,7eEP-fj3f
perf_prod_std_03463,c8P2-Ugj9
perf_prod_std_03464,f2e3-2igc
perf_prod_std_03465,92Nc-H64Y
perf_prod_std_03466,eRW3-acUd
perf_prod_std_03467,c86U-bci8
perf_prod_std_03468,MA46-W2Md
perf_prod_std_03469,K79j-igjb
perf_prod_std_03470,dMH7-bG36
perf_prod_std_03471,6B7a-c6Ua
perf_prod_std_03472,ZHMf-XB4j
perf_prod_std_03473,dT93-jgTU
perf_prod_std_03474,JYWT-i29M
perf_prod_std_03475,fidc-haXa
perf_prod_std_03476,C2QW-giZ6
perf_prod_std_03477,hjJ9-BgiH
perf_prod_std_03478,67X7-3PaK
perf_prod_std_03479,H73Q-edha
perf_prod_std_03480,bP8d-aieY
perf_prod_std_03481,Qe8c-gQ6g
perf_prod_std_03482,3f9Z-2dXB
perf_prod_std_03483,2c89-Hfec
perf_prod_std_03484,4M67-2Mj4
perf_prod_std_03485,B9Bg-R3f6
perf_prod_std_03486,Hhe4-g2iU
perf_prod_std_03487,f8dP-c24i
perf_prod_std_03488,dMUT-938f
perf_prod_std_03489,Yb2W-4Ed4
perf_prod_std_03490,bdKe-9Xa8
perf_prod_std_03491,b6jd-chf2
perf_prod_std_03492,49eg-8PN3
perf_prod_std_03493,eKTh-7M8i
perf_prod_std_03494,f2Db-3Mbj
perf_prod_std_03495,Ye6h-gGRj
perf_prod_std_03496,a6dZ-3eRA
perf_prod_std_03497,9NEG-gPZa
perf_prod_std_03498,e6KE-CPad
perf_prod_std_03499,cVeF-6djA
perf_prod_std_03500,f9aM-RWZG
perf_prod_std_03501,27Ce-8had
perf_prod_std_03502,M6dc-edNG
perf_prod_std_03503,4d6c-eMg4
perf_prod_std_03504,PhLi-BZif
perf_prod_std_03505,bYZ7-HFX2
perf_prod_std_03506,6c2j-gbhU
perf_prod_std_03507,ec6a-hQh9
perf_prod_std_03508,WM9D-A7iR
perf_prod_std_03509,6GiP-F83j
perf_prod_std_03510,gW84-NgC8
perf_prod_std_03511,H769-MNeF
perf_prod_std_03512,39gQ-jFe4
perf_prod_std_03513,7c7A-62g9
perf_prod_std_03514,4ebi-Uf43
perf_prod_std_03515,gP7e-34G9
perf_prod_std_03516,T6fD-Wj7Z
perf_prod_std_03517,E6fj-a72j
perf_prod_std_03518,37H4-6iLX
perf_prod_std_03519,hdEP-DdNA
perf_prod_std_03520,G32g-ha9g
perf_prod_std_03521,9GW8-4cac
perf_prod_std_03522,4gcB-ecfh
perf_prod_std_03523,dXc9-Ff7a
perf_prod_std_03524,gN84-8eR9
perf_prod_std_03525,UHcG-RXg7
perf_prod_std_03526,eYjb-ZGh7
perf_prod_std_03527,hZ26-cj2a
perf_prod_std_03528,7e4d-cgCg
perf_prod_std_03529,3cBR-2d2E
perf_prod_std_03530,K6aj-XB9M
perf_prod_std_03531,K8hF-3W4M
perf_prod_std_03532,aK3e-iEL7
perf_prod_std_03533,i36j-iCLc
perf_prod_std_03534,3T2d-Nef2
perf_prod_std_03535,aBNg-7VC7
perf_prod_std_03536,P2Bb-ac4A
perf_prod_std_03537,AbB2-He3E
perf_prod_std_03538,7dQi-W9Y4
perf_prod_std_03539,aQLg-6P8c
perf_prod_std_03540,bEjL-8942
perf_prod_std_03541,H2Af-dCJe
perf_prod_std_03542,MQh9-DERc
perf_prod_std_03543,T69g-Ki6H
perf_prod_std_03544,Dh4h-WUjh
perf_prod_std_03545,Jc79-aE7H
perf_prod_std_03546,b2K3-LQDW
perf_prod_std_03547,2bfh-d7a4
