student,classcode
perf_prod_std_03611,9Ted-3Y9g
perf_prod_std_03612,68bU-4cR8
perf_prod_std_03613,4NE6-di79
perf_prod_std_03614,64fa-NFh4
perf_prod_std_03615,ebdi-h8P9
perf_prod_std_03616,gajc-Q3ej
perf_prod_std_03617,B83Z-6L6c
perf_prod_std_03618,L4Ti-3aUe
perf_prod_std_03619,2BhC-374A
perf_prod_std_03620,TQ8g-4Hh8
perf_prod_std_03621,RiFb-8Rh4
perf_prod_std_03622,HV64-fgFc
perf_prod_std_03623,dbhe-gPfi
perf_prod_std_03624,aHgD-i7aj
perf_prod_std_03625,bZ2M-f6Ae
perf_prod_std_03626,c274-dEG2
perf_prod_std_03627,8Ud4-GgVE
perf_prod_std_03628,6fa6-Fcaj
perf_prod_std_03629,3Bh2-eJeg
perf_prod_std_03630,ji2Q-X3a4
perf_prod_std_03631,haLP-iPb9
perf_prod_std_03632,T46C-j63d
perf_prod_std_03633,ZPci-N7X4
perf_prod_std_03634,Ujci-Cg6b
perf_prod_std_03635,6Rbh-aPfZ
perf_prod_std_03636,i26b-7hgV
perf_prod_std_03637,jMEb-Ba4N
perf_prod_std_03638,84W2-792c
perf_prod_std_03639,iXKc-b92G
perf_prod_std_03640,g73g-bc43
perf_prod_std_03641,D8jQ-hW2j
perf_prod_std_03642,b7d4-a8df
perf_prod_std_03643,Yj93-jeK2
perf_prod_std_03644,iYhA-c6ej
perf_prod_std_03645,BKPe-7Rh7
perf_prod_std_03646,WKD2-6cNB
perf_prod_std_03647,7A3Q-Mjb6
perf_prod_std_03648,cjfG-BZhZ
perf_prod_std_03649,2agb-CUdG
perf_prod_std_03650,XL3V-FdbL
perf_prod_std_03651,i89J-N8bg
perf_prod_std_03652,9EFQ-Z787
perf_prod_std_03653,Z8aA-j29R
perf_prod_std_03654,3W2i-2b6e
perf_prod_std_03655,4aBc-jQcZ
perf_prod_std_03656,7cdF-XhKi
perf_prod_std_03657,a2GX-2M3f
perf_prod_std_03658,bVj7-GfXb
perf_prod_std_03659,8ig2-PViR
perf_prod_std_03660,f9j8-eaH2
perf_prod_std_03661,QAQd-HDbK
perf_prod_std_03662,7Cfe-YTai
perf_prod_std_03663,RhiT-hKbA
perf_prod_std_03664,CJf3-fZgb
perf_prod_std_03665,GfQV-A6bi
perf_prod_std_03666,gj6F-6f6P
perf_prod_std_03667,YQcJ-24b8
perf_prod_std_03668,LBiM-4B7a
perf_prod_std_03669,ZhPg-fBiL
perf_prod_std_03670,9GL8-7Xj4
perf_prod_std_03671,WTQ9-ceE3
perf_prod_std_03672,2QFL-jFR4
