student,classcode
perf_prod_std_00101,X72Y-3X3N
perf_prod_std_00102,UZ64-94ae
perf_prod_std_00103,NhfQ-j9hB
perf_prod_std_00104,jiPa-UZfJ
perf_prod_std_00105,4deh-WRc6
perf_prod_std_00106,P7bi-HJbH
perf_prod_std_00107,8G4e-dh8V
perf_prod_std_00108,f3Fi-QiR3
perf_prod_std_00109,bhiR-g83K
perf_prod_std_00110,Z8ML-fF73
perf_prod_std_00111,7hj3-VFBd
perf_prod_std_00112,jaEY-aTcH
perf_prod_std_00113,idXi-9jac
perf_prod_std_00114,PJjd-Uaeg
perf_prod_std_00115,dcah-jBN8
perf_prod_std_00116,cij6-FfKe
perf_prod_std_00117,6g68-gjC4
perf_prod_std_00118,VAEg-6X9Q
perf_prod_std_00119,TeEg-N4Cb
perf_prod_std_00120,TNWR-4aeR
perf_prod_std_00121,gceF-d32h
perf_prod_std_00122,7C3e-b67A
perf_prod_std_00123,8a4H-iMHN
perf_prod_std_00124,VZ7c-fAG8
perf_prod_std_00125,baD2-BbR8
perf_prod_std_00126,Vd72-dT92
perf_prod_std_00127,4Did-7YfB
perf_prod_std_00128,FcV7-3X7g
perf_prod_std_00129,L8H7-bhG6
perf_prod_std_00130,cWj7-di4K
perf_prod_std_00131,4N9b-Ng69
perf_prod_std_00132,7D6e-gZbF
perf_prod_std_00133,gbF8-VUf4
perf_prod_std_00134,98Q3-Hi3i
perf_prod_std_00135,64F4-iTHf
perf_prod_std_00136,ajGH-Mef8
perf_prod_std_00137,VBFH-BfLK
perf_prod_std_00138,ea4c-9aPC
perf_prod_std_00139,eYCb-hDf7
perf_prod_std_00140,bBEf-2AKV
perf_prod_std_00141,Pf2e-7chJ
perf_prod_std_00142,CcM9-jBcd
perf_prod_std_00143,i63f-H3ZQ
perf_prod_std_00144,YEd3-hU6g
perf_prod_std_00145,edEc-feH8
perf_prod_std_00146,ciQC-j9TG
perf_prod_std_00147,GWZd-gZ28
perf_prod_std_00148,6gAQ-Kfda
perf_prod_std_00149,hTgj-YMUd
perf_prod_std_00150,WFQF-bXaK
perf_prod_std_00151,YaWa-cYDh
perf_prod_std_00152,dcP8-7M7M
perf_prod_std_00153,27gX-E4Yd
perf_prod_std_00154,Md9i-GYgB
perf_prod_std_00155,c8Ch-6WdR
perf_prod_std_00156,DRjL-7hae
perf_prod_std_00157,P6ZX-8Mih
perf_prod_std_00158,WC9X-be3X
perf_prod_std_00159,i4i6-Q6iE
perf_prod_std_00160,3JWf-Eg8X
perf_prod_std_00161,GLgi-8Ub8
perf_prod_std_00162,6Ai4-a4jM
perf_prod_std_00163,E6f7-3H3f
perf_prod_std_00164,VbfN-g29T
perf_prod_std_00165,fife-aNaE
perf_prod_std_00166,4hg8-if9V
perf_prod_std_00167,3fT3-KL9D
perf_prod_std_00168,UjhG-W2Q2
perf_prod_std_00169,dJ9i-d7WZ
perf_prod_std_00170,9aeE-9ZQd
perf_prod_std_00171,dhfg-Gfbe
perf_prod_std_00172,7jhE-L3c8
perf_prod_std_00173,4b6J-83bg
perf_prod_std_00174,4Kd7-edY6
perf_prod_std_00175,GjXN-TacP
perf_prod_std_00176,632b-92fU
perf_prod_std_00177,chgi-23cP
perf_prod_std_00178,Nj6j-iXC4
perf_prod_std_00179,bjQT-cgWe
perf_prod_std_00180,Ej4f-JK6T
perf_prod_std_00181,386j-eaUh
perf_prod_std_00182,gPg8-DbWE
perf_prod_std_00183,YZKT-d8c4
perf_prod_std_00184,3LH3-7hf8
perf_prod_std_00185,fD2g-Ac39
perf_prod_std_00186,KiKB-3Ecg
perf_prod_std_00187,4aRX-gBZ3
perf_prod_std_00188,CV98-49Nb
perf_prod_std_00189,9c26-3AQ6
perf_prod_std_00190,87eJ-Fgag
perf_prod_std_00191,G4jU-ifYd
perf_prod_std_00192,iMg2-7262
perf_prod_std_00193,D4d3-4g2X
perf_prod_std_00194,9CLQ-JQBc
perf_prod_std_00195,7bT4-PabQ
perf_prod_std_00196,ca3W-jcib
perf_prod_std_00197,j9cb-GcZi
perf_prod_std_00198,2iLE-7cDd
perf_prod_std_00199,92F2-7aCA
perf_prod_std_00200,7bBL-Thcd
