tch_20200505-140119_1,class_20200505-140119_1,649H-yZyp,,e7def1ad-dd40-4d8a-bfa7-7064de2dc08f,6bcafa3b-d738-40d5-a800-6efdd319343b,cbdfc76c-d5b4-4c77-8c37-e81c1de46c42,74c3f52e-f049-45b2-9605-3802e1b81f95,2f74e640-a925-4c81-a399-3e1f36f8c05b
tch_20200505-140119_2,class_20200505-140119_2,y37o-nXd8,,a2dc85e1-0fbb-44de-b2f2-1c53c6763bf8,e1cd3f74-04d1-47de-9ae0-384c827a7d1a,3a33949f-cd00-44bb-8d2f-e592ac0130fd,3f3b6d4e-9294-4094-baa4-ad98a34ba5c7,d0f553a7-4e11-4b2c-b3f6-84eedfcf4af3
tch_20200505-140119_3,class_20200505-140119_3,8gf4-3jih,,2a43c9e7-fa61-4efe-813e-acb9dff94ee2,e93f818e-e9bd-4cdb-9fab-401e1965a0a0,37fb35ef-8c67-4ef5-b5ef-cab079e09395,cfa267aa-5d27-4936-b116-0ac73723d67e,6aeb5095-8ed3-40c7-a137-02f0a41102cf
tch_20200505-140119_5,class_20200505-140119_5,3WEq-bUR9,,5b70f3a3-d05a-4128-aeef-1f5af1f54ded,b6900723-4a8b-420e-85c5-4f45b1ef7f97,762dc344-dc85-4e37-8b81-93585f616b2d,df6f3cf4-e3ed-4380-8f82-19ec30f9c9c5,e7e82381-a35b-4b85-985b-9dde1f16bb43
tch_20200505-140119_4,class_20200505-140119_4,4LEZ-vdaY,,f4c1f957-24d0-47f9-8def-13ed1ffaa8fc,ac8cb170-76cf-426d-9e05-137c9e6c27d9,d60f49bc-b9ac-4392-aa4f-6eefeff59ef0,3d14d79c-2b2c-4bd8-8227-072a2c1525ab,3a87d558-7e87-40f9-8f07-c83dfa5dc3ae
tch_20200505-140119_6,class_20200505-140119_6,W6Y6-tK8V,,54303beb-bdd9-4f5c-ab5b-588ca6313f16,e8f40dc3-3f6e-49fe-aea2-1ebee61e9732,360c6e52-0531-4a9f-8670-9a1b904df67b,ebc84d70-f96a-4a96-82d6-da668d35771c,2b4f6877-c699-4a4a-8c66-6d5483d4a9ee
tch_20200505-140119_7,class_20200505-140119_7,HC2Y-DvLf,,c1c2b19d-c96b-47b3-ad4d-fd29565c492f,2123b41b-5d94-4f55-ae53-3c98f6471212,c2845061-9538-4167-af3f-f3f681bace49,063c936f-0864-44a3-9f72-907711c1d5a7,a989fb3b-91eb-40fe-8bff-80db36195df6
tch_20200505-140119_8,class_20200505-140119_8,pZRn-q7z7,,e36b43f4-8162-49a6-a8f3-367343dd3aaa,6cb9a5cc-98dd-4094-b8f9-ad1a6b8bbc2e,93f598cd-91b0-40e4-86c9-96c7853d3a45,a61e45c0-c1b7-419b-81ec-cbef3f692211,1bed490f-e864-482b-9b2a-7159d45261d0
tch_20200505-140119_9,class_20200505-140119_9,6EHx-czTx,,c95537a7-eb53-431a-adf0-809f60bf831b,7e81122d-2334-4eb4-9d8b-7a694d642bb5,20a6b09b-69e5-4241-8647-7580a849a337,8d46df4f-4ea4-4721-a3b1-89f08effa14a,f86261b8-e435-4f74-ae24-5fb902587cc3
tch_20200505-140119_10,class_20200505-140119_10,kQWq-w7e8,,fce5ec9b-3380-4d3a-92f0-64ea9342e17d,f3ec43ff-f5d3-4148-8db5-5fc7866d42d1,3557778f-c96a-4e67-85f3-f2d7d8de1b5a,edaebf2d-ca3e-400f-9561-7b8cb4ca712f,c09ccd34-44c2-4d3e-b6e1-b69ab97bfa98
