student,classcode
perf_prod_std_01011,bM2c-iMgB
perf_prod_std_01012,dQTG-i97U
perf_prod_std_01013,PcV8-h3fW
perf_prod_std_01014,A3gG-jaXK
perf_prod_std_01015,EH2b-GiHF
perf_prod_std_01016,J2c3-4ANE
perf_prod_std_01017,PFeG-7cLb
perf_prod_std_01018,aKc6-9V2H
perf_prod_std_01019,fGg3-6H6h
perf_prod_std_01020,dM7W-T6Ja
perf_prod_std_01021,Qd28-V7gU
perf_prod_std_01022,6e3N-bHeA
perf_prod_std_01023,jX2Y-L2Pf
perf_prod_std_01024,QC7D-QV7g
perf_prod_std_01025,Teg7-K6Bg
perf_prod_std_01026,BbM3-WJbU
perf_prod_std_01027,2F3J-PdLi
perf_prod_std_01028,QYbh-ZcNd
perf_prod_std_01029,KFPa-HWLg
perf_prod_std_01030,72Da-N68g
perf_prod_std_01031,JdVR-gaBF
perf_prod_std_01032,4be3-7TR9
perf_prod_std_01033,hYP7-aBFY
perf_prod_std_01034,fU3d-eVcA
perf_prod_std_01035,d87j-9h4b
perf_prod_std_01036,6Df2-729U
perf_prod_std_01037,3R7D-4gB3
perf_prod_std_01038,hWf3-d3fH
perf_prod_std_01039,eEKd-H98c
perf_prod_std_01040,gbGH-XF3L
perf_prod_std_01041,4d8R-eHAe
perf_prod_std_01042,gW7g-MGac
perf_prod_std_01043,XRch-jH3i
perf_prod_std_01044,i6AE-HZ73
perf_prod_std_01045,hBa7-TCaj
perf_prod_std_01046,UHd4-E2Wi
perf_prod_std_01047,dFa9-K7N9
perf_prod_std_01048,fHdi-he92
perf_prod_std_01049,9cBA-fcVg
perf_prod_std_01050,2X8U-A83a
perf_prod_std_01051,iN9Q-gaPQ
perf_prod_std_01052,H7ag-bY96
perf_prod_std_01053,a8jM-236C
perf_prod_std_01054,igTN-6Nd8
perf_prod_std_01055,4EgP-ec9B
perf_prod_std_01056,2cUH-4J3D
perf_prod_std_01057,HgQU-hGDV
perf_prod_std_01058,gTc2-3Z82
perf_prod_std_01059,NZEW-f7iG
perf_prod_std_01060,K2d2-feKi
perf_prod_std_01061,jPeb-3c87
perf_prod_std_01062,7eEP-fj3f
perf_prod_std_01063,c8P2-Ugj9
perf_prod_std_01064,f2e3-2igc
perf_prod_std_01065,92Nc-H64Y
perf_prod_std_01066,eRW3-acUd
perf_prod_std_01067,c86U-bci8
perf_prod_std_01068,MA46-W2Md
perf_prod_std_01069,K79j-igjb
perf_prod_std_01070,dMH7-bG36
perf_prod_std_01071,6B7a-c6Ua
perf_prod_std_01072,ZHMf-XB4j
perf_prod_std_01073,dT93-jgTU
perf_prod_std_01074,JYWT-i29M
perf_prod_std_01075,fidc-haXa
perf_prod_std_01076,C2QW-giZ6
perf_prod_std_01077,hjJ9-BgiH
perf_prod_std_01078,67X7-3PaK
perf_prod_std_01079,H73Q-edha
perf_prod_std_01080,bP8d-aieY
perf_prod_std_01081,Qe8c-gQ6g
perf_prod_std_01082,3f9Z-2dXB
perf_prod_std_01083,2c89-Hfec
perf_prod_std_01084,4M67-2Mj4
perf_prod_std_01085,B9Bg-R3f6
perf_prod_std_01086,Hhe4-g2iU
perf_prod_std_01087,f8dP-c24i
perf_prod_std_01088,dMUT-938f
perf_prod_std_01089,Yb2W-4Ed4
perf_prod_std_01090,bdKe-9Xa8
perf_prod_std_01091,b6jd-chf2
perf_prod_std_01092,49eg-8PN3
perf_prod_std_01093,eKTh-7M8i
perf_prod_std_01094,f2Db-3Mbj
perf_prod_std_01095,Ye6h-gGRj
perf_prod_std_01096,a6dZ-3eRA
perf_prod_std_01097,9NEG-gPZa
perf_prod_std_01098,e6KE-CPad
perf_prod_std_01099,cVeF-6djA
perf_prod_std_01100,f9aM-RWZG
perf_prod_std_01101,27Ce-8had
perf_prod_std_01102,M6dc-edNG
perf_prod_std_01103,4d6c-eMg4
perf_prod_std_01104,PhLi-BZif
perf_prod_std_01105,bYZ7-HFX2
perf_prod_std_01106,6c2j-gbhU
perf_prod_std_01107,ec6a-hQh9
perf_prod_std_01108,WM9D-A7iR
perf_prod_std_01109,6GiP-F83j
perf_prod_std_01110,gW84-NgC8
perf_prod_std_01111,H769-MNeF
perf_prod_std_01112,39gQ-jFe4
perf_prod_std_01113,7c7A-62g9
perf_prod_std_01114,4ebi-Uf43
perf_prod_std_01115,gP7e-34G9
perf_prod_std_01116,T6fD-Wj7Z
