student,classcode
perf_prod_std_05711,7hj3-VFBd
perf_prod_std_05712,jaEY-aTcH
perf_prod_std_05713,idXi-9jac
perf_prod_std_05714,PJjd-Uaeg
perf_prod_std_05715,dcah-jBN8
perf_prod_std_05716,cij6-FfKe
perf_prod_std_05717,6g68-gjC4
perf_prod_std_05718,VAEg-6X9Q
perf_prod_std_05719,TeEg-N4Cb
perf_prod_std_05720,TNWR-4aeR
perf_prod_std_05721,gceF-d32h
perf_prod_std_05722,7C3e-b67A
perf_prod_std_05723,8a4H-iMHN
perf_prod_std_05724,VZ7c-fAG8
perf_prod_std_05725,baD2-BbR8
perf_prod_std_05726,Vd72-dT92
perf_prod_std_05727,4Did-7YfB
perf_prod_std_05728,FcV7-3X7g
perf_prod_std_05729,L8H7-bhG6
perf_prod_std_05730,cWj7-di4K
perf_prod_std_05731,4N9b-Ng69
perf_prod_std_05732,7D6e-gZbF
perf_prod_std_05733,gbF8-VUf4
perf_prod_std_05734,98Q3-Hi3i
perf_prod_std_05735,64F4-iTHf
perf_prod_std_05736,ajGH-Mef8
perf_prod_std_05737,VBFH-BfLK
perf_prod_std_05738,ea4c-9aPC
perf_prod_std_05739,eYCb-hDf7
perf_prod_std_05740,bBEf-2AKV
perf_prod_std_05741,Pf2e-7chJ
perf_prod_std_05742,CcM9-jBcd
perf_prod_std_05743,i63f-H3ZQ
perf_prod_std_05744,YEd3-hU6g
perf_prod_std_05745,edEc-feH8
perf_prod_std_05746,ciQC-j9TG
perf_prod_std_05747,GWZd-gZ28
perf_prod_std_05748,6gAQ-Kfda
perf_prod_std_05749,hTgj-YMUd
perf_prod_std_05750,WFQF-bXaK
perf_prod_std_05751,YaWa-cYDh
perf_prod_std_05752,dcP8-7M7M
perf_prod_std_05753,27gX-E4Yd
perf_prod_std_05754,Md9i-GYgB
perf_prod_std_05755,c8Ch-6WdR
perf_prod_std_05756,DRjL-7hae
perf_prod_std_05757,P6ZX-8Mih
perf_prod_std_05758,WC9X-be3X
perf_prod_std_05759,i4i6-Q6iE
perf_prod_std_05760,3JWf-Eg8X
perf_prod_std_05761,GLgi-8Ub8
perf_prod_std_05762,6Ai4-a4jM
perf_prod_std_05763,E6f7-3H3f
perf_prod_std_05764,VbfN-g29T
perf_prod_std_05765,fife-aNaE
perf_prod_std_05766,4hg8-if9V
perf_prod_std_05767,3fT3-KL9D
perf_prod_std_05768,UjhG-W2Q2
perf_prod_std_05769,dJ9i-d7WZ
perf_prod_std_05770,9aeE-9ZQd
perf_prod_std_05771,dhfg-Gfbe
perf_prod_std_05772,7jhE-L3c8
perf_prod_std_05773,4b6J-83bg
perf_prod_std_05774,4Kd7-edY6
perf_prod_std_05775,GjXN-TacP
perf_prod_std_05776,632b-92fU
perf_prod_std_05777,chgi-23cP
perf_prod_std_05778,Nj6j-iXC4
perf_prod_std_05779,bjQT-cgWe
perf_prod_std_05780,Ej4f-JK6T
perf_prod_std_05781,386j-eaUh
perf_prod_std_05782,gPg8-DbWE
perf_prod_std_05783,YZKT-d8c4
perf_prod_std_05784,3LH3-7hf8
perf_prod_std_05785,fD2g-Ac39
perf_prod_std_05786,KiKB-3Ecg
perf_prod_std_05787,4aRX-gBZ3
perf_prod_std_05788,CV98-49Nb
perf_prod_std_05789,9c26-3AQ6
perf_prod_std_05790,87eJ-Fgag
perf_prod_std_05791,G4jU-ifYd
perf_prod_std_05792,iMg2-7262
perf_prod_std_05793,D4d3-4g2X
perf_prod_std_05794,9CLQ-JQBc
perf_prod_std_05795,7bT4-PabQ
perf_prod_std_05796,ca3W-jcib
perf_prod_std_05797,j9cb-GcZi
perf_prod_std_05798,2iLE-7cDd
perf_prod_std_05799,92F2-7aCA
perf_prod_std_05800,7bBL-Thcd
perf_prod_std_05801,V6g6-iLbc
perf_prod_std_05802,e27c-e6Ve
perf_prod_std_05803,9dhf-68Y7
perf_prod_std_05804,J6e2-b29C
perf_prod_std_05805,hEh7-gi4L
perf_prod_std_05806,Q3e3-jeRf
perf_prod_std_05807,7623-f8N3
perf_prod_std_05808,a43P-DeDj
perf_prod_std_05809,NjLb-cAfh
perf_prod_std_05810,eQiH-6j93
perf_prod_std_05811,bM2c-iMgB
perf_prod_std_05812,dQTG-i97U
perf_prod_std_05813,PcV8-h3fW
perf_prod_std_05814,A3gG-jaXK
perf_prod_std_05815,EH2b-GiHF
perf_prod_std_05816,J2c3-4ANE
perf_prod_std_05817,PFeG-7cLb
perf_prod_std_05818,aKc6-9V2H
perf_prod_std_05819,fGg3-6H6h
perf_prod_std_05820,dM7W-T6Ja
perf_prod_std_05821,Qd28-V7gU
perf_prod_std_05822,6e3N-bHeA
perf_prod_std_05823,jX2Y-L2Pf
perf_prod_std_05824,QC7D-QV7g
perf_prod_std_05825,Teg7-K6Bg
perf_prod_std_05826,BbM3-WJbU
perf_prod_std_05827,2F3J-PdLi
perf_prod_std_05828,QYbh-ZcNd
perf_prod_std_05829,KFPa-HWLg
perf_prod_std_05830,72Da-N68g
perf_prod_std_05831,JdVR-gaBF
perf_prod_std_05832,4be3-7TR9
perf_prod_std_05833,hYP7-aBFY
perf_prod_std_05834,fU3d-eVcA
perf_prod_std_05835,d87j-9h4b
perf_prod_std_05836,6Df2-729U
perf_prod_std_05837,3R7D-4gB3
perf_prod_std_05838,hWf3-d3fH
perf_prod_std_05839,eEKd-H98c
perf_prod_std_05840,gbGH-XF3L
perf_prod_std_05841,4d8R-eHAe
perf_prod_std_05842,gW7g-MGac
perf_prod_std_05843,XRch-jH3i
perf_prod_std_05844,i6AE-HZ73
perf_prod_std_05845,hBa7-TCaj
perf_prod_std_05846,UHd4-E2Wi
perf_prod_std_05847,dFa9-K7N9
perf_prod_std_05848,fHdi-he92
perf_prod_std_05849,9cBA-fcVg
perf_prod_std_05850,2X8U-A83a
perf_prod_std_05851,iN9Q-gaPQ
perf_prod_std_05852,H7ag-bY96
perf_prod_std_05853,a8jM-236C
perf_prod_std_05854,igTN-6Nd8
perf_prod_std_05855,4EgP-ec9B
perf_prod_std_05856,2cUH-4J3D
perf_prod_std_05857,HgQU-hGDV
perf_prod_std_05858,gTc2-3Z82
perf_prod_std_05859,NZEW-f7iG
perf_prod_std_05860,K2d2-feKi
perf_prod_std_05861,jPeb-3c87
perf_prod_std_05862,7eEP-fj3f
perf_prod_std_05863,c8P2-Ugj9
perf_prod_std_05864,f2e3-2igc
perf_prod_std_05865,92Nc-H64Y
perf_prod_std_05866,eRW3-acUd
perf_prod_std_05867,c86U-bci8
perf_prod_std_05868,MA46-W2Md
perf_prod_std_05869,K79j-igjb
perf_prod_std_05870,dMH7-bG36
perf_prod_std_05871,6B7a-c6Ua
perf_prod_std_05872,ZHMf-XB4j
perf_prod_std_05873,dT93-jgTU
perf_prod_std_05874,JYWT-i29M
perf_prod_std_05875,fidc-haXa
perf_prod_std_05876,C2QW-giZ6
perf_prod_std_05877,hjJ9-BgiH
perf_prod_std_05878,67X7-3PaK
perf_prod_std_05879,H73Q-edha
perf_prod_std_05880,bP8d-aieY
perf_prod_std_05881,Qe8c-gQ6g
perf_prod_std_05882,3f9Z-2dXB
perf_prod_std_05883,2c89-Hfec
perf_prod_std_05884,4M67-2Mj4
perf_prod_std_05885,B9Bg-R3f6
perf_prod_std_05886,Hhe4-g2iU
perf_prod_std_05887,f8dP-c24i
perf_prod_std_05888,dMUT-938f
perf_prod_std_05889,Yb2W-4Ed4
perf_prod_std_05890,bdKe-9Xa8
perf_prod_std_05891,b6jd-chf2
perf_prod_std_05892,49eg-8PN3
perf_prod_std_05893,eKTh-7M8i
perf_prod_std_05894,f2Db-3Mbj
perf_prod_std_05895,Ye6h-gGRj
perf_prod_std_05896,a6dZ-3eRA
perf_prod_std_05897,9NEG-gPZa
perf_prod_std_05898,e6KE-CPad
perf_prod_std_05899,cVeF-6djA
perf_prod_std_05900,f9aM-RWZG
perf_prod_std_05901,27Ce-8had
perf_prod_std_05902,M6dc-edNG
perf_prod_std_05903,4d6c-eMg4
perf_prod_std_05904,PhLi-BZif
perf_prod_std_05905,bYZ7-HFX2
perf_prod_std_05906,6c2j-gbhU
perf_prod_std_05907,ec6a-hQh9
perf_prod_std_05908,WM9D-A7iR
perf_prod_std_05909,6GiP-F83j
perf_prod_std_05910,gW84-NgC8
perf_prod_std_05911,H769-MNeF
perf_prod_std_05912,39gQ-jFe4
perf_prod_std_05913,7c7A-62g9
perf_prod_std_05914,4ebi-Uf43
perf_prod_std_05915,gP7e-34G9
perf_prod_std_05916,T6fD-Wj7Z
perf_prod_std_05917,E6fj-a72j
perf_prod_std_05918,37H4-6iLX
perf_prod_std_05919,hdEP-DdNA
perf_prod_std_05920,G32g-ha9g
perf_prod_std_05921,9GW8-4cac
perf_prod_std_05922,4gcB-ecfh
perf_prod_std_05923,dXc9-Ff7a
perf_prod_std_05924,gN84-8eR9
perf_prod_std_05925,UHcG-RXg7
perf_prod_std_05926,eYjb-ZGh7
perf_prod_std_05927,hZ26-cj2a
perf_prod_std_05928,7e4d-cgCg
perf_prod_std_05929,3cBR-2d2E
perf_prod_std_05930,K6aj-XB9M
perf_prod_std_05931,K8hF-3W4M
perf_prod_std_05932,aK3e-iEL7
perf_prod_std_05933,i36j-iCLc
perf_prod_std_05934,3T2d-Nef2
perf_prod_std_05935,aBNg-7VC7
perf_prod_std_05936,P2Bb-ac4A
perf_prod_std_05937,AbB2-He3E
perf_prod_std_05938,7dQi-W9Y4
perf_prod_std_05939,aQLg-6P8c
perf_prod_std_05940,bEjL-8942
perf_prod_std_05941,H2Af-dCJe
perf_prod_std_05942,MQh9-DERc
perf_prod_std_05943,T69g-Ki6H
perf_prod_std_05944,Dh4h-WUjh
perf_prod_std_05945,Jc79-aE7H
perf_prod_std_05946,b2K3-LQDW
perf_prod_std_05947,2bfh-d7a4
perf_prod_std_05948,ZfiR-U9d2
perf_prod_std_05949,j4Z8-LbBf
perf_prod_std_05950,Ghgc-eP8e
perf_prod_std_05951,Xg9N-e3Na
perf_prod_std_05952,G6eg-U8f3
perf_prod_std_05953,DWGj-Fc8R
perf_prod_std_05954,7KeU-gQ7h
perf_prod_std_05955,b72Q-9Geg
perf_prod_std_05956,7Mai-Y3gX
perf_prod_std_05957,dg94-QdAd
perf_prod_std_05958,eBHK-Zjb6
perf_prod_std_05959,CW7i-dhia
perf_prod_std_05960,Q8bY-F6ib
perf_prod_std_05961,42GB-Y4e2
perf_prod_std_05962,39Lc-2BH6
perf_prod_std_05963,igch-aLbA
perf_prod_std_05964,ceaF-ciQb
perf_prod_std_05965,9bji-3QfP
perf_prod_std_05966,dYNF-XJ8F
perf_prod_std_05967,8jda-4ieU
perf_prod_std_05968,7386-geVc
perf_prod_std_05969,h8DG-Dd9j
perf_prod_std_05970,D4Vc-e4je
perf_prod_std_05971,9bXg-CjHd
perf_prod_std_05972,jbML-cPUE
perf_prod_std_05973,9ZY2-96e4
