tch_20220824-175616_12,2d23ee1d-59aa-43d2-bbe7-023559f53753,class_20220824-175616_12,Xfjn-6h78,ee0f1cb5-ff41-4d02-bca8-35ebffb5ab3d
tch_20220824-175616_11,97498192-57b9-48e3-a614-cfac38d285ee,class_20220824-175616_11,9GcE-Pm4w,442450d8-9c27-415c-9a08-5d92c7dfecd3
tch_20220824-175616_10,080449e3-6fbb-4a1e-9392-4f5071383633,class_20220824-175616_10,P7EX-Mw6G,cc3b8252-4c74-4b92-898a-5c651018ccec
tch_20220824-175616_2,ba7ce4df-763e-4127-a383-8fd0ffee0a8b,class_20220824-175616_2,uKdm-wvPA,a2275dcd-cf94-4876-a830-085ecca499bf
tch_20220824-175616_13,e72ee00f-9164-4bfd-af41-a1a361288718,class_20220824-175616_13,H6Zx-WBqL,c8816daa-2dba-4190-bdb1-ad2d001627de
tch_20220824-175616_8,e260a23b-bd96-4f7d-98ca-7ffbeb57de50,class_20220824-175616_8,eN7P-E3xe,21bce3ad-a0e9-4b60-9ca4-e214cccee3f0
tch_20220824-175616_6,704870a3-bdb9-4b27-8f52-0ef6a156163d,class_20220824-175616_6,92uB-CaiW,6d9ac57c-51e4-4ec1-b3f0-da3010763cbf
tch_20220824-175616_5,29dbc135-d284-43d9-b56a-923013305e71,class_20220824-175616_5,Z7ab-Ai3G,6b19be5c-d75e-495c-afe9-512762db7ebb
tch_20220824-175616_9,98de58db-2ab4-4e64-beed-0c079ef59475,class_20220824-175616_9,3DoY-6iWQ,3c4d4fa1-53c3-4ce1-a127-923d7de5d618
tch_20220824-175616_3,99b86f63-4769-4e89-8168-391fa4e917a7,class_20220824-175616_3,H23b-3XdJ,a2155e46-2f52-4165-bc70-6b839f991fc9
tch_20220824-175616_4,7f92389a-096a-44fb-a464-04ce2440ce4d,class_20220824-175616_4,7QGw-PhL2,a579a203-2f9d-4eaa-bd21-84323ea3eb08
tch_20220824-175616_14,12217db1-7f71-4cdd-8c1f-2e9a91bea2b5,class_20220824-175616_14,4wWT-Q3cq,edd5b982-ef9e-4294-9dc8-eb776de5397d
tch_20220824-175616_15,ffebd3f6-57ed-485c-b7d2-e3a0bfdd020d,class_20220824-175616_15,4uiB-i8qV,61f4389a-fd3e-45f6-88d0-41841cb13aa2
tch_20220824-175616_7,0a3beae6-f8ed-42e8-a6e5-a24545013a57,class_20220824-175616_7,74si-qwm3,508328e3-3691-4cd2-b765-38eca9a44ab9
