student,classcode
perf_prod_std_04511,7hj3-VFBd
perf_prod_std_04512,jaEY-aTcH
perf_prod_std_04513,idXi-9jac
perf_prod_std_04514,PJjd-Uaeg
perf_prod_std_04515,dcah-jBN8
perf_prod_std_04516,cij6-FfKe
perf_prod_std_04517,6g68-gjC4
perf_prod_std_04518,VAEg-6X9Q
perf_prod_std_04519,TeEg-N4Cb
perf_prod_std_04520,TNWR-4aeR
perf_prod_std_04521,gceF-d32h
perf_prod_std_04522,7C3e-b67A
perf_prod_std_04523,8a4H-iMHN
perf_prod_std_04524,VZ7c-fAG8
perf_prod_std_04525,baD2-BbR8
perf_prod_std_04526,Vd72-dT92
perf_prod_std_04527,4Did-7YfB
perf_prod_std_04528,FcV7-3X7g
perf_prod_std_04529,L8H7-bhG6
perf_prod_std_04530,cWj7-di4K
perf_prod_std_04531,4N9b-Ng69
perf_prod_std_04532,7D6e-gZbF
perf_prod_std_04533,gbF8-VUf4
perf_prod_std_04534,98Q3-Hi3i
perf_prod_std_04535,64F4-iTHf
perf_prod_std_04536,ajGH-Mef8
perf_prod_std_04537,VBFH-BfLK
perf_prod_std_04538,ea4c-9aPC
perf_prod_std_04539,eYCb-hDf7
perf_prod_std_04540,bBEf-2AKV
perf_prod_std_04541,Pf2e-7chJ
perf_prod_std_04542,CcM9-jBcd
perf_prod_std_04543,i63f-H3ZQ
perf_prod_std_04544,YEd3-hU6g
perf_prod_std_04545,edEc-feH8
perf_prod_std_04546,ciQC-j9TG
perf_prod_std_04547,GWZd-gZ28
perf_prod_std_04548,6gAQ-Kfda
perf_prod_std_04549,hTgj-YMUd
perf_prod_std_04550,WFQF-bXaK
perf_prod_std_04551,YaWa-cYDh
perf_prod_std_04552,dcP8-7M7M
perf_prod_std_04553,27gX-E4Yd
perf_prod_std_04554,Md9i-GYgB
perf_prod_std_04555,c8Ch-6WdR
perf_prod_std_04556,DRjL-7hae
perf_prod_std_04557,P6ZX-8Mih
perf_prod_std_04558,WC9X-be3X
perf_prod_std_04559,i4i6-Q6iE
perf_prod_std_04560,3JWf-Eg8X
perf_prod_std_04561,GLgi-8Ub8
perf_prod_std_04562,6Ai4-a4jM
perf_prod_std_04563,E6f7-3H3f
perf_prod_std_04564,VbfN-g29T
perf_prod_std_04565,fife-aNaE
perf_prod_std_04566,4hg8-if9V
perf_prod_std_04567,3fT3-KL9D
perf_prod_std_04568,UjhG-W2Q2
perf_prod_std_04569,dJ9i-d7WZ
perf_prod_std_04570,9aeE-9ZQd
perf_prod_std_04571,dhfg-Gfbe
perf_prod_std_04572,7jhE-L3c8
perf_prod_std_04573,4b6J-83bg
perf_prod_std_04574,4Kd7-edY6
perf_prod_std_04575,GjXN-TacP
perf_prod_std_04576,632b-92fU
perf_prod_std_04577,chgi-23cP
perf_prod_std_04578,Nj6j-iXC4
perf_prod_std_04579,bjQT-cgWe
perf_prod_std_04580,Ej4f-JK6T
perf_prod_std_04581,386j-eaUh
perf_prod_std_04582,gPg8-DbWE
perf_prod_std_04583,YZKT-d8c4
perf_prod_std_04584,3LH3-7hf8
perf_prod_std_04585,fD2g-Ac39
perf_prod_std_04586,KiKB-3Ecg
perf_prod_std_04587,4aRX-gBZ3
perf_prod_std_04588,CV98-49Nb
perf_prod_std_04589,9c26-3AQ6
perf_prod_std_04590,87eJ-Fgag
perf_prod_std_04591,G4jU-ifYd
perf_prod_std_04592,iMg2-7262
perf_prod_std_04593,D4d3-4g2X
perf_prod_std_04594,9CLQ-JQBc
