student,classcode
perf_prod_std_03011,bM2c-iMgB
perf_prod_std_03012,dQTG-i97U
perf_prod_std_03013,PcV8-h3fW
perf_prod_std_03014,A3gG-jaXK
perf_prod_std_03015,EH2b-GiHF
perf_prod_std_03016,J2c3-4ANE
perf_prod_std_03017,PFeG-7cLb
perf_prod_std_03018,aKc6-9V2H
perf_prod_std_03019,fGg3-6H6h
perf_prod_std_03020,dM7W-T6Ja
perf_prod_std_03021,Qd28-V7gU
perf_prod_std_03022,6e3N-bHeA
perf_prod_std_03023,jX2Y-L2Pf
perf_prod_std_03024,QC7D-QV7g
perf_prod_std_03025,Teg7-K6Bg
perf_prod_std_03026,BbM3-WJbU
perf_prod_std_03027,2F3J-PdLi
perf_prod_std_03028,QYbh-ZcNd
perf_prod_std_03029,KFPa-HWLg
perf_prod_std_03030,72Da-N68g
perf_prod_std_03031,JdVR-gaBF
perf_prod_std_03032,4be3-7TR9
perf_prod_std_03033,hYP7-aBFY
perf_prod_std_03034,fU3d-eVcA
perf_prod_std_03035,d87j-9h4b
perf_prod_std_03036,6Df2-729U
perf_prod_std_03037,3R7D-4gB3
perf_prod_std_03038,hWf3-d3fH
perf_prod_std_03039,eEKd-H98c
perf_prod_std_03040,gbGH-XF3L
perf_prod_std_03041,4d8R-eHAe
perf_prod_std_03042,gW7g-MGac
perf_prod_std_03043,XRch-jH3i
perf_prod_std_03044,i6AE-HZ73
perf_prod_std_03045,hBa7-TCaj
perf_prod_std_03046,UHd4-E2Wi
perf_prod_std_03047,dFa9-K7N9
perf_prod_std_03048,fHdi-he92
perf_prod_std_03049,9cBA-fcVg
perf_prod_std_03050,2X8U-A83a
perf_prod_std_03051,iN9Q-gaPQ
perf_prod_std_03052,H7ag-bY96
perf_prod_std_03053,a8jM-236C
perf_prod_std_03054,igTN-6Nd8
perf_prod_std_03055,4EgP-ec9B
perf_prod_std_03056,2cUH-4J3D
perf_prod_std_03057,HgQU-hGDV
perf_prod_std_03058,gTc2-3Z82
perf_prod_std_03059,NZEW-f7iG
perf_prod_std_03060,K2d2-feKi
perf_prod_std_03061,jPeb-3c87
perf_prod_std_03062,7eEP-fj3f
perf_prod_std_03063,c8P2-Ugj9
perf_prod_std_03064,f2e3-2igc
perf_prod_std_03065,92Nc-H64Y
perf_prod_std_03066,eRW3-acUd
perf_prod_std_03067,c86U-bci8
perf_prod_std_03068,MA46-W2Md
perf_prod_std_03069,K79j-igjb
perf_prod_std_03070,dMH7-bG36
perf_prod_std_03071,6B7a-c6Ua
perf_prod_std_03072,ZHMf-XB4j
perf_prod_std_03073,dT93-jgTU
perf_prod_std_03074,JYWT-i29M
perf_prod_std_03075,fidc-haXa
perf_prod_std_03076,C2QW-giZ6
perf_prod_std_03077,hjJ9-BgiH
perf_prod_std_03078,67X7-3PaK
perf_prod_std_03079,H73Q-edha
perf_prod_std_03080,bP8d-aieY
perf_prod_std_03081,Qe8c-gQ6g
perf_prod_std_03082,3f9Z-2dXB
perf_prod_std_03083,2c89-Hfec
perf_prod_std_03084,4M67-2Mj4
perf_prod_std_03085,B9Bg-R3f6
perf_prod_std_03086,Hhe4-g2iU
perf_prod_std_03087,f8dP-c24i
perf_prod_std_03088,dMUT-938f
perf_prod_std_03089,Yb2W-4Ed4
perf_prod_std_03090,bdKe-9Xa8
perf_prod_std_03091,b6jd-chf2
perf_prod_std_03092,49eg-8PN3
perf_prod_std_03093,eKTh-7M8i
perf_prod_std_03094,f2Db-3Mbj
perf_prod_std_03095,Ye6h-gGRj
perf_prod_std_03096,a6dZ-3eRA
perf_prod_std_03097,9NEG-gPZa
perf_prod_std_03098,e6KE-CPad
perf_prod_std_03099,cVeF-6djA
perf_prod_std_03100,f9aM-RWZG
perf_prod_std_03101,27Ce-8had
perf_prod_std_03102,M6dc-edNG
perf_prod_std_03103,4d6c-eMg4
perf_prod_std_03104,PhLi-BZif
perf_prod_std_03105,bYZ7-HFX2
perf_prod_std_03106,6c2j-gbhU
perf_prod_std_03107,ec6a-hQh9
