std_1659341489023_1,628468ab-1255-4ff5-b03c-b78ae5a01fae,tch_20220801-133814_1
std_1659341619453_1,a3559aeb-9eb5-49f7-9c6d-f14291e0aadf,tch_20220801-133814_1
std_1659341533491_2,cee8437f-2bb7-406c-9cfd-9539f1c7edae,tch_20220801-133814_2
std_1659341752043_1,8ab76ea6-8485-4d50-80e3-9d80896e68d5,tch_20220801-133814_1
std_1659341664361_2,2d7fcf56-5a36-4734-bd2e-9d1188a7c603,tch_20220801-133814_2
tch_20220801-133814_1,31b87231-6f89-4ab0-9185-2d2eff70802f,tch_20220801-133814_1
std_1659341793493_2,9814d04e-a132-4cc2-b740-839dfbb79914,tch_20220801-133814_2
std_1659341595168_3,66e69ef0-e059-4104-ae69-7d0e097b2220,tch_20220801-133814_3
tch_20220801-133814_2,40f9cdb9-e4d3-4da9-a94f-2912d8dfdcb9,tch_20220801-133814_2
std_1659341727598_3,98ede581-c5cb-414f-b1ae-b25b7d6ff160,tch_20220801-133814_3
std_1659341642135_4,70bc8b12-1f60-4872-9c48-fd912f6ad081,tch_20220801-133814_4
std_1659341861129_3,ebf81b98-d35d-44d4-9291-c82b30d9d8c8,tch_20220801-133814_3
std_1659341770608_4,e7a25e1a-09ca-4480-b7f2-d2693f4d0d58,tch_20220801-133814_4
tch_20220801-133814_3,c99e0e4b-2a8d-4d52-a11d-8c604f3ea278,tch_20220801-133814_3
std_1659341689665_5,53fc31fb-bc98-4434-984f-f513d51c300a,tch_20220801-133814_5
std_1659341908341_4,7df319d6-dc22-4e54-9010-3a431783bf35,tch_20220801-133814_4
std_1659341823862_5,a78b30dd-90a9-48af-a479-5fe283ce0a0f,tch_20220801-133814_5
tch_20220801-133814_4,44884031-0cdc-4ac4-af74-05e113dab3f7,tch_20220801-133814_4
std_1659341732455_6,ce135b56-9377-42ae-86cf-3c55c4404105,tch_20220801-133814_6
std_1659341951515_5,fe7cdc9c-7815-4672-bb66-49dc3ce57df8,tch_20220801-133814_5
