tch_20200715-184352_1,a2441f7f-c69d-11ea-af23-0242ac110002,std_1594819091063_1,6da9a18b-6b22-451e-9190-d9be06b81cd3
tch_20200715-184352_1,9c48c049-c69d-11ea-af23-0242ac110002,std_1594819080993_1,6da9a18b-6b22-451e-9190-d9be06b81cd3
tch_20200715-184352_2,a535c179-c69d-11ea-89f8-0242ac110002,std_1594819095980_2,b014bc2d-0bff-4e69-9967-f2afe57554bb
tch_20200715-184352_1,9509e4ce-c69d-11ea-af23-0242ac110002,std_1594819068899_1,6da9a18b-6b22-451e-9190-d9be06b81cd3
tch_20200715-184352_2,a0b801cb-c69d-11ea-89f8-0242ac110002,std_1594819088460_2,b014bc2d-0bff-4e69-9967-f2afe57554bb
tch_20200715-184352_1,8e4edf0c-c69d-11ea-89f8-0242ac110002,std_1594819057578_1,6da9a18b-6b22-451e-9190-d9be06b81cd3
tch_20200715-184352_2,9b570d57-c69d-11ea-96b3-0242ac110002,std_1594819079416_2,b014bc2d-0bff-4e69-9967-f2afe57554bb
tch_20200715-184352_1,8730f8f0-c69d-11ea-89f8-0242ac110002,std_1594819045647_1,6da9a18b-6b22-451e-9190-d9be06b81cd3
tch_20200715-184352_2,958d457f-c69d-11ea-af23-0242ac110002,std_1594819069779_2,b014bc2d-0bff-4e69-9967-f2afe57554bb
tch_20200715-184352_3,ad658cc8-c69d-11ea-acee-0242ac110002,std_1594819109755_3,63819e6b-0824-43c6-a80f-82642bff8462
tch_20200715-184352_2,8f6112c3-c69d-11ea-af23-0242ac110002,std_1594819059386_2,b014bc2d-0bff-4e69-9967-f2afe57554bb
tch_20200715-184352_3,a6b66e22-c69d-11ea-acee-0242ac110002,std_1594819098508_3,63819e6b-0824-43c6-a80f-82642bff8462
tch_20200715-184352_1,825e6250-c69d-11ea-96b3-0242ac110002,std_1594819037527_1,570cea9e-af69-4206-9de4-2329d19329dc
tch_20200715-184352_3,a096492f-c69d-11ea-af23-0242ac110002,std_1594819088162_3,63819e6b-0824-43c6-a80f-82642bff8462
tch_20200715-184352_1,7c54aa72-c69d-11ea-96b3-0242ac110002,std_1594819027402_1,570cea9e-af69-4206-9de4-2329d19329dc
tch_20200715-184352_4,b4684a52-c69d-11ea-af23-0242ac110002,std_1594819121471_4,13872b91-f1a3-4658-b034-58684f520ff4
tch_20200715-184352_3,9bb8b58a-c69d-11ea-af23-0242ac110002,std_1594819080081_3,63819e6b-0824-43c6-a80f-82642bff8462
tch_20200715-184352_2,8829b080-c69d-11ea-acee-0242ac110002,std_1594819047267_2,c788d871-7fe5-4d4b-987a-2d627f02aa8e
tch_20200715-184352_3,95b4a34a-c69d-11ea-acee-0242ac110002,std_1594819069994_3,63819e6b-0824-43c6-a80f-82642bff8462
tch_20200715-184352_1,7663fa2f-c69d-11ea-96b3-0242ac110002,std_1594819017428_1,570cea9e-af69-4206-9de4-2329d19329dc
tch_20200715-184352_4,adfc9d37-c69d-11ea-acee-0242ac110002,std_1594819110737_4,13872b91-f1a3-4658-b034-58684f520ff4
tch_20200715-184352_2,8325830d-c69d-11ea-89f8-0242ac110002,std_1594819038855_2,c788d871-7fe5-4d4b-987a-2d627f02aa8e
tch_20200715-184352_1,6ffc1cf8-c69d-11ea-af23-0242ac110002,std_1594819006700_1,570cea9e-af69-4206-9de4-2329d19329dc
tch_20200715-184352_4,a889ceea-c69d-11ea-89f8-0242ac110002,std_1594819101577_4,13872b91-f1a3-4658-b034-58684f520ff4
tch_20200715-184352_2,7e03ba0b-c69d-11ea-acee-0242ac110002,std_1594819030245_2,c788d871-7fe5-4d4b-987a-2d627f02aa8e
tch_20200715-184352_1,6ac98bea-c69d-11ea-af23-0242ac110002,std_1594818997978_1,570cea9e-af69-4206-9de4-2329d19329dc
tch_20200715-184352_4,a41ab4ad-c69d-11ea-acee-0242ac110002,std_1594819094136_4,13872b91-f1a3-4658-b034-58684f520ff4
tch_20200715-184352_2,798b2aff-c69d-11ea-89f8-0242ac110002,std_1594819022726_2,c788d871-7fe5-4d4b-987a-2d627f02aa8e
tch_20200715-184352_4,9d783fc7-c69d-11ea-96b3-0242ac110002,std_1594819083013_4,13872b91-f1a3-4658-b034-58684f520ff4
tch_20200715-184352_2,733612ad-c69d-11ea-af23-0242ac110002,std_1594819012117_2,c788d871-7fe5-4d4b-987a-2d627f02aa8e
tch_20200715-184352_3,90ad40e5-c69d-11ea-af23-0242ac110002,std_1594819061562_3,6d12d158-06ef-4b69-bb4f-218f50cc29ab
tch_20200715-184352_3,8bd8af4d-c69d-11ea-acee-0242ac110002,std_1594819053442_3,6d12d158-06ef-4b69-bb4f-218f50cc29ab
tch_20200715-184352_5,bfff0e19-c69d-11ea-af23-0242ac110002,std_1594819140949_5,295ffabc-0980-42de-a947-9a080c8719e5
tch_20200715-184352_3,84b5e673-c69d-11ea-acee-0242ac110002,std_1594819041457_3,6d12d158-06ef-4b69-bb4f-218f50cc29ab
