student,classcode
1810std10039221a0a358393ff177e1a1739a001,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a002,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a003,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a004,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a005,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a006,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a007,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a008,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a009,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a010,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a011,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a012,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a013,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a014,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a015,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a016,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a017,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a018,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a019,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a020,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a021,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a022,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a023,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a024,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a025,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a026,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a027,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a028,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a029,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a030,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a031,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a032,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a033,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a034,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a035,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a036,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a037,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a038,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a039,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a040,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a041,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a042,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a043,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a044,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a045,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a046,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a047,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a048,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a049,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a050,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a051,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a052,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a053,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a054,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a055,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a056,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a057,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a058,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a059,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a060,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a061,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a062,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a063,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a064,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a065,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a066,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a067,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a068,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a069,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a070,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a071,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a072,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a073,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a074,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a075,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a076,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a077,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a078,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a079,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a080,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a081,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a082,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a083,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a084,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a085,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a086,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a087,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a088,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a089,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a090,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a091,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a092,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a093,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a094,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a095,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a096,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a097,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a098,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a099,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a100,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a101,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a102,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a103,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a104,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a105,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a106,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a107,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a108,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a109,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a110,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a111,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a112,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a113,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a114,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a115,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a116,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a117,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a118,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a119,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a120,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a121,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a122,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a123,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a124,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a125,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a126,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a127,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a128,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a129,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a130,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a131,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a132,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a133,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a134,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a135,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a136,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a137,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a138,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a139,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a140,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a141,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a142,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a143,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a144,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a145,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a146,VfHc-Vcd4
1810std10039221a0a358393ff177e1a1739a147,VfHc-Vcd4
