student,classcode
student1003241001,84Ej-E4b9
student1003241002,jP6g-2hWa
student1003241003,3ehN-i4U3
student1003241004,ci84-dhDj
student1003241005,egPX-f7NF
student1003241006,DjH6-hibY
student1003241007,CTjf-cgdF
student1003241008,VMWB-9cE9
student1003241009,ZRN4-BdhJ
student1003241010,hafB-iKf9
student1003241011,84Ej-E4b9
student1003241012,jP6g-2hWa
student1003241013,3ehN-i4U3
student1003241014,ci84-dhDj
student1003241015,egPX-f7NF
student1003241016,DjH6-hibY
student1003241017,CTjf-cgdF
student1003241018,VMWB-9cE9
student1003241019,ZRN4-BdhJ
student1003241020,hafB-iKf9
student1003241021,84Ej-E4b9
student1003241022,jP6g-2hWa
student1003241023,3ehN-i4U3
student1003241024,ci84-dhDj
student1003241025,egPX-f7NF
student1003241026,DjH6-hibY
student1003241027,CTjf-cgdF
student1003241028,VMWB-9cE9
student1003241029,ZRN4-BdhJ
student1003241030,hafB-iKf9
student1003241031,84Ej-E4b9
student1003241032,jP6g-2hWa
student1003241033,3ehN-i4U3
student1003241034,ci84-dhDj
student1003241035,egPX-f7NF
student1003241036,DjH6-hibY
student1003241037,CTjf-cgdF
student1003241038,VMWB-9cE9
student1003241039,ZRN4-BdhJ
student1003241040,hafB-iKf9
student1003241041,84Ej-E4b9
student1003241042,jP6g-2hWa
student1003241043,3ehN-i4U3
student1003241044,ci84-dhDj
student1003241045,egPX-f7NF
student1003241046,DjH6-hibY
student1003241047,CTjf-cgdF
student1003241048,VMWB-9cE9
student1003241049,ZRN4-BdhJ
student1003241050,hafB-iKf9
student1003241051,84Ej-E4b9
student1003241052,jP6g-2hWa
student1003241053,3ehN-i4U3
student1003241054,ci84-dhDj
student1003241055,egPX-f7NF
student1003241056,DjH6-hibY
student1003241057,CTjf-cgdF
student1003241058,VMWB-9cE9
student1003241059,ZRN4-BdhJ
student1003241060,hafB-iKf9
student1003241061,84Ej-E4b9
student1003241062,jP6g-2hWa
student1003241063,3ehN-i4U3
student1003241064,ci84-dhDj
student1003241065,egPX-f7NF
student1003241066,DjH6-hibY
student1003241067,CTjf-cgdF
student1003241068,VMWB-9cE9
student1003241069,ZRN4-BdhJ
student1003241070,hafB-iKf9
