tch_20200813-044932_1,89641177-dd20-11ea-acee-0242ac110002,std_1597294239807_1,class_20200813-044932_1,RpZ9-wj4w,1a0b840c-ccf5-418d-8f4c-e2e68f5c881a,7eefca34-9094-4931-80a5-5a8dd9fede72,a47ac64a-f0f2-403c-96f3-5616d171de93,0a2dbbe7-edc1-4afa-93ed-a21d1f62a532,0e66dbf3-672a-4760-97b4-f3bc3d303fef,
tch_20200813-044932_1,8fa97247-dd20-11ea-acee-0242ac110002,std_1597294250630_1,class_20200813-044932_1,RpZ9-wj4w,1a0b840c-ccf5-418d-8f4c-e2e68f5c881a,7eefca34-9094-4931-80a5-5a8dd9fede72,a47ac64a-f0f2-403c-96f3-5616d171de93,0a2dbbe7-edc1-4afa-93ed-a21d1f62a532,0e66dbf3-672a-4760-97b4-f3bc3d303fef,
tch_20200813-044932_1,956c3598-dd20-11ea-af23-0242ac110002,std_1597294260292_1,class_20200813-044932_1,RpZ9-wj4w,1a0b840c-ccf5-418d-8f4c-e2e68f5c881a,7eefca34-9094-4931-80a5-5a8dd9fede72,a47ac64a-f0f2-403c-96f3-5616d171de93,0a2dbbe7-edc1-4afa-93ed-a21d1f62a532,0e66dbf3-672a-4760-97b4-f3bc3d303fef,
tch_20200813-044932_2,946b8e7d-dd20-11ea-af23-0242ac110002,std_1597294258307_2,class_20200813-044932_2,JYJP-ToTP,d8ab4b25-0ec8-4896-91f4-469f652e12f3,3991641f-fbcb-4499-9b44-fcde37f2d2c6,ba3e32dd-a78a-4bbb-8e12-279ae89e6fd4,672e8ac6-cdc2-452f-9eb7-3b5ae51e7b78,9a57ebec-68ae-4a44-8904-af961c09ab66,
tch_20200813-044932_2,9b3fe822-dd20-11ea-acee-0242ac110002,std_1597294270075_2,class_20200813-044932_2,JYJP-ToTP,d8ab4b25-0ec8-4896-91f4-469f652e12f3,3991641f-fbcb-4499-9b44-fcde37f2d2c6,ba3e32dd-a78a-4bbb-8e12-279ae89e6fd4,672e8ac6-cdc2-452f-9eb7-3b5ae51e7b78,9a57ebec-68ae-4a44-8904-af961c09ab66,
tch_20200813-044932_1,9aece687-dd20-11ea-acee-0242ac110002,std_1597294269533_1,class_20200813-044932_1,RpZ9-wj4w,1a0b840c-ccf5-418d-8f4c-e2e68f5c881a,7eefca34-9094-4931-80a5-5a8dd9fede72,a47ac64a-f0f2-403c-96f3-5616d171de93,0a2dbbe7-edc1-4afa-93ed-a21d1f62a532,0e66dbf3-672a-4760-97b4-f3bc3d303fef,
tch_20200813-044932_2,a000cc34-dd20-11ea-acee-0242ac110002,std_1597294278055_2,class_20200813-044932_2,JYJP-ToTP,d8ab4b25-0ec8-4896-91f4-469f652e12f3,3991641f-fbcb-4499-9b44-fcde37f2d2c6,ba3e32dd-a78a-4bbb-8e12-279ae89e6fd4,672e8ac6-cdc2-452f-9eb7-3b5ae51e7b78,9a57ebec-68ae-4a44-8904-af961c09ab66,
tch_20200813-044932_1,a218888d-dd20-11ea-acee-0242ac110002,std_1597294281467_1,class_20200813-044932_1,RpZ9-wj4w,1a0b840c-ccf5-418d-8f4c-e2e68f5c881a,7eefca34-9094-4931-80a5-5a8dd9fede72,a47ac64a-f0f2-403c-96f3-5616d171de93,0a2dbbe7-edc1-4afa-93ed-a21d1f62a532,0e66dbf3-672a-4760-97b4-f3bc3d303fef,
tch_20200813-044932_2,a5c4c6df-dd20-11ea-af23-0242ac110002,std_1597294287701_2,class_20200813-044932_2,JYJP-ToTP,d8ab4b25-0ec8-4896-91f4-469f652e12f3,3991641f-fbcb-4499-9b44-fcde37f2d2c6,ba3e32dd-a78a-4bbb-8e12-279ae89e6fd4,672e8ac6-cdc2-452f-9eb7-3b5ae51e7b78,9a57ebec-68ae-4a44-8904-af961c09ab66,
tch_20200813-044932_1,a851657e-dd20-11ea-acee-0242ac110002,std_1597294291998_1,class_20200813-044932_1,RpZ9-wj4w,1a0b840c-ccf5-418d-8f4c-e2e68f5c881a,7eefca34-9094-4931-80a5-5a8dd9fede72,a47ac64a-f0f2-403c-96f3-5616d171de93,0a2dbbe7-edc1-4afa-93ed-a21d1f62a532,0e66dbf3-672a-4760-97b4-f3bc3d303fef,
tch_20200813-044932_3,a843d0b1-dd20-11ea-acee-0242ac110002,std_1597294291611_3,class_20200813-044932_3,czP8-my8A,f63d1a08-656c-47e3-8b80-6c544c3371f0,b877a8ed-0075-4161-bf85-1768bab67610,61468922-1764-49e0-b4f0-7e2223f0c4d8,3e79a659-44b7-4a83-a47f-aaae7d108168,b1c54449-fea9-41b6-bdfc-7bcea526a601,
