tch_20220802-135647_1,70d91d10-170a-4a8b-80f5-180f84693ed9,std_1659428872365_1,class_20220802-135647_1,L7Na-YnaT,49352506-82c9-4b4a-8b7c-00c473694e4c,d4123557-d66e-40c6-abe8-0293f9eb0fac,bceaedd9-0c68-4d1a-bb97-41ff31e2eb1b,13b84be8-ae00-4014-a5ff-ec0796c15172,64b1628c-3d0d-4d50-ac25-a9ba05d26b12,
tch_20220802-135647_1,13a1fb64-27ea-4090-a452-c950d7796f72,std_1659428906721_1,class_20220802-135647_1,L7Na-YnaT,49352506-82c9-4b4a-8b7c-00c473694e4c,d4123557-d66e-40c6-abe8-0293f9eb0fac,bceaedd9-0c68-4d1a-bb97-41ff31e2eb1b,13b84be8-ae00-4014-a5ff-ec0796c15172,64b1628c-3d0d-4d50-ac25-a9ba05d26b12,
tch_20220802-135647_2,784b4676-8f4c-4256-9248-1fbf7f092588,std_1659428937313_2,class_20220802-135647_2,PuJb-UYJK,f7875558-7d6f-4f70-8bc0-f9c8e1231eea,05ac5e94-5c9a-4775-8422-8cefdd53ad6e,fe7e0207-4525-4a16-b46a-cc11ae1772b2,664e5047-e274-4fbf-911c-921de5447ed6,c3339548-9618-425d-9e92-1c433bdc636a,
tch_20220802-135647_1,bd961225-deeb-4160-9bbd-d6a358af912d,std_1659428933555_1,class_20220802-135647_1,L7Na-YnaT,49352506-82c9-4b4a-8b7c-00c473694e4c,d4123557-d66e-40c6-abe8-0293f9eb0fac,bceaedd9-0c68-4d1a-bb97-41ff31e2eb1b,13b84be8-ae00-4014-a5ff-ec0796c15172,64b1628c-3d0d-4d50-ac25-a9ba05d26b12,
tch_20220802-135647_2,1bc56da5-747d-427f-9f11-fffe617431de,std_1659428961954_2,class_20220802-135647_2,PuJb-UYJK,f7875558-7d6f-4f70-8bc0-f9c8e1231eea,05ac5e94-5c9a-4775-8422-8cefdd53ad6e,fe7e0207-4525-4a16-b46a-cc11ae1772b2,664e5047-e274-4fbf-911c-921de5447ed6,c3339548-9618-425d-9e92-1c433bdc636a,
tch_20220802-135647_1,0b113b75-600b-4608-8e38-e1eee55be7e7,std_1659428963072_1,class_20220802-135647_1,L7Na-YnaT,49352506-82c9-4b4a-8b7c-00c473694e4c,d4123557-d66e-40c6-abe8-0293f9eb0fac,bceaedd9-0c68-4d1a-bb97-41ff31e2eb1b,13b84be8-ae00-4014-a5ff-ec0796c15172,64b1628c-3d0d-4d50-ac25-a9ba05d26b12,
tch_20220802-135647_2,9b26e456-b8cf-4cc4-a2ea-9d97593c4611,std_1659428985455_2,class_20220802-135647_2,PuJb-UYJK,f7875558-7d6f-4f70-8bc0-f9c8e1231eea,05ac5e94-5c9a-4775-8422-8cefdd53ad6e,fe7e0207-4525-4a16-b46a-cc11ae1772b2,664e5047-e274-4fbf-911c-921de5447ed6,c3339548-9618-425d-9e92-1c433bdc636a,
tch_20220802-135647_3,48e2a4b4-510e-4736-9bb4-aa19523918c7,std_1659428988754_3,class_20220802-135647_3,c3j9-Q3wT,28bab32b-6cdf-462d-9112-9800712502ce,fb19335b-8bd1-476e-b816-40d273e05ed1,7a855e68-60c8-47e4-87ed-3963cb028bda,c7f11b5c-37a7-475d-9572-f9f0c379d496,fb69e8e6-59be-4bea-9b5d-cdad1e54516b,
tch_20220802-135647_1,6c032351-b886-4eb4-ac19-6e61768638e2,std_1659428990671_1,class_20220802-135647_1,L7Na-YnaT,49352506-82c9-4b4a-8b7c-00c473694e4c,d4123557-d66e-40c6-abe8-0293f9eb0fac,bceaedd9-0c68-4d1a-bb97-41ff31e2eb1b,13b84be8-ae00-4014-a5ff-ec0796c15172,64b1628c-3d0d-4d50-ac25-a9ba05d26b12,
tch_20220802-135647_2,62073f3c-cbc9-4819-8977-9a178ecab1e9,std_1659429011505_2,class_20220802-135647_2,PuJb-UYJK,f7875558-7d6f-4f70-8bc0-f9c8e1231eea,05ac5e94-5c9a-4775-8422-8cefdd53ad6e,fe7e0207-4525-4a16-b46a-cc11ae1772b2,664e5047-e274-4fbf-911c-921de5447ed6,c3339548-9618-425d-9e92-1c433bdc636a,
